date,year,month,day,dow,dow_name,is_weekend,is_regular_closed_tuesday,closed,others_closed,d_holiday,close_hour,last_entry_hour,scheduled_open_hours_nominal,scheduled_entry_hours_nominal,visitors,cdg_visitors,cgg_visitors,dsg_visitors,paid,free,domestic,english,japanese,chinese,other_foreign,foreign_total,source_year,source_file
2013-09-29,2013,9,29,6,일,1,0,0,0,0,18.0,17.0,9.0,8.0,13486,4531,1641,3434,11729,1757,8992,162,232,4072,28,4494,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-09-30,2013,9,30,0,월,0,0,0,3,0,18.0,17.0,9.0,8.0,16147,0,0,0,10547,5600,10561,469,612,4467,38,5586,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-01,2013,10,1,1,화,0,1,1,0,0,18.0,17.0,9.0,8.0,0,6678,4234,5063,0,0,0,0,0,0,0,0,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-02,2013,10,2,2,수,0,0,0,0,0,18.0,17.0,9.0,8.0,17665,3818,3442,2874,12174,5491,11814,362,464,5006,19,5851,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-03,2013,10,3,3,목,0,0,0,0,1,18.0,17.0,9.0,8.0,28319,9831,7403,9105,21859,6460,21477,449,351,6037,5,6842,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-04,2013,10,4,4,금,0,0,0,0,0,18.0,17.0,9.0,8.0,23232,5594,4201,5157,13830,9402,19298,238,310,3374,12,3934,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-05,2013,10,5,5,토,1,0,0,0,0,18.0,17.0,9.0,8.0,22025,7420,5736,6771,15972,6053,18197,222,247,3348,11,3828,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-06,2013,10,6,6,일,1,0,0,0,0,18.0,17.0,9.0,8.0,20246,6883,5256,5095,14112,6134,14887,268,203,4878,10,5359,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-07,2013,10,7,0,월,0,0,0,3,0,18.0,17.0,9.0,8.0,10760,0,0,0,8029,2731,7465,476,205,2572,42,3295,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-08,2013,10,8,1,화,0,1,1,0,0,18.0,17.0,9.0,8.0,0,4641,3583,2016,0,0,0,0,0,0,0,0,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-09,2013,10,9,2,수,0,0,0,0,1,18.0,17.0,9.0,8.0,21923,8463,6485,7397,14849,7074,19000,169,700,2054,0,2923,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-10,2013,10,10,3,목,0,0,0,0,0,18.0,17.0,9.0,8.0,11558,4083,3813,3042,6826,4732,9101,190,96,1977,194,2457,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-11,2013,10,11,4,금,0,0,0,0,0,18.0,17.0,9.0,8.0,14732,5951,4543,3575,8494,6238,11472,448,271,2446,95,3260,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-12,2013,10,12,5,토,1,0,0,0,0,18.0,17.0,9.0,8.0,19723,7460,5710,6963,13987,5736,16696,444,312,2269,2,3027,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-13,2013,10,13,6,일,1,0,0,0,0,18.0,17.0,9.0,8.0,21059,7995,6187,5712,12526,8533,18116,435,391,2109,8,2943,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-14,2013,10,14,0,월,0,0,0,2,0,18.0,17.0,9.0,8.0,11763,20,0,0,8137,3626,9797,386,246,1324,10,1966,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-15,2013,10,15,1,화,0,1,1,0,0,18.0,17.0,9.0,8.0,0,6651,1567,2458,0,0,0,0,0,0,0,0,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-16,2013,10,16,2,수,0,0,0,0,0,18.0,17.0,9.0,8.0,20248,5192,2496,2967,9816,10432,16531,539,458,1976,744,3717,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-17,2013,10,17,3,목,0,0,0,0,0,18.0,17.0,9.0,8.0,18354,5010,2122,3115,8719,9635,15373,309,381,2161,130,2981,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-18,2013,10,18,4,금,0,0,0,0,0,18.0,17.0,9.0,8.0,18465,6445,4089,4790,9469,8996,15745,67,224,2421,8,2720,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-19,2013,10,19,5,토,1,0,0,0,0,18.0,17.0,9.0,8.0,24754,8899,4150,7763,16504,8250,20003,514,294,3609,334,4751,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-20,2013,10,20,6,일,1,0,0,0,0,18.0,17.0,9.0,8.0,19601,7407,4329,6840,15229,4372,16175,420,423,2502,81,3426,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-21,2013,10,21,0,월,0,0,0,3,0,18.0,17.0,9.0,8.0,14281,0,0,0,10843,3438,9441,380,662,3457,341,4840,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-22,2013,10,22,1,화,0,1,1,0,0,18.0,17.0,9.0,8.0,0,9878,3087,4875,0,0,0,0,0,0,0,0,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-23,2013,10,23,2,수,0,0,0,0,0,18.0,17.0,9.0,8.0,20356,6623,2198,3552,13665,6691,13106,370,390,6244,246,7250,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-24,2013,10,24,3,목,0,0,0,0,0,18.0,17.0,9.0,8.0,18245,6408,2541,3275,11824,6421,12425,413,903,4255,249,5820,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-25,2013,10,25,4,금,0,0,0,0,0,18.0,17.0,9.0,8.0,18719,7781,3706,3984,10234,8485,13977,519,468,3545,210,4742,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-26,2013,10,26,5,토,1,0,0,0,0,18.0,17.0,9.0,8.0,22435,11350,5052,7559,17766,4669,17283,597,456,3975,124,5152,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-27,2013,10,27,6,일,1,0,0,0,0,18.0,17.0,9.0,8.0,20064,10325,4962,7633,16855,3209,15223,353,296,3807,385,4841,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-28,2013,10,28,0,월,0,0,0,3,0,18.0,17.0,9.0,8.0,12749,0,0,0,10320,2429,8733,238,437,3153,188,4016,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-29,2013,10,29,1,화,0,1,1,0,0,18.0,17.0,9.0,8.0,0,8968,2147,5105,0,0,0,0,0,0,0,0,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-30,2013,10,30,2,수,0,0,0,0,0,18.0,17.0,9.0,8.0,15226,8210,2296,5096,9261,5965,11714,188,276,2402,646,3512,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-10-31,2013,10,31,3,목,0,0,0,0,0,18.0,17.0,9.0,8.0,14312,7947,3014,5289,10075,4237,10046,188,909,3124,45,4266,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-11-01,2013,11,1,4,금,0,0,0,0,0,17.0,16.0,8.0,7.0,14226,7808,2859,6844,10317,3909,10206,235,336,3324,125,4020,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-11-02,2013,11,2,5,토,1,0,0,0,0,17.0,16.0,8.0,7.0,11254,8833,2335,8884,8700,2554,8316,274,239,2030,395,2938,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-11-03,2013,11,3,6,일,1,0,0,0,0,17.0,16.0,8.0,7.0,17597,12585,5890,12528,14629,2968,14036,414,741,2116,290,3561,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-11-04,2013,11,4,0,월,0,0,0,2,0,17.0,16.0,8.0,7.0,12107,101,0,0,9937,2170,6969,448,749,3495,446,5138,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-11-05,2013,11,5,1,화,0,1,1,0,0,17.0,16.0,8.0,7.0,0,8799,4311,9130,0,0,0,0,0,0,0,0,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-11-06,2013,11,6,2,수,0,0,0,0,0,17.0,16.0,8.0,7.0,9963,5239,1862,6596,7713,2250,7891,270,324,1449,29,2072,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-11-07,2013,11,7,3,목,0,0,0,0,0,17.0,16.0,8.0,7.0,11729,6588,3656,7320,8895,2834,7969,274,374,3070,42,3760,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-11-08,2013,11,8,4,금,0,0,0,0,0,17.0,16.0,8.0,7.0,12707,7263,3803,8659,9580,3127,8631,383,470,2968,255,4076,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-11-09,2013,11,9,5,토,1,0,0,0,0,17.0,16.0,8.0,7.0,17963,9431,5257,12154,14111,3852,13478,136,290,3775,284,4485,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-11-10,2013,11,10,6,일,1,0,0,0,0,17.0,16.0,8.0,7.0,16211,8892,5723,10406,13800,2411,11605,212,495,3787,112,4606,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-11-11,2013,11,11,0,월,0,0,0,3,0,17.0,16.0,8.0,7.0,9869,0,0,0,7816,2053,6253,257,383,2915,61,3616,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-11-12,2013,11,12,1,화,0,1,1,0,0,17.0,16.0,8.0,7.0,0,5951,2058,6411,0,0,0,0,0,0,0,0,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-11-13,2013,11,13,2,수,0,0,0,0,0,17.0,16.0,8.0,7.0,10606,5060,2290,7754,8431,2175,5446,164,421,4255,320,5160,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-11-14,2013,11,14,3,목,0,0,0,0,0,17.0,16.0,8.0,7.0,9691,4241,1741,4299,7052,2639,6032,114,242,2988,315,3659,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-11-15,2013,11,15,4,금,0,0,0,0,0,17.0,16.0,8.0,7.0,11771,4743,1984,5256,7713,4058,8558,177,265,2660,111,3213,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-11-16,2013,11,16,5,토,1,0,0,0,0,17.0,16.0,8.0,7.0,17241,7984,4440,11453,13467,3774,12094,224,408,4023,492,5147,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-11-17,2013,11,17,6,일,1,0,0,0,0,17.0,16.0,8.0,7.0,11230,5426,2163,7473,9370,1860,9094,152,331,1597,56,2136,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-11-18,2013,11,18,0,월,0,0,0,3,0,17.0,16.0,8.0,7.0,10689,0,0,0,7311,3378,6261,164,446,3642,176,4428,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-11-19,2013,11,19,1,화,0,1,1,0,0,17.0,16.0,8.0,7.0,0,4692,1305,4413,0,0,0,0,0,0,0,0,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-11-20,2013,11,20,2,수,0,0,0,0,0,17.0,16.0,8.0,7.0,10950,2994,1000,3520,7844,3106,5743,303,679,4078,147,5207,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-11-21,2013,11,21,3,목,0,0,0,0,0,17.0,16.0,8.0,7.0,12645,3508,1730,3486,7870,4775,7186,263,313,4595,288,5459,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-11-22,2013,11,22,4,금,0,0,0,0,0,17.0,16.0,8.0,7.0,12732,3313,1495,6025,7275,5457,9971,136,251,2374,0,2761,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-11-23,2013,11,23,5,토,1,0,0,0,0,17.0,16.0,8.0,7.0,14661,5640,2263,9216,11585,3076,9294,248,507,4269,343,5367,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-11-24,2013,11,24,6,일,1,0,0,0,0,17.0,16.0,8.0,7.0,11718,4189,1539,5697,9825,1893,8331,108,93,2993,193,3387,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-11-25,2013,11,25,0,월,0,0,0,3,0,17.0,16.0,8.0,7.0,8046,0,0,0,5225,2821,4868,127,158,2669,224,3178,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-11-26,2013,11,26,1,화,0,1,1,0,0,17.0,16.0,8.0,7.0,0,4187,1259,3952,0,0,0,0,0,0,0,0,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-11-27,2013,11,27,2,수,0,0,0,0,0,17.0,16.0,8.0,7.0,8903,1563,388,2865,7569,1334,5742,130,147,2703,181,3161,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-11-28,2013,11,28,3,목,0,0,0,0,0,17.0,16.0,8.0,7.0,8746,1672,501,4997,7416,1330,4330,124,355,3520,417,4416,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-11-29,2013,11,29,4,금,0,0,0,0,0,17.0,16.0,8.0,7.0,8456,2635,736,3345,6983,1473,4340,141,254,3348,373,4116,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-11-30,2013,11,30,5,토,1,0,0,0,0,17.0,16.0,8.0,7.0,12070,4315,1588,7109,9908,2162,9196,171,174,2480,49,2874,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-01,2013,12,1,6,일,1,0,0,0,0,17.0,16.0,8.0,7.0,11550,3667,1607,5883,10027,1523,8173,563,258,2333,223,3377,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-02,2013,12,2,0,월,0,0,0,2,0,17.0,16.0,8.0,7.0,7570,26,0,0,6417,1153,4417,161,309,2482,201,3153,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-03,2013,12,3,1,화,0,1,1,0,0,17.0,16.0,8.0,7.0,0,3262,845,3585,0,0,0,0,0,0,0,0,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-04,2013,12,4,2,수,0,0,0,0,0,17.0,16.0,8.0,7.0,8069,1525,635,3546,7059,1010,3649,267,311,3563,279,4420,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-05,2013,12,5,3,목,0,0,0,0,0,17.0,16.0,8.0,7.0,7851,1884,533,3012,6206,1645,4436,434,122,2702,157,3415,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-06,2013,12,6,4,금,0,0,0,0,0,17.0,16.0,8.0,7.0,8187,1823,891,3173,6078,2109,6076,315,196,1565,35,2111,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-07,2013,12,7,5,토,1,0,0,0,0,17.0,16.0,8.0,7.0,11830,3926,1581,6404,10083,1747,8239,537,177,2699,178,3591,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-08,2013,12,8,6,일,1,0,0,0,0,17.0,16.0,8.0,7.0,10014,3169,1016,4661,8972,1042,6025,368,464,3038,119,3989,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-09,2013,12,9,0,월,0,0,0,3,0,17.0,16.0,8.0,7.0,6799,0,0,0,4710,2089,3402,363,451,2516,67,3397,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-10,2013,12,10,1,화,0,1,1,0,0,17.0,16.0,8.0,7.0,0,2926,925,4891,0,0,0,0,0,0,0,0,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-11,2013,12,11,2,수,0,0,0,0,0,17.0,16.0,8.0,7.0,9266,1547,692,4137,7785,1481,4772,759,312,3329,94,4494,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-12,2013,12,12,3,목,0,0,0,0,0,17.0,16.0,8.0,7.0,7918,1816,665,3246,6038,1880,4396,216,630,2364,312,3522,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-13,2013,12,13,4,금,0,0,0,0,0,17.0,16.0,8.0,7.0,7744,1558,334,2831,6660,1084,3964,112,147,3321,200,3780,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-14,2013,12,14,5,토,1,0,0,0,0,17.0,16.0,8.0,7.0,11412,2502,743,5349,10184,1228,6390,608,537,3724,153,5022,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-15,2013,12,15,6,일,1,0,0,0,0,17.0,16.0,8.0,7.0,9108,2504,818,4529,8204,904,5925,198,548,2326,111,3183,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-16,2013,12,16,0,월,0,0,0,3,0,17.0,16.0,8.0,7.0,7662,0,0,0,6752,910,3334,275,358,3342,353,4328,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-17,2013,12,17,1,화,0,1,1,0,0,17.0,16.0,8.0,7.0,0,2434,485,4569,0,0,0,0,0,0,0,0,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-18,2013,12,18,2,수,0,0,0,0,0,17.0,16.0,8.0,7.0,9987,1318,612,3266,8072,1915,6524,165,158,2745,395,3463,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-19,2013,12,19,3,목,0,0,0,0,0,17.0,16.0,8.0,7.0,8298,1326,807,3882,5682,2616,4040,146,189,3758,165,4258,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-20,2013,12,20,4,금,0,0,0,0,0,17.0,16.0,8.0,7.0,8068,1401,418,3172,6145,1923,5490,243,157,2006,172,2578,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-21,2013,12,21,5,토,1,0,0,0,0,17.0,16.0,8.0,7.0,10263,2612,667,5603,8994,1269,6156,407,317,3005,378,4107,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-22,2013,12,22,6,일,1,0,0,0,0,17.0,16.0,8.0,7.0,10025,2683,835,4099,8808,1217,5841,277,316,3229,362,4184,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-23,2013,12,23,0,월,0,0,0,3,0,17.0,16.0,8.0,7.0,9994,0,0,0,7822,2172,5843,384,397,3220,150,4151,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-24,2013,12,24,1,화,0,1,1,0,0,17.0,16.0,8.0,7.0,0,2888,1689,6026,0,0,0,0,0,0,0,0,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-25,2013,12,25,2,수,0,0,0,0,1,17.0,16.0,8.0,7.0,14287,3136,1328,7424,12311,1976,7453,248,187,5898,501,6834,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-26,2013,12,26,3,목,0,0,0,0,0,17.0,16.0,8.0,7.0,9641,1933,835,2834,7191,2450,5194,480,442,3322,203,4447,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-27,2013,12,27,4,금,0,0,0,0,0,17.0,16.0,8.0,7.0,7903,2067,590,3316,6494,1409,4303,267,327,2896,110,3600,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-28,2013,12,28,5,토,1,0,0,0,0,17.0,16.0,8.0,7.0,10643,2730,633,3944,9206,1437,6044,357,186,3624,432,4599,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-29,2013,12,29,6,일,1,0,0,0,0,17.0,16.0,8.0,7.0,11441,3002,788,4324,10037,1404,6978,417,379,3500,167,4463,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-30,2013,12,30,0,월,0,0,0,3,0,17.0,16.0,8.0,7.0,11439,0,0,0,9867,1572,7963,345,252,2862,17,3476,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2013-12-31,2013,12,31,1,화,0,1,1,0,0,17.0,16.0,8.0,7.0,0,4438,1049,4877,0,0,0,0,0,0,0,0,2013,문화재청_궁능유적본부_4대궁_관람객_수_현황_2013년.csv
2014-01-01,2014,1,1,2,수,0,0,0,0,1,17.0,16.0,8.0,7.0,17370,4946,2230,5879,14764,2606,11075,509,517,5197,72,6295,2014,문화재청_궁능유적본부_4대궁_관람객_수_현황_2014년.csv
2014-01-02,2014,1,2,3,목,0,0,0,0,0,17.0,16.0,8.0,7.0,9467,2681,1066,3782,7873,1594,6232,280,227,2448,280,3235,2014,문화재청_궁능유적본부_4대궁_관람객_수_현황_2014년.csv
2014-01-03,2014,1,3,4,금,0,0,0,0,0,17.0,16.0,8.0,7.0,8253,2404,1105,3845,6626,1627,5385,377,193,2270,28,2868,2014,문화재청_궁능유적본부_4대궁_관람객_수_현황_2014년.csv
2014-01-04,2014,1,4,5,토,1,0,0,0,0,17.0,16.0,8.0,7.0,11332,3796,1781,6986,8714,2618,8672,504,247,1864,45,2660,2014,문화재청_궁능유적본부_4대궁_관람객_수_현황_2014년.csv
2014-01-05,2014,1,5,6,일,1,0,0,0,0,17.0,16.0,8.0,7.0,9783,3193,1541,5795,7790,1993,7283,116,106,2180,98,2500,2014,문화재청_궁능유적본부_4대궁_관람객_수_현황_2014년.csv
2014-01-06,2014,1,6,0,월,0,0,0,3,0,17.0,16.0,8.0,7.0,6390,0,0,0,5259,1131,3794,356,194,1767,279,2596,2014,문화재청_궁능유적본부_4대궁_관람객_수_현황_2014년.csv
2014-01-07,2014,1,7,1,화,0,1,1,0,0,17.0,16.0,8.0,7.0,0,2502,1147,4704,0,0,0,0,0,0,0,0,2014,문화재청_궁능유적본부_4대궁_관람객_수_현황_2014년.csv
2014-01-08,2014,1,8,2,수,0,0,0,0,0,17.0,16.0,8.0,7.0,5887,1395,749,2752,4603,1284,4078,282,115,1383,29,1809,2014,문화재청_궁능유적본부_4대궁_관람객_수_현황_2014년.csv
2014-01-09,2014,1,9,3,목,0,0,0,0,0,17.0,16.0,8.0,7.0,6330,1115,406,2130,5536,794,3470,195,67,2239,359,2860,2014,문화재청_궁능유적본부_4대궁_관람객_수_현황_2014년.csv
2014-01-10,2014,1,10,4,금,0,0,0,0,0,17.0,16.0,8.0,7.0,4680,1169,458,2085,3926,754,3389,311,105,866,9,1291,2014,문화재청_궁능유적본부_4대궁_관람객_수_현황_2014년.csv
2014-01-11,2014,1,11,5,토,1,0,0,0,0,17.0,16.0,8.0,7.0,9853,2872,1189,5979,7594,2259,7994,284,91,1424,60,1859,2014,문화재청_궁능유적본부_4대궁_관람객_수_현황_2014년.csv
2014-01-12,2014,1,12,6,일,1,0,0,0,0,17.0,16.0,8.0,7.0,8895,2775,1092,5275,7113,1782,5934,382,207,2307,65,2961,2014,문화재청_궁능유적본부_4대궁_관람객_수_현황_2014년.csv
2014-01-13,2014,1,13,0,월,0,0,0,3,0,17.0,16.0,8.0,7.0,6014,0,0,0,5081,933,3698,187,124,1899,106,2316,2014,문화재청_궁능유적본부_4대궁_관람객_수_현황_2014년.csv
2014-01-14,2014,1,14,1,화,0,1,1,0,0,17.0,16.0,8.0,7.0,0,1770,695,3338,0,0,0,0,0,0,0,0,2014,문화재청_궁능유적본부_4대궁_관람객_수_현황_2014년.csv
2014-01-15,2014,1,15,2,수,0,0,0,0,0,17.0,16.0,8.0,7.0,6686,1308,522,3428,5360,1326,4284,96,163,2111,32,2402,2014,문화재청_궁능유적본부_4대궁_관람객_수_현황_2014년.csv
2014-01-16,2014,1,16,3,목,0,0,0,0,0,17.0,16.0,8.0,7.0,7689,1683,708,3199,6292,1397,3287,472,138,3683,109,4402,2014,문화재청_궁능유적본부_4대궁_관람객_수_현황_2014년.csv
2014-01-17,2014,1,17,4,금,0,0,0,0,0,17.0,16.0,8.0,7.0,7777,1550,604,3582,6367,1410,4472,438,53,2730,84,3305,2014,문화재청_궁능유적본부_4대궁_관람객_수_현황_2014년.csv
2014-01-18,2014,1,18,5,토,1,0,0,0,0,17.0,16.0,8.0,7.0,14004,3128,1433,7892,11264,2740,8766,978,244,3937,79,5238,2014,문화재청_궁능유적본부_4대궁_관람객_수_현황_2014년.csv
2014-01-19,2014,1,19,6,일,1,0,0,0,0,17.0,16.0,8.0,7.0,11298,2727,1166,5901,9208,2090,7325,48,31,3890,4,3973,2014,문화재청_궁능유적본부_4대궁_관람객_수_현황_2014년.csv
2014-01-20,2014,1,20,0,월,0,0,0,3,0,17.0,16.0,8.0,7.0,8293,0,0,0,7000,1293,4367,240,67,3497,122,3926,2014,문화재청_궁능유적본부_4대궁_관람객_수_현황_2014년.csv
2014-01-21,2014,1,21,1,화,0,1,1,0,0,17.0,16.0,8.0,7.0,0,2342,769,4045,0,0,0,0,0,0,0,0,2014,문화재청_궁능유적본부_4대궁_관람객_수_현황_2014년.csv
2014-01-22,2014,1,22,2,수,0,0,0,0,0,17.0,16.0,8.0,7.0,10084,1476,562,3170,8794,1290,4310,309,87,5164,214,5774,2014,문화재청_궁능유적본부_4대궁_관람객_수_현황_2014년.csv
2014-01-23,2014,1,23,3,목,0,0,0,0,0,17.0,16.0,8.0,7.0,10258,2055,732,3936,8832,1426,6848,10,62,3327,11,3410,2014,문화재청_궁능유적본부_4대궁_관람객_수_현황_2014년.csv
2014-01-24,2014,1,24,4,금,0,0,0,0,0,17.0,16.0,8.0,7.0,8737,1646,692,3509,7320,1417,4201,49,68,4321,98,4536,2014,문화재청_궁능유적본부_4대궁_관람객_수_현황_2014년.csv
2014-01-25,2014,1,25,5,토,1,0,0,0,0,17.0,16.0,8.0,7.0,9380,1757,578,4817,7942,1438,4214,223,84,4428,431,5166,2014,문화재청_궁능유적본부_4대궁_관람객_수_현황_2014년.csv
2014-01-26,2014,1,26,6,일,1,0,0,0,0,17.0,16.0,8.0,7.0,12379,2729,1094,5094,10398,1981,9075,377,165,2554,208,3304,2014,문화재청_궁능유적본부_4대궁_관람객_수_현황_2014년.csv
2014-01-27,2014,1,27,0,월,0,0,0,3,0,17.0,16.0,8.0,7.0,7132,0,0,0,5902,1230,4158,581,431,1829,133,2974,2014,문화재청_궁능유적본부_4대궁_관람객_수_현황_2014년.csv
2014-01-28,2014,1,28,1,화,0,1,1,0,0,17.0,16.0,8.0,7.0,0,1982,599,3056,0,0,0,0,0,0,0,0,2014,문화재청_궁능유적본부_4대궁_관람객_수_현황_2014년.csv
2014-01-29,2014,1,29,2,수,0,0,0,0,0,17.0,16.0,8.0,7.0,8906,1640,1173,3751,0,8906,5000,0,0,3000,906,3906,2014,문화재청_궁능유적본부_4대궁_관람객_수_현황_2014년.csv
