date,year,month,day,dow,dow_name,is_weekend,is_regular_closed_tuesday,closed,others_closed,d_holiday,close_hour,last_entry_hour,scheduled_open_hours_nominal,scheduled_entry_hours_nominal,visitors,cdg_visitors,cgg_visitors,dsg_visitors,paid,free,domestic,english,japanese,chinese,other_foreign,foreign_total,source_year,source_file
2018-06-19,2018,6,19,1,화,0,1,0,0,0,18.5,17.5,9.5,8.5,478,5559,1758,4736,0,478,259,0,0,0,219,219,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-06-20,2018,6,20,2,수,0,0,0,0,0,18.5,17.5,9.5,8.5,15767,6020,1299,3974,9816,5951,11169,1049,326,681,2542,4598,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-06-21,2018,6,21,3,목,0,0,0,0,0,18.5,17.5,9.5,8.5,13285,3031,1373,3585,8207,5078,10364,888,112,360,1561,2921,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-06-22,2018,6,22,4,금,0,0,0,0,0,18.5,17.5,9.5,8.5,13253,2610,2080,3138,9505,3748,10533,234,202,328,1956,2720,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-06-23,2018,6,23,5,토,1,0,0,0,0,18.5,17.5,9.5,8.5,20774,5154,5021,7399,13811,6963,17132,787,102,474,2279,3642,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-06-24,2018,6,24,6,일,1,0,0,0,0,18.5,17.5,9.5,8.5,15626,3988,2144,4732,11518,4108,11764,766,278,1131,1687,3862,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-06-25,2018,6,25,0,월,0,0,0,3,0,18.5,17.5,9.5,8.5,12040,0,0,0,8476,3564,7725,1859,247,376,1833,4315,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-06-26,2018,6,26,1,화,0,1,0,0,0,18.5,17.5,9.5,8.5,254,1571,695,1535,0,254,247,0,0,0,7,7,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-06-27,2018,6,27,2,수,0,0,0,0,0,18.5,17.5,9.5,8.5,13699,4986,2748,6102,1906,11793,8148,381,361,704,4105,5551,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-06-28,2018,6,28,3,목,0,0,0,0,0,18.5,17.5,9.5,8.5,14302,2544,1174,2717,9697,4605,12053,510,133,602,1004,2249,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-06-29,2018,6,29,4,금,0,0,0,0,0,18.5,17.5,9.5,8.5,13829,3072,1861,3090,9758,4071,10726,890,127,606,1480,3103,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-06-30,2018,6,30,5,토,1,0,0,0,0,18.5,17.5,9.5,8.5,15075,3654,3276,4055,11446,3629,11452,872,245,1390,1116,3623,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-01,2018,7,1,6,일,1,0,0,0,0,18.5,17.5,9.5,8.5,5208,1146,362,1469,3745,1463,3250,864,118,324,652,1958,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-02,2018,7,2,0,월,0,0,0,3,0,18.5,17.5,9.5,8.5,6657,0,0,0,4777,1880,3840,790,99,484,1444,2817,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-03,2018,7,3,1,화,0,1,0,0,0,18.5,17.5,9.5,8.5,222,4341,973,3225,0,222,218,0,0,0,4,4,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-04,2018,7,4,2,수,0,0,0,0,0,18.5,17.5,9.5,8.5,10802,2657,883,2503,7400,3402,8097,563,42,753,1347,2705,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-05,2018,7,5,3,목,0,0,0,0,0,18.5,17.5,9.5,8.5,10059,2395,655,2657,6083,3976,7091,680,123,669,1496,2968,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-06,2018,7,6,4,금,0,0,0,0,0,18.5,17.5,9.5,8.5,10795,3460,1012,4693,7185,3610,7080,1562,195,1174,784,3715,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-07,2018,7,7,5,토,1,0,0,0,0,18.5,17.5,9.5,8.5,15378,5029,2026,6057,10626,4752,11554,914,176,643,2091,3824,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-08,2018,7,8,6,일,1,0,0,0,0,18.5,17.5,9.5,8.5,13916,4532,1895,5589,9451,4465,10273,825,330,1351,1137,3643,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-09,2018,7,9,0,월,0,0,0,3,0,18.5,17.5,9.5,8.5,6263,0,0,0,4582,1681,3825,533,260,503,1142,2438,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-10,2018,7,10,1,화,0,1,0,0,0,18.5,17.5,9.5,8.5,502,3544,1063,3506,0,502,501,0,0,0,1,1,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-11,2018,7,11,2,수,0,0,0,0,0,18.5,17.5,9.5,8.5,11853,2325,743,2997,7910,3943,7688,521,183,1066,2395,4165,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-12,2018,7,12,3,목,0,0,0,0,0,18.5,17.5,9.5,8.5,14161,2358,906,2843,9679,4482,10836,1214,161,470,1480,3325,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-13,2018,7,13,4,금,0,0,0,0,0,18.5,17.5,9.5,8.5,9451,2368,701,3283,5846,3605,6549,860,111,1177,754,2902,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-14,2018,7,14,5,토,1,0,0,0,0,18.5,17.5,9.5,8.5,12956,4093,1250,5786,8255,4701,9167,1384,222,1046,1137,3789,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-15,2018,7,15,6,일,1,0,0,0,0,18.5,17.5,9.5,8.5,13211,3150,796,3693,9398,3813,9950,1181,352,893,835,3261,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-16,2018,7,16,0,월,0,0,0,3,0,18.5,17.5,9.5,8.5,10077,0,0,0,7346,2731,6823,965,231,937,1121,3254,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-17,2018,7,17,1,화,0,1,0,0,0,18.5,17.5,9.5,8.5,138,3558,827,3627,0,138,136,0,0,0,2,2,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-18,2018,7,18,2,수,0,0,0,0,0,18.5,17.5,9.5,8.5,9925,1884,654,2213,6804,3121,6733,1037,71,944,1140,3192,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-19,2018,7,19,3,목,0,0,0,0,0,18.5,17.5,9.5,8.5,9383,1674,388,2287,6213,3170,6259,747,116,671,1590,3124,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-20,2018,7,20,4,금,0,0,0,0,0,18.5,17.5,9.5,8.5,8117,1580,401,2363,5269,2848,5795,521,82,754,965,2322,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-21,2018,7,21,5,토,1,0,0,0,0,18.5,17.5,9.5,8.5,9986,2533,632,3941,7282,2704,7187,814,124,575,1286,2799,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-22,2018,7,22,6,일,1,0,0,0,0,18.5,17.5,9.5,8.5,11646,2044,1285,2439,8866,2780,9327,412,98,835,974,2319,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-23,2018,7,23,0,월,0,0,0,3,0,18.5,17.5,9.5,8.5,9156,0,0,0,7107,2049,6206,734,102,1337,777,2950,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-24,2018,7,24,1,화,0,1,0,0,0,18.5,17.5,9.5,8.5,253,2651,992,2349,0,253,243,0,0,0,10,10,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-25,2018,7,25,2,수,0,0,0,0,0,18.5,17.5,9.5,8.5,11919,2214,1313,2978,2036,9883,7199,451,290,824,3155,4720,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-26,2018,7,26,3,목,0,0,0,0,0,18.5,17.5,9.5,8.5,9523,1606,771,2506,6946,2577,7145,499,76,1038,765,2378,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-27,2018,7,27,4,금,0,0,0,0,0,18.5,17.5,9.5,8.5,9807,1793,1116,1902,7187,2620,7493,318,199,1009,788,2314,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-28,2018,7,28,5,토,1,0,0,0,0,18.5,17.5,9.5,8.5,12984,2234,2639,3232,9748,3236,9924,621,135,1608,696,3060,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-29,2018,7,29,6,일,1,0,0,0,0,18.5,17.5,9.5,8.5,13899,2796,1536,3861,10460,3439,10134,648,181,1044,1892,3765,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-30,2018,7,30,0,월,0,0,0,2,0,18.5,17.5,9.5,8.5,12660,0,0,29,9575,3085,9864,607,190,943,1056,2796,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-07-31,2018,7,31,1,화,0,1,0,0,0,18.5,17.5,9.5,8.5,197,3683,1634,3620,0,197,195,0,0,0,2,2,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-01,2018,8,1,2,수,0,0,0,0,0,18.5,17.5,9.5,8.5,11750,1647,1089,2424,8923,2827,9257,571,200,669,1053,2493,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-02,2018,8,2,3,목,0,0,0,0,0,18.5,17.5,9.5,8.5,12013,1788,1254,2675,9476,2537,9591,626,165,578,1053,2422,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-03,2018,8,3,4,금,0,0,0,0,0,18.5,17.5,9.5,8.5,12027,2188,1729,2627,9223,2804,9201,1139,216,767,704,2826,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-04,2018,8,4,5,토,1,0,0,0,0,18.5,17.5,9.5,8.5,14011,2578,2868,3721,10738,3273,11034,880,252,873,972,2977,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-05,2018,8,5,6,일,1,0,0,0,0,18.5,17.5,9.5,8.5,8147,2366,613,3204,5653,2494,6152,454,85,430,1026,1995,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-06,2018,8,6,0,월,0,0,0,3,0,18.5,17.5,9.5,8.5,7940,0,0,0,5375,2565,5085,582,139,858,1276,2855,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-07,2018,8,7,1,화,0,1,0,0,0,18.5,17.5,9.5,8.5,168,3752,835,3518,0,168,155,0,0,0,13,13,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-08,2018,8,8,2,수,0,0,0,0,0,18.5,17.5,9.5,8.5,8976,2042,521,2623,6426,2550,5969,408,115,1167,1317,3007,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-09,2018,8,9,3,목,0,0,0,0,0,18.5,17.5,9.5,8.5,8374,2167,479,2816,5377,2997,6179,309,212,448,1226,2195,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-10,2018,8,10,4,금,0,0,0,0,0,18.5,17.5,9.5,8.5,8333,2426,700,2641,5608,2725,5797,481,202,1151,702,2536,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-11,2018,8,11,5,토,1,0,0,0,0,18.5,17.5,9.5,8.5,11205,3035,834,4299,8298,2907,8780,143,124,1006,1152,2425,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-12,2018,8,12,6,일,1,0,0,0,0,18.5,17.5,9.5,8.5,10444,3171,929,3784,7175,3269,8208,519,371,505,841,2236,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-13,2018,8,13,0,월,0,0,0,3,0,18.5,17.5,9.5,8.5,9762,0,0,0,7269,2493,6535,944,546,514,1223,3227,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-14,2018,8,14,1,화,0,1,0,0,0,18.5,17.5,9.5,8.5,17,4838,849,3771,0,17,14,0,0,0,3,3,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-15,2018,8,15,2,수,0,0,0,0,1,18.5,17.5,9.5,8.5,11102,2846,661,3243,7466,3636,7436,1010,421,1072,1163,3666,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-16,2018,8,16,3,목,0,0,0,0,0,18.5,17.5,9.5,8.5,8953,2108,518,2557,6016,2937,6223,565,307,551,1307,2730,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-17,2018,8,17,4,금,0,0,0,0,0,18.5,17.5,9.5,8.5,9715,2443,814,3757,6888,2827,7731,1131,33,426,394,1984,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-18,2018,8,18,5,토,1,0,0,0,0,18.5,17.5,9.5,8.5,14045,4415,1597,5969,9682,4363,10080,1261,246,694,1764,3965,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-19,2018,8,19,6,일,1,0,0,0,0,18.5,17.5,9.5,8.5,12085,3616,1244,5143,8387,3698,8965,681,289,1525,625,3120,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-20,2018,8,20,0,월,0,0,0,3,0,18.5,17.5,9.5,8.5,9688,0,0,0,6708,2980,7407,362,194,1118,607,2281,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-21,2018,8,21,1,화,0,1,0,0,0,18.5,17.5,9.5,8.5,10,4096,1016,3545,0,10,8,0,0,0,2,2,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-22,2018,8,22,2,수,0,0,0,0,0,18.5,17.5,9.5,8.5,9502,2484,646,2855,7100,2402,6639,601,149,1538,575,2863,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-23,2018,8,23,3,목,0,0,0,0,0,18.5,17.5,9.5,8.5,7535,1324,631,1943,5685,1850,4827,274,93,663,1678,2708,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-24,2018,8,24,4,금,0,0,0,0,0,18.5,17.5,9.5,8.5,5923,989,597,1941,4442,1481,3882,333,136,1110,462,2041,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-25,2018,8,25,5,토,1,0,0,0,0,18.5,17.5,9.5,8.5,16450,4629,1714,6783,11212,5238,13164,316,157,1802,1011,3286,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-26,2018,8,26,6,일,1,0,0,0,0,18.5,17.5,9.5,8.5,11672,3851,1377,4883,8340,3332,8745,304,347,792,1484,2927,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-27,2018,8,27,0,월,0,0,0,3,0,18.5,17.5,9.5,8.5,7465,0,0,0,5695,1770,4445,730,219,1306,765,3020,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-28,2018,8,28,1,화,0,1,0,0,0,18.5,17.5,9.5,8.5,117,2646,506,2003,0,117,117,0,0,0,0,0,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-29,2018,8,29,2,수,0,0,0,0,0,18.5,17.5,9.5,8.5,7510,2755,1531,3885,0,7510,2979,452,187,1265,2627,4531,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-30,2018,8,30,3,목,0,0,0,0,0,18.5,17.5,9.5,8.5,8710,2370,760,2565,5778,2932,7000,500,216,391,603,1710,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-08-31,2018,8,31,4,금,0,0,0,0,0,18.5,17.5,9.5,8.5,9603,2515,931,3574,6378,3225,7325,647,246,491,894,2278,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-09-01,2018,9,1,5,토,1,0,0,0,0,18.0,17.0,9.0,8.0,14349,4640,1994,5884,9063,5286,11008,825,100,1909,507,3341,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-09-02,2018,9,2,6,일,1,0,0,0,0,18.0,17.0,9.0,8.0,11898,4680,1848,5166,8130,3768,9948,365,121,486,978,1950,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-09-03,2018,9,3,0,월,0,0,0,3,0,18.0,17.0,9.0,8.0,7297,0,0,0,4602,2695,4443,455,248,900,1251,2854,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-09-04,2018,9,4,1,화,0,1,0,0,0,18.0,17.0,9.0,8.0,262,5617,1404,3742,0,262,260,0,0,0,2,2,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-09-05,2018,9,5,2,수,0,0,0,0,0,18.0,17.0,9.0,8.0,12409,2994,1328,3554,5809,6600,10955,540,105,450,359,1454,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-09-06,2018,9,6,3,목,0,0,0,0,0,18.0,17.0,9.0,8.0,10044,3539,1118,4053,5364,4680,8079,204,93,819,849,1965,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-09-07,2018,9,7,4,금,0,0,0,0,0,18.0,17.0,9.0,8.0,9859,3363,1238,4809,5945,3914,7107,471,265,608,1408,2752,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-09-08,2018,9,8,5,토,1,0,0,0,0,18.0,17.0,9.0,8.0,17761,5839,2538,9900,10571,7190,14570,1085,130,802,1174,3191,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-09-09,2018,9,9,6,일,1,0,0,0,0,18.0,17.0,9.0,8.0,14289,5282,2455,7138,9481,4808,12790,584,91,394,430,1499,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-09-10,2018,9,10,0,월,0,0,0,3,0,18.0,17.0,9.0,8.0,9988,0,0,0,5831,4157,8177,633,229,513,436,1811,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-09-11,2018,9,11,1,화,0,1,0,0,0,18.0,17.0,9.0,8.0,401,5963,2069,5313,0,401,391,0,0,0,10,10,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-09-12,2018,9,12,2,수,0,0,0,0,0,18.0,17.0,9.0,8.0,13228,3601,1264,4361,5998,7230,10510,554,205,1117,842,2718,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-09-13,2018,9,13,3,목,0,0,0,0,0,18.0,17.0,9.0,8.0,13847,3763,1372,4125,6355,7492,11187,651,113,615,1281,2660,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-09-14,2018,9,14,4,금,0,0,0,0,0,18.0,17.0,9.0,8.0,11543,3935,1641,3981,6155,5388,9523,456,120,810,634,2020,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-09-15,2018,9,15,5,토,1,0,0,0,0,18.0,17.0,9.0,8.0,17668,5955,2260,7511,10612,7056,13110,1170,285,1064,2039,4558,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-09-16,2018,9,16,6,일,1,0,0,0,0,18.0,17.0,9.0,8.0,16048,4563,4637,4073,11462,4586,13566,652,114,683,1033,2482,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-09-17,2018,9,17,0,월,0,0,0,3,0,18.0,17.0,9.0,8.0,16340,0,0,0,9779,6561,14014,564,134,823,805,2326,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-09-18,2018,9,18,1,화,0,1,0,0,0,18.0,17.0,9.0,8.0,403,7025,3946,5734,0,403,378,0,0,0,25,25,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-09-19,2018,9,19,2,수,0,0,0,0,0,18.0,17.0,9.0,8.0,18327,3504,3592,3395,9350,8977,15438,1004,84,1363,438,2889,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-09-20,2018,9,20,3,목,0,0,0,0,0,18.0,17.0,9.0,8.0,13746,2015,2172,2820,6530,7216,12259,650,42,231,564,1487,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-09-21,2018,9,21,4,금,0,0,0,0,0,18.0,17.0,9.0,8.0,9917,2198,3420,3206,6232,3685,8848,138,12,562,357,1069,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-09-22,2018,9,22,5,토,1,0,0,0,0,18.0,17.0,9.0,8.0,29985,9141,7973,8952,3624,26361,19043,1516,839,2604,5983,10942,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-09-23,2018,9,23,6,일,1,0,0,0,1,18.0,17.0,9.0,8.0,33930,12585,10381,15085,3775,30155,26781,1663,1154,743,3589,7149,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-09-24,2018,9,24,0,월,0,0,0,0,1,18.0,17.0,9.0,8.0,95513,32273,21357,24912,3903,91610,73518,6326,3122,2816,9731,21995,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-09-25,2018,9,25,1,화,0,1,0,0,1,18.0,17.0,9.0,8.0,103568,45828,23388,28964,3879,99689,91667,2823,1075,1474,6529,11901,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-09-26,2018,9,26,2,수,0,0,0,0,1,18.0,17.0,9.0,8.0,77641,24709,14768,18339,3525,74116,65583,1800,687,2499,7072,12058,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-09-27,2018,9,27,3,목,0,0,0,0,0,18.0,17.0,9.0,8.0,11126,2940,3296,3675,7604,3522,10037,84,22,477,506,1089,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-09-28,2018,9,28,4,금,0,0,0,0,0,18.0,17.0,9.0,8.0,13469,3915,4995,4319,8394,5075,11676,632,69,630,462,1793,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-09-29,2018,9,29,5,토,1,0,0,0,0,18.0,17.0,9.0,8.0,21518,7001,6405,10390,13653,7865,19268,530,146,740,834,2250,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-09-30,2018,9,30,6,일,1,0,0,0,0,18.0,17.0,9.0,8.0,16268,6259,3121,7206,10167,6101,14199,379,115,704,871,2069,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-10-01,2018,10,1,0,월,0,0,0,3,0,18.0,17.0,9.0,8.0,10857,0,0,0,6552,4305,8464,336,200,833,1024,2393,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-10-02,2018,10,2,1,화,0,1,0,0,0,18.0,17.0,9.0,8.0,424,6771,2123,6507,0,424,411,0,0,0,13,13,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-10-03,2018,10,3,2,수,0,0,0,0,1,18.0,17.0,9.0,8.0,25113,9202,4288,10977,16159,8954,20480,370,127,2482,1654,4633,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-10-04,2018,10,4,3,목,0,0,0,0,0,18.0,17.0,9.0,8.0,15547,5504,1827,4831,8964,6583,12567,271,206,2167,336,2980,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-10-05,2018,10,5,4,금,0,0,0,0,0,18.0,17.0,9.0,8.0,7994,2031,522,2456,4277,3717,6380,237,75,641,661,1614,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-10-06,2018,10,6,5,토,1,0,0,0,0,18.0,17.0,9.0,8.0,9817,3936,1248,5566,6984,2833,8126,288,71,887,445,1691,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-10-07,2018,10,7,6,일,1,0,0,0,0,18.0,17.0,9.0,8.0,23240,9186,4383,9935,14635,8605,19202,642,419,1260,1717,4038,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-10-08,2018,10,8,0,월,0,0,0,3,0,18.0,17.0,9.0,8.0,19243,0,0,0,10381,8862,15769,664,442,994,1374,3474,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-10-09,2018,10,9,1,화,0,1,0,0,1,18.0,17.0,9.0,8.0,19641,9839,4665,13183,9747,9894,18479,136,113,303,610,1162,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-10-10,2018,10,10,2,수,0,0,0,0,0,18.0,17.0,9.0,8.0,14041,4353,1208,4648,5569,8472,11924,251,134,1094,638,2117,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-10-11,2018,10,11,3,목,0,0,0,0,0,18.0,17.0,9.0,8.0,17757,4817,1715,5107,6335,11422,15321,402,172,420,1442,2436,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-10-12,2018,10,12,4,금,0,0,0,0,0,18.0,17.0,9.0,8.0,16519,6073,2985,7402,8009,8510,12689,407,239,1640,1544,3830,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-10-13,2018,10,13,5,토,1,0,0,0,0,18.0,17.0,9.0,8.0,26321,10153,3873,14365,13751,12570,22723,665,358,1435,1140,3598,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-10-14,2018,10,14,6,일,1,0,0,0,0,18.0,17.0,9.0,8.0,20706,8319,3499,10469,12960,7746,18094,692,246,341,1333,2612,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-10-15,2018,10,15,0,월,0,0,0,3,0,18.0,17.0,9.0,8.0,15918,0,0,0,8796,7122,11497,771,689,1705,1256,4421,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-10-16,2018,10,16,1,화,0,1,0,0,0,18.0,17.0,9.0,8.0,177,12267,3719,6168,0,177,159,0,0,0,18,18,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-10-17,2018,10,17,2,수,0,0,0,0,0,18.0,17.0,9.0,8.0,23518,8083,2397,5104,10113,13405,19662,443,145,2194,1074,3856,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
2018-10-18,2018,10,18,3,목,0,0,0,0,0,18.0,17.0,9.0,8.0,19128,7218,2940,6039,8080,11048,16209,185,174,1133,1427,2919,2018,문화재청_궁능유적본부_4대궁_관람객_수_현황_2018년.csv
