round_id,round_label,program_idx,title_original,title_clean,title_base,place_single,program_type_clean,program_type_group,participation_type_clean,start_date,end_date,duration_days,year,month,season,has_time,start_time_first,end_time_first,duration_minutes_first,detail_url,image_url,has_reward,has_children,has_night,has_music,has_food,has_guide,has_hanbok,has_reservation_notice,has_fee_info,has_rain_notice
20,10회,455,Gyeonghoeru Pavilion Special Tour: A Time Travel to the Joseon Dynasty,Gyeonghoeru Pavilion Special Tour: A Time Travel to the Joseon Dynasty,Gyeonghoeru Pavilion Special Tour: A Time Travel to the Joseon Dynasty,경복궁,체험,참여형,사전예약,2024-05-01,2024-05-05,5,2024,5,봄,1,10:00,11:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=455&searchRound=20&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202404/91e120da34f94e7a96bfba3d632cb425_1711961539972.png,0,0,0,0,0,0,0,1,0,0
20,10회,454,2024년 제10회 궁중문화축전 개막제,제10회 궁중문화축전 개막제,제10회 궁중문화축전 개막제,경복궁,공식행사,행사형,사전예약,2024-04-26,2024-04-26,1,2024,4,봄,1,19:30,20:40,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=454&searchRound=20&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202404/87dd4f0d1292481db0dbcba6de90fb7b_1711956531564.png,1,1,1,1,1,0,1,1,1,1
20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024-04-03,2024-05-04,32,2024,4,봄,1,18:40,19:40,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=450&searchRound=20&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202403/5ca5c45749ed4acdb5460b861cb49e37_1711684094599.jpg,0,1,1,1,1,1,0,1,1,1
20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024-04-17,2024-06-24,69,2024,4,봄,1,10:00,11:40,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=449&searchRound=20&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202403/7a2a2f611ca243e4939a2bea604e799b_1711682790373.jpg,0,1,1,0,1,0,0,1,1,1
20,10회,446,고궁음악회-100인의 치세지음 治世之音,고궁음악회-100인의 치세지음 治世之音,고궁음악회-100인의 치세지음 治世之音,경복궁,공연,관람형,사전예약,2024-05-04,2024-05-05,2,2024,5,봄,1,19:30,20:20,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=446&searchRound=20&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202403/102eb4669d3c40a485284d98e712b95c_1711525766656.jpg,0,1,1,1,1,0,0,1,1,1
20,10회,445,"고궁뮤지컬-세종, 1446","고궁뮤지컬-세종, 1446","고궁뮤지컬-세종, 1446",경복궁,공연,관람형,사전예약,2024-04-28,2024-04-30,3,2024,4,봄,1,19:30,21:20,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=445&searchRound=20&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202403/6b772a603ef04865b72646a7a7365c8d_1711524869977.jpg,0,1,0,1,1,1,0,1,1,1
20,10회,435,궁중문화축전 스탬프 투어,스탬프 투어,스탬프 투어,경복궁,체험,참여형,현장참여,2024-04-27,2024-05-05,9,2024,4,봄,1,09:00,18:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=435&searchRound=20&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202403/688a1474c59747f2978f1f634085a28a_1711161606712.jpg,1,0,0,0,0,1,0,0,1,1
20,10회,436,궁중문화축전 스탬프 투어,스탬프 투어,스탬프 투어,경복궁,체험,참여형,현장참여,2024-04-27,2024-05-05,9,2024,4,봄,1,09:00,18:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=436&searchRound=20&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202403/79267a910ae147d7b28677401f644322_1711163064826.jpg,1,0,0,0,0,1,0,0,1,1
20,10회,437,궁중문화축전 스탬프 투어,스탬프 투어,스탬프 투어,경복궁,체험,참여형,현장참여,2024-04-27,2024-05-05,9,2024,4,봄,1,09:00,18:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=437&searchRound=20&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202403/6c260495a1e1496cbc50132edd601ec5_1711162988324.jpg,1,0,0,0,0,1,0,0,1,1
20,10회,438,궁중문화축전 스탬프 투어,스탬프 투어,스탬프 투어,경복궁,체험,참여형,현장참여,2024-04-27,2024-05-05,9,2024,4,봄,1,09:00,18:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=438&searchRound=20&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202403/2840a5e9eb2d43dfb6db0b83c88a6f9a_1711162950379.jpg,1,0,0,0,0,1,0,0,1,1
20,10회,439,궁중문화축전 스탬프 투어,스탬프 투어,스탬프 투어,경복궁,체험,참여형,현장참여,2024-04-27,2024-05-05,9,2024,4,봄,1,09:00,18:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=439&searchRound=20&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202403/c927b56e0e1a4271b7be6ed14482e61a_1711161806410.jpg,1,0,0,0,0,1,0,0,1,1
20,10회,440,궁중문화축전 스탬프 투어,스탬프 투어,스탬프 투어,경복궁,체험,참여형,현장참여,2024-04-27,2024-05-05,9,2024,4,봄,1,09:00,18:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=440&searchRound=20&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202403/ae972a3d9f6d47b4a71de9237a4ac7a0_1711161710099.jpg,1,0,0,0,0,1,0,0,1,1
13,9회,388,제18회 한국문화재기능인작품전,제18회 한국문화재기능인작품전,제18회 한국문화재기능인작품전,경복궁,전시,관람형,현장참여,2023-10-13,2023-10-19,7,2023,10,가을,1,09:00,21:30,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=388&searchRound=13&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202310/396022b763ee40adbacbc22ef1535b9f_1696404757639.png,0,0,1,0,0,0,0,0,0,0
13,9회,384,궁중놀이방(경복궁),궁중놀이방(경복궁),궁중놀이방(경복궁),경복궁,체험,참여형,현장참여,2023-10-13,2023-10-18,6,2023,10,가을,1,11:00,17:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=384&searchRound=13&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202310/9b9419091087483182fe5a11e2ac34e1_1696851949309.PNG,0,0,0,0,0,0,0,0,1,1
13,9회,383,궁궐일상모습재현 및 체험-왕가의 산책,궁궐일상모습재현 및 체험-왕가의 산책,궁궐일상모습재현 및 체험-왕가의 산책,경복궁,공연,관람형,현장참여,2023-10-08,2023-10-13,6,2023,10,가을,1,10:30,14:30,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=383&searchRound=13&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202310/49aaa9bfd3ec4bb59e12c042fadff2aa_1696334836932.jpg,0,0,0,1,0,1,0,1,1,1
13,9회,382,2023 국가무형유산 합동 공개행사,국가무형유산 합동 공개행사,국가무형유산 합동 공개행사,경복궁,공연,관람형,현장참여,2023-10-14,2023-10-18,5,2023,10,가을,1,15:00,14:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=382&searchRound=13&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202310/e68e36bad2a947f391e47ea1bcee14a6_1696410759424.png,0,0,0,1,0,0,0,0,0,0
13,9회,381,궁중풍류,궁중풍류,궁중풍류,경복궁,공연,관람형,현장참여,2023-10-13,2023-10-14,2,2023,10,가을,1,15:00,15:50,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=381&searchRound=13&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202310/6b907c6f5cd5479c80a8915e2864ce2e_1696851762851.PNG,0,0,0,1,1,0,0,0,0,0
13,9회,380,판소리로 듣는 궁 이야기,판소리로 듣는 궁 이야기,판소리로 듣는 궁 이야기,경복궁,공연,관람형,사전예약,2023-10-13,2023-10-14,2,2023,10,가을,1,11:00,12:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=380&searchRound=13&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202310/981f292b53084628b7c888353460cb38_1696852105519.PNG,1,1,1,1,1,0,1,1,1,1
13,9회,378,아티스트가 사랑한 궁,아티스트가 사랑한 궁,아티스트가 사랑한 궁,경복궁,공연,관람형,사전예약,2023-10-17,2023-10-18,2,2023,10,가을,1,19:00,20:10,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=378&searchRound=13&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202309/05b613fd1c264fc995ad0f11503b5828_1695278035111.jpg,0,1,1,1,1,0,0,1,1,1
13,9회,377,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2023-09-07,2023-10-21,45,2023,9,가을,1,10:00,11:40,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=377&searchRound=13&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202310/e86225f5761a4c2ca16f626c4331e1df_1696409733035.jpg,0,0,0,0,1,0,0,1,1,1
13,9회,373,2023 고궁음악회 ‘풍류에 그루브를 더하다’,고궁음악회 ‘풍류에 그루브를 더하다’,고궁음악회 ‘풍류에 그루브를 더하다’,경복궁,공연,관람형,현장참여,2023-10-13,2023-10-20,8,2023,10,가을,1,13:00,16:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=373&searchRound=13&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202309/6e5f193796d84097befb5f03c1559cda_1695283321433.jpg,0,0,0,1,0,0,0,1,1,0
13,9회,372,2023 고궁음악회 발레x수제천,고궁음악회 발레x수제천,고궁음악회 발레x수제천,경복궁,공연,관람형,사전예약,2023-10-12,2023-10-14,3,2023,10,가을,1,19:00,20:10,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=372&searchRound=13&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202309/097c1516eb194761820b9d7fa7039984_1695274497968.jpg,0,1,1,1,1,0,0,1,0,1
13,9회,351,2023 세종대왕자 태실 태봉안의식(성주군),세종대왕자 태실 태봉안의식(성주군),세종대왕자 태실 태봉안의식(성주군),경복궁,재현,관람형,현장참여,2023-05-02,2023-05-02,1,2023,5,봄,1,14:00,15:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=351&searchRound=13&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202304/87f984b355a74feba413b4e3e5c8e75d_1682259232463.jpg,0,0,0,0,0,0,0,0,0,0
13,9회,334,고궁음악회-풍류에 그루브를 더하다,고궁음악회-풍류에 그루브를 더하다,고궁음악회-풍류에 그루브를 더하다,경복궁,공연,관람형,현장참여,2023-04-29,2023-05-06,8,2023,4,봄,1,11:00,15:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=334&searchRound=13&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202304/2dde21d184344815a480a6c26be19d71_1682082400948.jpg,0,0,1,1,0,0,0,0,1,1
13,9회,327,2023년 경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2023-04-29,2023-05-07,9,2023,4,봄,1,18:40,19:40,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=327&searchRound=13&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202304/a8707fd884f84bc1a9a37a58d01adece_1681741386489.PNG,0,1,1,1,1,1,0,1,1,1
13,9회,324,2023년 경복궁 생과방 - 경복궁에서 마주한 특별한 시간,경복궁 생과방 - 경복궁에서 마주한 특별한 시간,생과방 - 경복궁에서 마주한 특별한 시간,경복궁,체험,참여형,사전예약,2023-04-28,2023-05-07,10,2023,4,봄,1,10:00,11:40,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=324&searchRound=13&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202304/499f77fb62164b83b28d4ce905d9fe06_1681740827603.PNG,1,1,1,0,1,0,0,1,0,1
13,9회,322,2023년 궁중문화축전 개막제,개막제,개막제,경복궁,공식행사,행사형,사전예약,2023-04-28,2023-04-28,1,2023,4,봄,1,19:30,21:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=322&searchRound=13&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202304/d0ca3fbba8fc4413beab1516e2ea3358_1681711860440.JPG,0,1,0,1,1,0,0,1,1,1
13,9회,321,궁중문화축전X신비아파트 프로모션,X신비아파트 프로모션,X신비아파트 프로모션,경복궁,체험,참여형,현장참여,2023-04-29,2023-05-07,9,2023,4,봄,1,10:00,18:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=321&searchRound=13&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202304/3f4fcb5bc1da4675bf94d550895f45b3_1681479376660.png,0,1,0,0,0,0,0,0,0,1
13,9회,318,궁중풍류,궁중풍류,궁중풍류,경복궁,공연,관람형,현장참여,2023-05-03,2023-05-07,5,2023,5,봄,1,11:00,15:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=318&searchRound=13&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202304/426aafc57a374d6393421d0d2706ebf5_1680603982211.jpg,0,0,1,1,1,0,0,0,0,1
13,9회,313,궁궐 퍼레이드-경복궁,궁궐 퍼레이드-경복궁,궁궐 퍼레이드,경복궁,공연,관람형,현장참여,2023-04-29,2023-04-29,1,2023,4,봄,1,11:00,14:30,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=313&searchRound=13&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202304/3d1c6c6556374666b8b44212c2fff331_1680832968886.JPG,0,1,0,1,0,0,0,0,0,1
13,9회,312,어린이 궁중문화축전,어린이 궁중문화축전,어린이 궁중문화축전,경복궁,체험,참여형,사전예약,2023-05-05,2023-05-07,3,2023,5,봄,1,11:00,17:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=312&searchRound=13&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202304/dd740c2bf68445c0a828ae37600a9f64_1680601551598.jpg,1,1,0,1,0,0,0,1,0,1
13,9회,311,고궁뮤지컬-세종 1446,고궁뮤지컬-세종 1446,고궁뮤지컬-세종 1446,경복궁,공연,관람형,사전예약,2023-04-29,2023-05-02,4,2023,4,봄,1,19:30,21:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=311&searchRound=13&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202304/980287b6886a409abc5c2f33a67723de_1680600040937.jpg,0,1,0,1,1,0,0,1,1,1
13,9회,385,궁중놀이방(창경궁),궁중놀이방(창경궁),궁중놀이방(창경궁),경복궁,체험,참여형,현장참여,2023-10-13,2023-10-18,6,2023,10,가을,1,11:00,17:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=385&searchRound=13&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202310/d50cd4283441498baea2a540894b4356_1696335281352.png,0,0,0,0,0,0,0,0,1,1
9,8회,307,모두의 한복 (국가무형문화재 ‘한복생활’ 지정 기념행사),모두의 한복 (국가무형문화재 ‘한복생활’ 지정 기념행사),모두의 한복 (국가무형문화재 ‘한복생활’ 지정 기념행사),경복궁,공식행사,행사형,현장참여,2022-10-01,2022-10-01,1,2022,10,가을,1,15:00,16:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=307&searchRound=9&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202210/68998a5379c643f58ee885dc3b22b0b9_1664596908850.jpg,0,1,0,0,0,0,1,0,0,0
9,8회,306,2022년 세종학당 집현전 한국어 교실,세종학당 집현전 한국어 교실,세종학당 집현전 한국어 교실,경복궁,체험,참여형,사전예약,2022-10-07,2022-10-21,15,2022,10,가을,1,14:00,16:30,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=306&searchRound=9&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202209/af470535ddc24d13b1fa1989c08520f8_1664441439617.jpg,0,0,0,0,0,0,0,1,0,0
9,8회,304,만들어보자궁(宮),만들어보자궁(宮),만들어보자궁(宮),경복궁,체험,참여형,현장참여,2022-10-01,2022-10-09,9,2022,10,가을,1,10:00,20:30,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=304&searchRound=9&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr,0,1,0,0,0,0,0,0,0,0
9,8회,302,무형문화재 이수자 지원 공연,무형문화재 이수자 지원 공연,무형문화재 이수자 지원 공연,경복궁,공연,관람형,현장참여,2022-10-05,2022-10-06,2,2022,10,가을,1,16:00,17:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=302&searchRound=9&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr,0,0,0,1,0,0,0,0,0,0
9,8회,301,위대한 유산,위대한 유산,위대한 유산,경복궁,공연,관람형,현장참여,2022-10-02,2022-10-09,8,2022,10,가을,1,12:00,16:30,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=301&searchRound=9&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202209/9a0f0c23fede49d5862abaf742fee0dc_1664351542539.jpg,0,0,0,1,0,0,0,0,0,0
9,8회,299,"오, 케이 탈춤","오, 케이 탈춤","오, 케이 탈춤",경복궁,공연,관람형,현장참여,2022-10-07,2022-10-09,3,2022,10,가을,1,15:00,11:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=299&searchRound=9&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202209/01c5995f46ab4395a5f245a10e561f5c_1664205211783.jpg,0,0,0,1,0,0,0,0,0,0
9,8회,297,청각장애인 대상 맞춤형 관람행사,청각장애인 대상 맞춤형 관람행사,청각장애인 대상 맞춤형 관람행사,경복궁,체험,참여형,현장참여,2022-10-08,2022-10-08,1,2022,10,가을,1,13:00,17:30,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=297&searchRound=9&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202209/4698b936ed9b4a9dae7dff6e40a6cf49_1663349799059.PNG,0,1,0,0,0,1,0,0,0,0
9,8회,293,고궁책방(고궁책방-고종의 초대),고궁책방(고궁책방-고종의 초대),고궁책방(고궁책방-고종의 초대),경복궁,체험,참여형,사전예약,2022-10-01,2022-10-10,10,2022,10,가을,1,10:00,16:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=293&searchRound=9&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202209/8cb4d7397dd3424bb7d3dd9da75fef29_1663231643052.jpg,1,1,0,1,1,0,0,1,1,1
9,8회,292,수라간 시식공감,수라간 시식공감,수라간 시식공감,경복궁,체험,참여형,사전예약,2022-10-01,2022-10-16,16,2022,10,가을,1,18:00,21:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=292&searchRound=9&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202209/ded646b429f249c8b1d4e9e9ec93660b_1662393822067.jpg,0,0,1,1,1,0,0,1,1,1
9,8회,291,아티스트가 사랑한 궁(경회루 특별관람 연계),아티스트가 사랑한 궁(경회루 특별관람 연계),아티스트가 사랑한 궁(경회루 특별관람 연계),경복궁,공연,관람형,사전예약,2022-10-01,2022-10-09,9,2022,10,가을,1,10:00,16:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=291&searchRound=9&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202209/84e5b44ae7e94a7888051899686d82c6_1662392516481.jpg,1,1,0,1,1,1,0,1,1,0
9,8회,290,고궁음악회 - 발레x수제천,고궁음악회 - 발레x수제천,고궁음악회 - 발레x수제천,경복궁,공연,관람형,사전예약,2022-10-01,2022-10-02,2,2022,10,가을,1,19:00,20:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=290&searchRound=9&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202209/6bf543f2d5aa4bb98b43aa15f33f8ce4_1663347196990.PNG,0,0,0,1,1,0,0,1,0,1
9,8회,288,어린이 궁중문화축전,어린이 궁중문화축전,어린이 궁중문화축전,경복궁,체험,참여형,현장참여,2022-10-01,2022-10-03,3,2022,10,가을,1,10:00,17:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=288&searchRound=9&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202210/73a9b858b54b4602aa410e93debf6c9a_1664684551944.jpg,1,1,0,0,0,0,0,1,1,0
9,8회,287,정오의 궁산책,정오의 궁산책,정오의 궁산책,경복궁,공식행사,행사형,현장참여,2022-10-04,2022-10-07,4,2022,10,가을,1,12:00,13:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=287&searchRound=9&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202209/91600173f5f6446e92e53efef3ad1252_1662352205068.jpg,0,0,0,1,0,1,0,0,0,0
9,8회,284,사방신을 찾아라,사방신을 찾아라,사방신을 찾아라,경복궁,체험,참여형,현장참여,2022-10-01,2022-10-09,9,2022,10,가을,1,11:00,16:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=284&searchRound=9&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202209/76546e97e26f48bb94525c8e1db45448_1662351217355.jpg,1,0,0,0,0,0,0,0,0,0
9,8회,283,궁중놀이방,궁중놀이방,궁중놀이방,경복궁,체험,참여형,현장참여,2022-10-01,2022-10-09,9,2022,10,가을,1,10:00,17:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=283&searchRound=9&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202210/17ca20cceb314524b7529c1c50454579_1664686209732.jpg,0,0,0,0,0,0,0,0,1,0
9,8회,274,"심쿵쉼궁 - 궁을 읽다, 보다, 느끼다","심쿵쉼궁 - 궁을 읽다, 보다, 느끼다","심쿵쉼궁 - 궁을 읽다, 보다, 느끼다",경복궁,공식행사,행사형,현장참여,2022-10-01,2022-10-09,9,2022,10,가을,1,10:00,17:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=274&searchRound=9&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202209/9db37e77da0643aa84268f2c85447632_1662347180028.jpg,0,0,0,0,0,0,0,0,0,1
9,8회,272,천하제일 쌍륙대전,천하제일 쌍륙대전,천하제일 쌍륙대전,경복궁,체험,참여형,사전예약,2022-10-08,2022-10-09,2,2022,10,가을,1,13:00,17:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=272&searchRound=9&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202209/d484f966b1244b5c833416bcb4f0389b_1662343627892.jpg,0,0,0,0,0,0,0,1,0,0
9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022-05-04,2022-10-31,181,2022,5,봄,1,10:00,17:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=268&searchRound=9&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202205/9f85e29fefcd4f6e8df5b6a05295876e_1652860266841.png,0,0,0,0,0,0,0,0,0,0
9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022-01-01,2022-12-31,365,2022,1,기타,1,10:00,14:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=208&searchRound=9&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202205/416afaf7c7384a60aacb999ee04b5689_1651901894982.jpg,0,0,0,0,1,0,0,0,0,1
9,8회,206,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2022-09-07,2022-10-20,44,2022,9,가을,1,10:00,15:30,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=206&searchRound=9&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202205/b68623af51a74d679895bdac41f6dd9d_1651901854541.jpg,0,0,0,0,1,0,0,1,1,1
