round_id,round_label,program_idx,title_original,title_clean,title_base,place_single,program_type_clean,program_type_group,participation_type_clean,start_date,end_date,duration_days,year,month,season,has_time,start_time_first,end_time_first,duration_minutes_first,detail_url,image_url,has_reward,has_children,has_night,has_music,has_food,has_guide,has_hanbok,has_reservation_notice,has_fee_info,has_rain_notice
8,7회,228,"궁, 기록보관소","궁, 기록보관소","궁, 기록보관소",경복궁,전시,관람형,현장참여,2021-10-16,2021-10-24,9,2021,10,가을,1,10:00,18:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=228&searchRound=8&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202109/6715dc33125c49cc8c24233433866bd9_1632195315275.png,0,0,1,0,1,0,0,0,1,0
8,7회,227,궁으로 온 팔도강산 - 대동예(藝)지도,궁으로 온 팔도강산 - 대동예(藝)지도,궁으로 온 팔도강산 - 대동예(藝)지도,경복궁,전시,관람형,사전예약,2021-10-16,2021-10-24,9,2021,10,가을,1,10:00,18:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=227&searchRound=8&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202110/6ae80d43830e426aba66259c4145e9a7_1633247547685.png,1,0,1,0,1,0,0,1,1,1
7,6회,191,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,현장참여,2020-10-10,2020-11-16,38,2020,10,가을,1,10:00,17:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=191&searchRound=7&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/program/1ovo020201018114956693.png,0,0,0,0,1,0,0,0,1,1
7,6회,188,천상풍류,천상풍류,천상풍류,경복궁,공연,관람형,현장참여,2020-10-18,2020-10-18,1,2020,10,가을,1,19:30,21:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=188&searchRound=7&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/program/3vsl420201018130834051.png,0,0,1,1,1,0,0,1,0,1
7,6회,187,"고궁사진전 ‘궁을 걷다, 멋을 입다’","고궁사진전 ‘궁을 걷다, 멋을 입다’","고궁사진전 ‘궁을 걷다, 멋을 입다’",경복궁,전시,관람형,현장참여,2020-10-10,2020-10-18,9,2020,10,가을,1,09:00,21:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=187&searchRound=7&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/program/ckgn620201013144642501.png,0,0,1,0,1,0,1,0,0,1
7,6회,179,궁궐캐릭터공모전 전시,궁궐캐릭터공모전 전시,궁궐캐릭터공모전 전시,경복궁,전시,관람형,현장참여,2020-10-10,2020-10-18,9,2020,10,가을,1,09:00,21:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=179&searchRound=7&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/program/0bqk220201016081904252.png,0,0,0,0,0,0,0,0,0,0
6,5회,83,경복궁 고궁음악회 - 영추문 대동놀이,경복궁 고궁음악회 - 영추문 대동놀이,고궁음악회 - 영추문 대동놀이,경복궁,공연,관람형,현장참여,2019-04-27,2019-05-05,9,2019,4,봄,1,16:00,16:40,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=83&searchRound=6&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/program/bceb720190130221136003.jpg,0,1,0,1,1,0,0,0,0,1
6,5회,80,궁궐 호위군 사열의식 첩종,궁궐 호위군 사열의식 첩종,궁궐 호위군 사열의식 첩종,경복궁,재현,관람형,현장참여,2019-05-04,2019-05-05,2,2019,5,봄,1,11:00,14:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=80&searchRound=6&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/program/bceb720190130220952555.JPG,0,0,0,0,0,0,0,0,0,0
6,5회,78,고궁사진전 ？ 꽃 피는 궁궐의 추억,고궁사진전 ？ 꽃 피는 궁궐의 추억,고궁사진전 ？ 꽃 피는 궁궐의 추억,경복궁,전시,관람형,현장참여,2019-04-27,2019-05-05,9,2019,4,봄,1,09:00,21:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=78&searchRound=6&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/program/bceb720190130220716655.jpg,0,0,1,0,0,0,1,0,0,0
6,5회,75,경회루 판타지 - 화룡지몽,경회루 판타지 - 화룡지몽,경회루 판타지 - 화룡지몽,경복궁,공연,관람형,현장참여,2019-04-28,2019-05-04,7,2019,4,봄,1,20:00,21:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=75&searchRound=6&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/program/2nek120190408174602077.jpg,0,0,1,1,0,0,0,0,0,0
6,5회,74,광화문 新 산대놀이,광화문 新 산대놀이,광화문 新 산대놀이,경복궁,공식행사,행사형,현장참여,2019-04-28,2019-04-28,1,2019,4,봄,1,15:00,17:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=74&searchRound=6&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/program/bceb720190130220438270.JPG,0,0,0,0,1,0,0,0,0,0
5,4회,1,개막제,개막제,개막제,경복궁,공식행사,행사형,현장참여,2018-04-28,2018-04-28,1,2018,4,봄,1,19:30,19:30,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=1&searchRound=5&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/program/Program_0201804309202894691082.jpg,0,0,0,0,0,0,0,1,0,0
2,1회,416,다례체험 '궁궐에 스며든 차의 향기',다례체험 '궁궐에 스며든 차의 향기',다례체험 '궁궐에 스며든 차의 향기',경복궁,체험,참여형,사전예약,2015-05-03,2015-05-10,8,2015,5,봄,1,13:00,15:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=416&searchRound=2&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202401/3bbac8bb8fe14d938925d6acdd87e773_1705557110704.jpg,0,0,0,0,1,0,0,1,0,1
2,1회,415,소주방의 일상재현,소주방의 일상재현,소주방의 일상재현,경복궁,체험,참여형,사전예약,2015-05-04,2015-05-10,7,2015,5,봄,1,10:00,11:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=415&searchRound=2&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202401/29643bf7c1594c768e1edb20f3f629a7_1705305854750.jpg,0,0,0,0,1,0,1,1,0,1
2,1회,414,궁중복식체험,궁중복식체험,궁중복식체험,경복궁,체험,참여형,현장참여,2015-05-02,2015-05-10,9,2015,5,봄,1,09:00,18:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=414&searchRound=2&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202401/79d6afa5dc4e49fa926df5ab243f5528_1705303745797.jpg,0,1,0,0,0,0,0,1,0,0
2,1회,413,궁궐 호위군 사열의식 “첩종”,궁궐 호위군 사열의식 “첩종”,궁궐 호위군 사열의식 “첩종”,경복궁,재현,관람형,현장참여,2015-05-03,2015-05-10,8,2015,5,봄,1,11:00,14:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=413&searchRound=2&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202401/5ea9626fb1c646609e81e095e0337c25_1705303054999.jpg,0,0,0,0,0,0,0,0,0,0
2,1회,412,용비어천가 “하늘이 열리다”,용비어천가 “하늘이 열리다”,용비어천가 “하늘이 열리다”,경복궁,공연,관람형,현장참여,2015-05-02,2015-05-10,9,2015,5,봄,1,20:00,21:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=412&searchRound=2&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202401/4eb3cde339a545458ca14ce203561fda_1705301975789.jpg,0,0,0,1,0,0,0,0,0,1
2,1회,411,"미디어 파사드 “궁, 빛으로 태어나다”","미디어 파사드 “궁, 빛으로 태어나다”","미디어 파사드 “궁, 빛으로 태어나다”",경복궁,전시,관람형,현장참여,2015-05-02,2015-05-10,9,2015,5,봄,1,21:00,21:30,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=411&searchRound=2&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202401/c1725815afde4505ab3479520956d1af_1705301193626.jpg,0,0,0,0,0,0,0,0,0,0
2,1회,410,소주방 개관식,소주방 개관식,소주방 개관식,경복궁,공식행사,행사형,현장참여,2015-05-02,2015-05-02,1,2015,5,봄,1,14:00,14:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=410&searchRound=2&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202401/a6bf79fd67294e0dbbe18760153fdfac_1705300422472.jpg,0,0,0,1,1,0,0,0,0,0
2,1회,409,전야제 “좋은 날”(Good-Day!),전야제 “좋은 날”(Good-Day!),전야제 “좋은 날”(Good-Day!),경복궁,공식행사,행사형,현장참여,2015-05-01,2015-05-01,1,2015,5,봄,1,20:00,21:00,,https://www.kh.or.kr/program/view/menu/1292?viewType=ach&idx=409&searchRound=2&searchStTime=&searchEnTime=&searchField=homeAll&searchText=,https://www.kh.or.kr/jnrepo/upload/jnPrgFestivalProgram/202401/e228142f4e4d4b9a87a4358ede02d0cd_1705298465903.jpg,0,0,0,1,0,0,0,0,0,1
