date,round_id,round_label,program_idx,title_original,title_clean,title_base,place_single,program_type_clean,program_type_group,participation_type_clean,year,month,day,weekday,weekday_kr,is_weekend,season,has_time,start_time_first,end_time_first,duration_minutes_first,has_reward,has_children,has_night,has_music,has_food,has_guide,has_hanbok,has_reservation_notice,has_fee_info,has_rain_notice
2022-10-03,9,8회,274,"심쿵쉼궁 - 궁을 읽다, 보다, 느끼다","심쿵쉼궁 - 궁을 읽다, 보다, 느끼다","심쿵쉼궁 - 궁을 읽다, 보다, 느끼다",경복궁,공식행사,행사형,현장참여,2022,10,3,Monday,월,0,가을,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,1
2022-10-04,9,8회,274,"심쿵쉼궁 - 궁을 읽다, 보다, 느끼다","심쿵쉼궁 - 궁을 읽다, 보다, 느끼다","심쿵쉼궁 - 궁을 읽다, 보다, 느끼다",경복궁,공식행사,행사형,현장참여,2022,10,4,Tuesday,화,0,가을,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,1
2022-10-05,9,8회,274,"심쿵쉼궁 - 궁을 읽다, 보다, 느끼다","심쿵쉼궁 - 궁을 읽다, 보다, 느끼다","심쿵쉼궁 - 궁을 읽다, 보다, 느끼다",경복궁,공식행사,행사형,현장참여,2022,10,5,Wednesday,수,0,가을,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,1
2022-10-06,9,8회,274,"심쿵쉼궁 - 궁을 읽다, 보다, 느끼다","심쿵쉼궁 - 궁을 읽다, 보다, 느끼다","심쿵쉼궁 - 궁을 읽다, 보다, 느끼다",경복궁,공식행사,행사형,현장참여,2022,10,6,Thursday,목,0,가을,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,1
2022-10-07,9,8회,274,"심쿵쉼궁 - 궁을 읽다, 보다, 느끼다","심쿵쉼궁 - 궁을 읽다, 보다, 느끼다","심쿵쉼궁 - 궁을 읽다, 보다, 느끼다",경복궁,공식행사,행사형,현장참여,2022,10,7,Friday,금,0,가을,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,1
2022-10-08,9,8회,274,"심쿵쉼궁 - 궁을 읽다, 보다, 느끼다","심쿵쉼궁 - 궁을 읽다, 보다, 느끼다","심쿵쉼궁 - 궁을 읽다, 보다, 느끼다",경복궁,공식행사,행사형,현장참여,2022,10,8,Saturday,토,1,가을,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,1
2022-10-09,9,8회,274,"심쿵쉼궁 - 궁을 읽다, 보다, 느끼다","심쿵쉼궁 - 궁을 읽다, 보다, 느끼다","심쿵쉼궁 - 궁을 읽다, 보다, 느끼다",경복궁,공식행사,행사형,현장참여,2022,10,9,Sunday,일,1,가을,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,1
2022-10-08,9,8회,272,천하제일 쌍륙대전,천하제일 쌍륙대전,천하제일 쌍륙대전,경복궁,체험,참여형,사전예약,2022,10,8,Saturday,토,1,가을,1,13:00,17:00,,0,0,0,0,0,0,0,1,0,0
2022-10-09,9,8회,272,천하제일 쌍륙대전,천하제일 쌍륙대전,천하제일 쌍륙대전,경복궁,체험,참여형,사전예약,2022,10,9,Sunday,일,1,가을,1,13:00,17:00,,0,0,0,0,0,0,0,1,0,0
2022-05-04,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,5,4,Wednesday,수,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-05-05,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,5,5,Thursday,목,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-05-06,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,5,6,Friday,금,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-05-07,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,5,7,Saturday,토,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-05-08,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,5,8,Sunday,일,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-05-09,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,5,9,Monday,월,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-05-10,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,5,10,Tuesday,화,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-05-11,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,5,11,Wednesday,수,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-05-12,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,5,12,Thursday,목,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-05-13,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,5,13,Friday,금,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-05-14,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,5,14,Saturday,토,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-05-15,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,5,15,Sunday,일,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-05-16,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,5,16,Monday,월,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-05-17,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,5,17,Tuesday,화,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-05-18,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,5,18,Wednesday,수,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-05-19,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,5,19,Thursday,목,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-05-20,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,5,20,Friday,금,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-05-21,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,5,21,Saturday,토,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-05-22,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,5,22,Sunday,일,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-05-23,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,5,23,Monday,월,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-05-24,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,5,24,Tuesday,화,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-05-25,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,5,25,Wednesday,수,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-05-26,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,5,26,Thursday,목,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-05-27,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,5,27,Friday,금,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-05-28,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,5,28,Saturday,토,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-05-29,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,5,29,Sunday,일,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-05-30,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,5,30,Monday,월,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-05-31,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,5,31,Tuesday,화,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-06-01,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,6,1,Wednesday,수,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-06-02,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,6,2,Thursday,목,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-06-03,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,6,3,Friday,금,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-06-04,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,6,4,Saturday,토,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-06-05,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,6,5,Sunday,일,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-06-06,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,6,6,Monday,월,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-06-07,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,6,7,Tuesday,화,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-06-08,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,6,8,Wednesday,수,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-06-09,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,6,9,Thursday,목,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-06-10,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,6,10,Friday,금,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-06-11,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,6,11,Saturday,토,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-06-12,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,6,12,Sunday,일,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-06-13,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,6,13,Monday,월,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-06-14,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,6,14,Tuesday,화,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-06-15,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,6,15,Wednesday,수,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-06-16,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,6,16,Thursday,목,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-06-17,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,6,17,Friday,금,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-06-18,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,6,18,Saturday,토,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-06-19,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,6,19,Sunday,일,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-06-20,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,6,20,Monday,월,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-06-21,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,6,21,Tuesday,화,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-06-22,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,6,22,Wednesday,수,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-06-23,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,6,23,Thursday,목,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-06-24,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,6,24,Friday,금,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-06-25,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,6,25,Saturday,토,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-06-26,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,6,26,Sunday,일,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-06-27,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,6,27,Monday,월,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-06-28,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,6,28,Tuesday,화,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-06-29,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,6,29,Wednesday,수,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-06-30,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,6,30,Thursday,목,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-01,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,1,Friday,금,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-02,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,2,Saturday,토,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-03,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,3,Sunday,일,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-04,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,4,Monday,월,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-05,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,5,Tuesday,화,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-06,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,6,Wednesday,수,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-07,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,7,Thursday,목,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-08,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,8,Friday,금,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-09,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,9,Saturday,토,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-10,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,10,Sunday,일,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-11,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,11,Monday,월,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-12,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,12,Tuesday,화,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-13,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,13,Wednesday,수,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-14,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,14,Thursday,목,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-15,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,15,Friday,금,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-16,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,16,Saturday,토,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-17,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,17,Sunday,일,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-18,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,18,Monday,월,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-19,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,19,Tuesday,화,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-20,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,20,Wednesday,수,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-21,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,21,Thursday,목,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-22,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,22,Friday,금,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-23,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,23,Saturday,토,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-24,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,24,Sunday,일,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-25,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,25,Monday,월,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-26,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,26,Tuesday,화,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-27,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,27,Wednesday,수,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-28,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,28,Thursday,목,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-29,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,29,Friday,금,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-30,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,30,Saturday,토,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-07-31,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,7,31,Sunday,일,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-08-01,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,8,1,Monday,월,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-08-02,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,8,2,Tuesday,화,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-08-03,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,8,3,Wednesday,수,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-08-04,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,8,4,Thursday,목,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-08-05,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,8,5,Friday,금,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-08-06,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,8,6,Saturday,토,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-08-07,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,8,7,Sunday,일,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-08-08,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,8,8,Monday,월,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-08-09,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,8,9,Tuesday,화,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-08-10,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,8,10,Wednesday,수,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-08-11,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,8,11,Thursday,목,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-08-12,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,8,12,Friday,금,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-08-13,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,8,13,Saturday,토,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-08-14,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,8,14,Sunday,일,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-08-15,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,8,15,Monday,월,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-08-16,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,8,16,Tuesday,화,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-08-17,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,8,17,Wednesday,수,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-08-18,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,8,18,Thursday,목,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-08-19,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,8,19,Friday,금,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-08-20,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,8,20,Saturday,토,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-08-21,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,8,21,Sunday,일,1,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-08-22,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,8,22,Monday,월,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-08-23,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,8,23,Tuesday,화,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
2022-08-24,9,8회,268,경복궁 타임스코프,경복궁 타임스코프,타임스코프,경복궁,체험,참여형,현장참여,2022,8,24,Wednesday,수,0,봄,1,10:00,17:00,,0,0,0,0,0,0,0,0,0,0
