date,round_id,round_label,program_idx,title_original,title_clean,title_base,place_single,program_type_clean,program_type_group,participation_type_clean,year,month,day,weekday,weekday_kr,is_weekend,season,has_time,start_time_first,end_time_first,duration_minutes_first,has_reward,has_children,has_night,has_music,has_food,has_guide,has_hanbok,has_reservation_notice,has_fee_info,has_rain_notice
2024-05-01,20,10회,459,"시간여행, 세종-궁중새내기","시간여행, 세종-궁중새내기","시간여행, 세종-궁중새내기",경복궁,체험,참여형,사전예약,2024,5,1,Wednesday,수,0,봄,1,10:30,14:30,,1,1,0,1,1,0,0,1,1,1
2024-05-02,20,10회,459,"시간여행, 세종-궁중새내기","시간여행, 세종-궁중새내기","시간여행, 세종-궁중새내기",경복궁,체험,참여형,사전예약,2024,5,2,Thursday,목,0,봄,1,10:30,14:30,,1,1,0,1,1,0,0,1,1,1
2024-05-03,20,10회,459,"시간여행, 세종-궁중새내기","시간여행, 세종-궁중새내기","시간여행, 세종-궁중새내기",경복궁,체험,참여형,사전예약,2024,5,3,Friday,금,0,봄,1,10:30,14:30,,1,1,0,1,1,0,0,1,1,1
2024-05-04,20,10회,459,"시간여행, 세종-궁중새내기","시간여행, 세종-궁중새내기","시간여행, 세종-궁중새내기",경복궁,체험,참여형,사전예약,2024,5,4,Saturday,토,1,봄,1,10:30,14:30,,1,1,0,1,1,0,0,1,1,1
2024-05-05,20,10회,459,"시간여행, 세종-궁중새내기","시간여행, 세종-궁중새내기","시간여행, 세종-궁중새내기",경복궁,체험,참여형,사전예약,2024,5,5,Sunday,일,1,봄,1,10:30,14:30,,1,1,0,1,1,0,0,1,1,1
2024-05-01,20,10회,455,Gyeonghoeru Pavilion Special Tour: A Time Travel to the Joseon Dynasty,Gyeonghoeru Pavilion Special Tour: A Time Travel to the Joseon Dynasty,Gyeonghoeru Pavilion Special Tour: A Time Travel to the Joseon Dynasty,경복궁,체험,참여형,사전예약,2024,5,1,Wednesday,수,0,봄,1,10:00,11:00,,0,0,0,0,0,0,0,1,0,0
2024-05-02,20,10회,455,Gyeonghoeru Pavilion Special Tour: A Time Travel to the Joseon Dynasty,Gyeonghoeru Pavilion Special Tour: A Time Travel to the Joseon Dynasty,Gyeonghoeru Pavilion Special Tour: A Time Travel to the Joseon Dynasty,경복궁,체험,참여형,사전예약,2024,5,2,Thursday,목,0,봄,1,10:00,11:00,,0,0,0,0,0,0,0,1,0,0
2024-05-03,20,10회,455,Gyeonghoeru Pavilion Special Tour: A Time Travel to the Joseon Dynasty,Gyeonghoeru Pavilion Special Tour: A Time Travel to the Joseon Dynasty,Gyeonghoeru Pavilion Special Tour: A Time Travel to the Joseon Dynasty,경복궁,체험,참여형,사전예약,2024,5,3,Friday,금,0,봄,1,10:00,11:00,,0,0,0,0,0,0,0,1,0,0
2024-05-04,20,10회,455,Gyeonghoeru Pavilion Special Tour: A Time Travel to the Joseon Dynasty,Gyeonghoeru Pavilion Special Tour: A Time Travel to the Joseon Dynasty,Gyeonghoeru Pavilion Special Tour: A Time Travel to the Joseon Dynasty,경복궁,체험,참여형,사전예약,2024,5,4,Saturday,토,1,봄,1,10:00,11:00,,0,0,0,0,0,0,0,1,0,0
2024-05-05,20,10회,455,Gyeonghoeru Pavilion Special Tour: A Time Travel to the Joseon Dynasty,Gyeonghoeru Pavilion Special Tour: A Time Travel to the Joseon Dynasty,Gyeonghoeru Pavilion Special Tour: A Time Travel to the Joseon Dynasty,경복궁,체험,참여형,사전예약,2024,5,5,Sunday,일,1,봄,1,10:00,11:00,,0,0,0,0,0,0,0,1,0,0
2024-04-26,20,10회,454,2024년 제10회 궁중문화축전 개막제,제10회 궁중문화축전 개막제,제10회 궁중문화축전 개막제,경복궁,공식행사,행사형,사전예약,2024,4,26,Friday,금,0,봄,1,19:30,20:40,,1,1,1,1,1,0,1,1,1,1
2024-04-03,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,4,3,Wednesday,수,0,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-04-04,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,4,4,Thursday,목,0,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-04-05,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,4,5,Friday,금,0,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-04-06,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,4,6,Saturday,토,1,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-04-07,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,4,7,Sunday,일,1,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-04-08,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,4,8,Monday,월,0,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-04-09,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,4,9,Tuesday,화,0,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-04-10,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,4,10,Wednesday,수,0,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-04-11,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,4,11,Thursday,목,0,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-04-12,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,4,12,Friday,금,0,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-04-13,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,4,13,Saturday,토,1,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-04-14,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,4,14,Sunday,일,1,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-04-15,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,4,15,Monday,월,0,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-04-16,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,4,16,Tuesday,화,0,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-04-17,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,4,17,Wednesday,수,0,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-04-18,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,4,18,Thursday,목,0,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-04-19,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,4,19,Friday,금,0,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-04-20,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,4,20,Saturday,토,1,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-04-21,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,4,21,Sunday,일,1,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-04-22,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,4,22,Monday,월,0,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-04-23,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,4,23,Tuesday,화,0,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-04-24,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,4,24,Wednesday,수,0,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-04-25,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,4,25,Thursday,목,0,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-04-26,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,4,26,Friday,금,0,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-04-27,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,4,27,Saturday,토,1,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-04-28,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,4,28,Sunday,일,1,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-04-29,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,4,29,Monday,월,0,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-04-30,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,4,30,Tuesday,화,0,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-05-01,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,5,1,Wednesday,수,0,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-05-02,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,5,2,Thursday,목,0,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-05-03,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,5,3,Friday,금,0,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-05-04,20,10회,450,경복궁 별빛야행,경복궁 별빛야행,별빛야행,경복궁,체험,참여형,사전예약,2024,5,4,Saturday,토,1,봄,1,18:40,19:40,,0,1,1,1,1,1,0,1,1,1
2024-04-17,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,4,17,Wednesday,수,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-04-18,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,4,18,Thursday,목,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-04-19,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,4,19,Friday,금,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-04-20,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,4,20,Saturday,토,1,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-04-21,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,4,21,Sunday,일,1,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-04-22,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,4,22,Monday,월,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-04-23,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,4,23,Tuesday,화,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-04-24,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,4,24,Wednesday,수,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-04-25,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,4,25,Thursday,목,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-04-26,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,4,26,Friday,금,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-04-27,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,4,27,Saturday,토,1,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-04-28,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,4,28,Sunday,일,1,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-04-29,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,4,29,Monday,월,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-04-30,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,4,30,Tuesday,화,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-01,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,1,Wednesday,수,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-02,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,2,Thursday,목,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-03,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,3,Friday,금,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-04,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,4,Saturday,토,1,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-05,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,5,Sunday,일,1,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-06,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,6,Monday,월,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-07,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,7,Tuesday,화,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-08,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,8,Wednesday,수,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-09,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,9,Thursday,목,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-10,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,10,Friday,금,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-11,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,11,Saturday,토,1,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-12,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,12,Sunday,일,1,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-13,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,13,Monday,월,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-14,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,14,Tuesday,화,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-15,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,15,Wednesday,수,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-16,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,16,Thursday,목,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-17,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,17,Friday,금,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-18,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,18,Saturday,토,1,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-19,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,19,Sunday,일,1,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-20,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,20,Monday,월,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-21,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,21,Tuesday,화,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-22,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,22,Wednesday,수,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-23,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,23,Thursday,목,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-24,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,24,Friday,금,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-25,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,25,Saturday,토,1,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-26,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,26,Sunday,일,1,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-27,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,27,Monday,월,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-28,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,28,Tuesday,화,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-29,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,29,Wednesday,수,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-30,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,30,Thursday,목,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-31,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,5,31,Friday,금,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-06-01,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,6,1,Saturday,토,1,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-06-02,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,6,2,Sunday,일,1,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-06-03,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,6,3,Monday,월,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-06-04,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,6,4,Tuesday,화,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-06-05,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,6,5,Wednesday,수,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-06-06,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,6,6,Thursday,목,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-06-07,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,6,7,Friday,금,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-06-08,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,6,8,Saturday,토,1,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-06-09,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,6,9,Sunday,일,1,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-06-10,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,6,10,Monday,월,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-06-11,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,6,11,Tuesday,화,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-06-12,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,6,12,Wednesday,수,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-06-13,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,6,13,Thursday,목,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-06-14,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,6,14,Friday,금,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-06-15,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,6,15,Saturday,토,1,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-06-16,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,6,16,Sunday,일,1,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-06-17,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,6,17,Monday,월,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-06-18,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,6,18,Tuesday,화,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-06-19,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,6,19,Wednesday,수,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-06-20,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,6,20,Thursday,목,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-06-21,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,6,21,Friday,금,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-06-22,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,6,22,Saturday,토,1,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-06-23,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,6,23,Sunday,일,1,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-06-24,20,10회,449,경복궁 생과방,경복궁 생과방,생과방,경복궁,체험,참여형,사전예약,2024,6,24,Monday,월,0,봄,1,10:00,11:40,,0,1,1,0,1,0,0,1,1,1
2024-05-04,20,10회,446,고궁음악회-100인의 치세지음 治世之音,고궁음악회-100인의 치세지음 治世之音,고궁음악회-100인의 치세지음 治世之音,경복궁,공연,관람형,사전예약,2024,5,4,Saturday,토,1,봄,1,19:30,20:20,,0,1,1,1,1,0,0,1,1,1
2024-05-05,20,10회,446,고궁음악회-100인의 치세지음 治世之音,고궁음악회-100인의 치세지음 治世之音,고궁음악회-100인의 치세지음 治世之音,경복궁,공연,관람형,사전예약,2024,5,5,Sunday,일,1,봄,1,19:30,20:20,,0,1,1,1,1,0,0,1,1,1
2024-04-28,20,10회,445,"고궁뮤지컬-세종, 1446","고궁뮤지컬-세종, 1446","고궁뮤지컬-세종, 1446",경복궁,공연,관람형,사전예약,2024,4,28,Sunday,일,1,봄,1,19:30,21:20,,0,1,0,1,1,1,0,1,1,1
2024-04-29,20,10회,445,"고궁뮤지컬-세종, 1446","고궁뮤지컬-세종, 1446","고궁뮤지컬-세종, 1446",경복궁,공연,관람형,사전예약,2024,4,29,Monday,월,0,봄,1,19:30,21:20,,0,1,0,1,1,1,0,1,1,1
2024-04-30,20,10회,445,"고궁뮤지컬-세종, 1446","고궁뮤지컬-세종, 1446","고궁뮤지컬-세종, 1446",경복궁,공연,관람형,사전예약,2024,4,30,Tuesday,화,0,봄,1,19:30,21:20,,0,1,0,1,1,1,0,1,1,1
2024-04-27,20,10회,435,궁중문화축전 스탬프 투어,스탬프 투어,스탬프 투어,경복궁,체험,참여형,현장참여,2024,4,27,Saturday,토,1,봄,1,09:00,18:00,,1,0,0,0,0,1,0,0,1,1
2024-04-28,20,10회,435,궁중문화축전 스탬프 투어,스탬프 투어,스탬프 투어,경복궁,체험,참여형,현장참여,2024,4,28,Sunday,일,1,봄,1,09:00,18:00,,1,0,0,0,0,1,0,0,1,1
2024-04-29,20,10회,435,궁중문화축전 스탬프 투어,스탬프 투어,스탬프 투어,경복궁,체험,참여형,현장참여,2024,4,29,Monday,월,0,봄,1,09:00,18:00,,1,0,0,0,0,1,0,0,1,1
2024-04-30,20,10회,435,궁중문화축전 스탬프 투어,스탬프 투어,스탬프 투어,경복궁,체험,참여형,현장참여,2024,4,30,Tuesday,화,0,봄,1,09:00,18:00,,1,0,0,0,0,1,0,0,1,1
2024-05-01,20,10회,435,궁중문화축전 스탬프 투어,스탬프 투어,스탬프 투어,경복궁,체험,참여형,현장참여,2024,5,1,Wednesday,수,0,봄,1,09:00,18:00,,1,0,0,0,0,1,0,0,1,1
2024-05-02,20,10회,435,궁중문화축전 스탬프 투어,스탬프 투어,스탬프 투어,경복궁,체험,참여형,현장참여,2024,5,2,Thursday,목,0,봄,1,09:00,18:00,,1,0,0,0,0,1,0,0,1,1
2024-05-03,20,10회,435,궁중문화축전 스탬프 투어,스탬프 투어,스탬프 투어,경복궁,체험,참여형,현장참여,2024,5,3,Friday,금,0,봄,1,09:00,18:00,,1,0,0,0,0,1,0,0,1,1
