date,event_count,program_instance_count,title_base_count,has_time_count,reservation_event_count,onsite_event_count,online_event_count,night_event_count,children_event_count,music_event_count,food_event_count,guide_event_count,reward_event_count,hanbok_event_count,type_공식행사_count,type_공연_count,type_복합_count,type_온라인_count,type_재현_count,type_전시_count,type_체험_count,participation_사전예약_count,participation_현장참여_count,year,month,day,weekday,weekday_kr,is_weekend,season
2024-04-08,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,2024,4,8,Monday,월,0,봄
2024-04-09,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,2024,4,9,Tuesday,화,0,봄
2024-04-10,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,2024,4,10,Wednesday,수,0,봄
2024-04-11,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,2024,4,11,Thursday,목,0,봄
2024-04-12,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,2024,4,12,Friday,금,0,봄
2024-04-13,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,2024,4,13,Saturday,토,1,봄
2024-04-14,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,2024,4,14,Sunday,일,1,봄
2024-04-15,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,2024,4,15,Monday,월,0,봄
2024-04-16,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,2024,4,16,Tuesday,화,0,봄
2024-04-17,2,2,2,2,2,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,2,2,0,2024,4,17,Wednesday,수,0,봄
2024-04-18,2,2,2,2,2,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,2,2,0,2024,4,18,Thursday,목,0,봄
2024-04-19,2,2,2,2,2,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,2,2,0,2024,4,19,Friday,금,0,봄
2024-04-20,2,2,2,2,2,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,2,2,0,2024,4,20,Saturday,토,1,봄
2024-04-21,2,2,2,2,2,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,2,2,0,2024,4,21,Sunday,일,1,봄
2024-04-22,2,2,2,2,2,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,2,2,0,2024,4,22,Monday,월,0,봄
2024-04-23,2,2,2,2,2,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,2,2,0,2024,4,23,Tuesday,화,0,봄
2024-04-24,2,2,2,2,2,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,2,2,0,2024,4,24,Wednesday,수,0,봄
2024-04-25,2,2,2,2,2,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,2,2,0,2024,4,25,Thursday,목,0,봄
2024-04-26,3,3,3,3,3,0,0,3,3,2,3,1,1,1,1,0,0,0,0,0,2,3,0,2024,4,26,Friday,금,0,봄
2024-04-27,9,9,4,9,2,7,0,2,2,1,3,7,7,0,0,0,0,0,0,0,9,2,7,2024,4,27,Saturday,토,1,봄
2024-04-28,10,10,5,10,3,7,0,2,3,2,4,8,7,0,0,1,0,0,0,0,9,3,7,2024,4,28,Sunday,일,1,봄
2024-04-29,10,10,5,10,3,7,0,2,3,2,4,8,7,0,0,1,0,0,0,0,9,3,7,2024,4,29,Monday,월,0,봄
2024-04-30,11,11,6,11,3,8,0,2,3,2,4,8,7,0,0,1,0,0,1,0,9,3,8,2024,4,30,Tuesday,화,0,봄
2024-05-01,13,13,8,13,5,8,0,2,4,3,5,8,8,0,0,1,0,0,0,0,12,5,8,2024,5,1,Wednesday,수,0,봄
2024-05-02,12,12,7,12,4,8,0,2,3,3,4,8,8,0,0,1,0,0,0,0,11,4,8,2024,5,2,Thursday,목,0,봄
2024-05-03,12,12,7,12,4,8,0,2,3,3,4,8,8,0,0,1,0,0,0,0,11,4,8,2024,5,3,Friday,금,0,봄
2024-05-04,15,15,10,15,5,10,0,3,5,5,6,8,8,0,0,3,0,0,0,0,12,5,10,2024,5,4,Saturday,토,1,봄
2024-05-05,13,13,8,13,4,9,0,2,3,3,5,7,8,0,0,2,0,0,0,0,11,4,9,2024,5,5,Sunday,일,1,봄
2024-05-06,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,5,6,Monday,월,0,봄
2024-05-07,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,5,7,Tuesday,화,0,봄
2024-05-08,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,5,8,Wednesday,수,0,봄
2024-05-09,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,5,9,Thursday,목,0,봄
2024-05-10,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,5,10,Friday,금,0,봄
2024-05-11,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,5,11,Saturday,토,1,봄
2024-05-12,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,5,12,Sunday,일,1,봄
2024-05-13,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,5,13,Monday,월,0,봄
2024-05-14,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,5,14,Tuesday,화,0,봄
2024-05-15,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,5,15,Wednesday,수,0,봄
2024-05-16,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,5,16,Thursday,목,0,봄
2024-05-17,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,5,17,Friday,금,0,봄
2024-05-18,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,5,18,Saturday,토,1,봄
2024-05-19,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,5,19,Sunday,일,1,봄
2024-05-20,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,5,20,Monday,월,0,봄
2024-05-21,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,5,21,Tuesday,화,0,봄
2024-05-22,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,5,22,Wednesday,수,0,봄
2024-05-23,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,5,23,Thursday,목,0,봄
2024-05-24,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,5,24,Friday,금,0,봄
2024-05-25,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,5,25,Saturday,토,1,봄
2024-05-26,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,5,26,Sunday,일,1,봄
2024-05-27,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,5,27,Monday,월,0,봄
2024-05-28,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,5,28,Tuesday,화,0,봄
2024-05-29,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,5,29,Wednesday,수,0,봄
2024-05-30,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,5,30,Thursday,목,0,봄
2024-05-31,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,5,31,Friday,금,0,봄
2024-06-01,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,6,1,Saturday,토,1,봄
2024-06-02,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,6,2,Sunday,일,1,봄
2024-06-03,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,6,3,Monday,월,0,봄
2024-06-04,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,6,4,Tuesday,화,0,봄
2024-06-05,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,6,5,Wednesday,수,0,봄
2024-06-06,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,6,6,Thursday,목,0,봄
2024-06-07,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,6,7,Friday,금,0,봄
2024-06-08,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,6,8,Saturday,토,1,봄
2024-06-09,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,6,9,Sunday,일,1,봄
2024-06-10,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,6,10,Monday,월,0,봄
2024-06-11,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,6,11,Tuesday,화,0,봄
2024-06-12,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,6,12,Wednesday,수,0,봄
2024-06-13,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,6,13,Thursday,목,0,봄
2024-06-14,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,6,14,Friday,금,0,봄
2024-06-15,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,6,15,Saturday,토,1,봄
2024-06-16,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,6,16,Sunday,일,1,봄
2024-06-17,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,6,17,Monday,월,0,봄
2024-06-18,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,6,18,Tuesday,화,0,봄
2024-06-19,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,6,19,Wednesday,수,0,봄
2024-06-20,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,6,20,Thursday,목,0,봄
2024-06-21,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,6,21,Friday,금,0,봄
2024-06-22,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,6,22,Saturday,토,1,봄
2024-06-23,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,6,23,Sunday,일,1,봄
2024-06-24,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,6,24,Monday,월,0,봄
2024-09-04,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,9,4,Wednesday,수,0,가을
2024-09-05,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,9,5,Thursday,목,0,가을
2024-09-06,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,9,6,Friday,금,0,가을
2024-09-07,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,9,7,Saturday,토,1,가을
2024-09-08,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,9,8,Sunday,일,1,가을
2024-09-09,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,9,9,Monday,월,0,가을
2024-09-10,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,9,10,Tuesday,화,0,가을
2024-09-11,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,9,11,Wednesday,수,0,가을
2024-09-12,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,9,12,Thursday,목,0,가을
2024-09-13,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,9,13,Friday,금,0,가을
2024-09-14,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,9,14,Saturday,토,1,가을
2024-09-15,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,9,15,Sunday,일,1,가을
2024-09-16,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,9,16,Monday,월,0,가을
2024-09-17,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,9,17,Tuesday,화,0,가을
2024-09-18,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,9,18,Wednesday,수,0,가을
2024-09-19,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,9,19,Thursday,목,0,가을
2024-09-20,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,9,20,Friday,금,0,가을
2024-09-21,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,9,21,Saturday,토,1,가을
2024-09-22,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,9,22,Sunday,일,1,가을
2024-09-23,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,9,23,Monday,월,0,가을
2024-09-24,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,9,24,Tuesday,화,0,가을
2024-09-25,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,9,25,Wednesday,수,0,가을
2024-09-26,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,9,26,Thursday,목,0,가을
2024-09-27,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,9,27,Friday,금,0,가을
2024-09-28,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,9,28,Saturday,토,1,가을
2024-09-29,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,9,29,Sunday,일,1,가을
2024-09-30,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,9,30,Monday,월,0,가을
2024-10-01,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,10,1,Tuesday,화,0,가을
2024-10-02,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,10,2,Wednesday,수,0,가을
2024-10-03,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,10,3,Thursday,목,0,가을
2024-10-04,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,10,4,Friday,금,0,가을
2024-10-05,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,10,5,Saturday,토,1,가을
2024-10-06,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,10,6,Sunday,일,1,가을
2024-10-07,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,10,7,Monday,월,0,가을
2024-10-08,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,10,8,Tuesday,화,0,가을
2024-10-09,12,12,8,12,3,9,0,3,2,1,11,6,6,5,0,0,2,0,1,1,8,3,9,2024,10,9,Wednesday,수,0,가을
2024-10-10,13,13,9,13,4,9,0,3,3,2,12,6,8,5,0,2,1,0,1,1,8,4,9,2024,10,10,Thursday,목,0,가을
2024-10-11,13,13,9,13,4,9,0,3,3,2,12,6,8,5,0,2,1,0,1,1,8,4,9,2024,10,11,Friday,금,0,가을
2024-10-12,13,13,9,13,3,10,0,3,2,2,11,6,7,4,0,2,1,0,1,1,8,3,10,2024,10,12,Saturday,토,1,가을
2024-10-13,13,13,9,13,3,10,0,3,2,2,11,6,7,4,0,2,1,0,1,1,8,3,10,2024,10,13,Sunday,일,1,가을
2024-10-14,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,10,14,Monday,월,0,가을
2024-10-15,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,10,15,Tuesday,화,0,가을
2024-10-16,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,10,16,Wednesday,수,0,가을
2024-10-17,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,10,17,Thursday,목,0,가을
2024-10-18,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,10,18,Friday,금,0,가을
2024-10-19,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,10,19,Saturday,토,1,가을
2024-10-20,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,10,20,Sunday,일,1,가을
2024-10-21,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,10,21,Monday,월,0,가을
2024-10-22,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,10,22,Tuesday,화,0,가을
2024-10-23,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,10,23,Wednesday,수,0,가을
2024-10-24,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,10,24,Thursday,목,0,가을
2024-10-25,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,10,25,Friday,금,0,가을
2024-10-26,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,10,26,Saturday,토,1,가을
2024-10-27,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,10,27,Sunday,일,1,가을
2024-10-28,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,10,28,Monday,월,0,가을
2024-10-29,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,10,29,Tuesday,화,0,가을
2024-10-30,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,10,30,Wednesday,수,0,가을
2024-10-31,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2024,10,31,Thursday,목,0,가을
2025-04-25,4,4,4,3,3,1,0,2,3,2,4,1,0,0,1,0,0,0,1,0,2,3,1,2025,4,25,Friday,금,0,봄
2025-04-26,15,15,10,14,4,11,0,2,5,5,15,8,7,0,0,0,3,0,1,0,11,4,11,2025,4,26,Saturday,토,1,봄
2025-04-27,15,15,10,14,4,11,0,2,5,5,15,8,7,0,0,0,3,0,1,0,11,4,11,2025,4,27,Sunday,일,1,봄
2025-04-28,15,15,10,14,4,11,0,2,5,5,15,8,7,0,0,0,3,0,1,0,11,4,11,2025,4,28,Monday,월,0,봄
2025-04-29,15,15,10,14,4,11,0,2,5,5,15,8,7,0,0,0,3,0,1,0,11,4,11,2025,4,29,Tuesday,화,0,봄
2025-04-30,15,15,10,14,4,11,0,2,5,5,15,8,7,0,0,0,3,0,1,0,11,4,11,2025,4,30,Wednesday,수,0,봄
2025-05-01,14,14,9,13,4,10,0,1,3,2,13,7,7,0,0,0,0,0,1,0,13,4,10,2025,5,1,Thursday,목,0,봄
2025-05-02,14,14,9,13,2,12,0,1,4,3,13,7,7,0,0,0,0,0,2,0,12,2,12,2025,5,2,Friday,금,0,봄
2025-05-03,15,15,10,14,3,12,0,1,4,5,14,7,7,0,0,2,0,0,1,0,12,3,12,2025,5,3,Saturday,토,1,봄
2025-05-04,14,14,9,13,3,11,0,1,4,4,13,7,7,0,0,1,0,0,1,0,12,3,11,2025,5,4,Sunday,일,1,봄
2025-05-05,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,2025,5,5,Monday,월,0,봄
2025-10-08,5,5,5,3,3,2,0,0,1,0,3,1,1,1,1,0,0,1,2,0,1,3,2,2025,10,8,Wednesday,수,0,가을
2025-10-09,5,5,5,3,3,2,0,0,1,0,3,1,1,1,1,0,0,1,2,0,1,3,2,2025,10,9,Thursday,목,0,가을
2025-10-10,5,5,5,3,3,2,0,0,2,1,4,1,1,1,0,1,0,1,2,0,1,3,2,2025,10,10,Friday,금,0,가을
2025-10-11,4,4,4,3,2,2,0,0,1,0,3,1,1,0,0,0,0,1,2,0,1,2,2,2025,10,11,Saturday,토,1,가을
2025-10-12,4,4,4,3,2,2,0,0,1,0,3,1,1,0,0,0,0,1,2,0,1,2,2,2025,10,12,Sunday,일,1,가을
