ÀÏÀÚ,°æº¹±Ã(À¯·á),°æº¹±Ã(¹«·á),°æº¹±Ã(³»±¹ÀÎ),°æº¹±Ã(¿µ¾î±Ç),°æº¹±Ã(ÀÏ¾î±Ç),°æº¹±Ã(Áß¾î±Ç),°æº¹±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢´ö±Ã(À¯·á),Ã¢´ö±Ã(¹«·á),Ã¢´ö±Ã(³»±¹ÀÎ),Ã¢´ö±Ã(¿µ¾î±Ç),Ã¢´ö±Ã(ÀÏ¾î±Ç),Ã¢´ö±Ã(Áß¾î±Ç),Ã¢´ö±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢°æ±Ã(À¯·á),Ã¢°æ±Ã(¹«·á),Ã¢°æ±Ã(³»±¹ÀÎ),Ã¢°æ±Ã(¿µ¾î±Ç),Ã¢°æ±Ã(ÀÏ¾î±Ç),Ã¢°æ±Ã(Áß¾î±Ç),Ã¢°æ±Ã(±âÅ¸¿Ü±¹ÀÎ),´ö¼ö±Ã(À¯·á),´ö¼ö±Ã(¹«·á),´ö¼ö±Ã(³»±¹ÀÎ),´ö¼ö±Ã(¿µ¾î±Ç),´ö¼ö±Ã(ÀÏ¾î±Ç),´ö¼ö±Ã(Áß¾î±Ç),´ö¼ö±Ã(±âÅ¸¿Ü±¹ÀÎ),Á¾¹¦(À¯·á),Á¾¹¦(¹«·á),Á¾¹¦(³»±¹ÀÎ),Á¾¹¦(¿µ¾î±Ç),Á¾¹¦(ÀÏ¾î±Ç),Á¾¹¦(Áß¾î±Ç),Á¾¹¦(±âÅ¸¿Ü±¹ÀÎ)
2023-02-22,0,13995,10248,1139,641,753,1214,427,4547,3983,553,158,256,24,0,1306,1306,0,0,0,0,0,9996,9589,222,10,70,105,0,1643,1643,0,0,0,0
2023-02-23,3338,5152,7764,394,184,110,38,1627,804,1995,291,39,16,90,783,804,1471,84,10,0,22,1213,9571,10341,277,22,39,105,189,175,328,15,21,0,0
2023-02-24,4250,5710,8715,580,288,90,287,1839,975,2315,176,117,45,161,947,901,1740,88,5,5,10,1138,7894,8598,300,31,54,49,209,179,337,24,27,0,0
2023-02-25,7518,11950,18101,845,252,101,169,3001,1387,3830,184,60,67,247,1857,1256,2946,113,4,12,38,2202,7874,9689,170,38,59,120,1291,741,1829,162,40,1,0
2023-02-26,7623,9162,15080,1082,161,379,83,2912,1718,4009,339,42,5,235,1332,994,2153,93,17,14,49,2003,6391,7787,300,21,125,161,1104,658,1615,118,25,2,2
2023-02-27,4630,7630,11602,409,106,101,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,227,446,46,23,3,1
2023-02-28,0,0,0,0,0,0,0,2197,1451,3033,268,44,44,259,931,1091,1881,96,9,4,32,1101,7554,8264,196,10,16,169,0,0,0,0,0,0,0
2023-03-01,6166,9929,15107,651,175,108,54,2889,1447,3932,226,27,21,130,1968,1351,3206,101,0,0,12,1483,8588,9602,280,9,79,101,1115,663,1612,146,20,0,0
2023-03-02,2275,3553,5287,333,118,34,56,1044,529,1185,211,17,20,140,709,534,1146,73,14,0,10,631,5989,6234,214,30,52,90,122,81,170,22,9,2,0
2023-03-03,3058,3825,5984,619,204,48,28,1381,598,1458,288,61,5,167,1054,727,1626,90,18,14,33,1176,6982,7682,329,45,37,65,171,107,210,49,17,2,0
2023-03-04,7653,9648,15404,1192,279,138,288,3409,1532,4175,253,59,48,406,3952,1864,5656,133,8,17,2,2164,8430,10015,360,45,36,138,1437,721,1962,162,34,0,0
2023-03-05,7085,7781,13456,1007,245,107,51,3167,1550,4104,311,50,21,231,2538,1591,3972,111,20,10,16,1870,4898,6061,430,28,86,163,1092,516,1406,148,48,4,2
2023-03-06,3316,4584,6171,1104,251,226,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,115,212,48,17,10,0
2023-03-07,0,0,0,0,0,0,0,2307,1392,2745,539,154,34,227,1467,1167,2311,97,30,101,95,1261,9060,9619,412,68,35,187,0,0,0,0,0,0,0
2023-03-08,3293,2508,4449,732,352,151,117,1427,693,1534,353,79,28,126,958,770,1565,94,4,24,41,928,6960,7306,386,71,52,73,174,91,179,57,22,7,0
2023-03-09,3392,4117,6111,1007,185,47,159,1333,637,1353,278,60,60,219,1004,669,1487,136,4,16,30,777,6709,6938,387,57,37,67,135,86,166,36,14,0,5
2023-03-10,4454,5052,8220,857,262,125,42,2300,1085,2622,395,75,3,290,1735,1422,2984,121,11,7,34,1363,9457,10219,446,32,23,100,237,173,297,78,31,3,1
2023-03-11,9326,10569,18151,1176,357,103,108,4355,2144,5732,508,61,13,185,5062,2537,7317,179,10,6,87,3015,9320,11474,550,57,57,197,1635,868,2237,216,40,3,7
2023-03-12,3118,2643,4486,872,153,176,74,1575,546,1665,265,43,3,145,951,568,1394,105,7,4,9,768,2086,2464,201,48,33,108,411,188,478,64,49,0,8
2023-03-13,4787,4438,6951,1377,333,308,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,99,216,88,33,1,2
2023-03-14,0,0,0,0,0,0,0,3105,1432,2942,923,101,50,521,1481,1117,2219,188,26,34,131,1437,8648,9035,602,65,187,196,0,0,0,0,0,0,0
2023-03-15,4175,5699,7897,1111,370,241,255,1914,917,2038,580,66,8,139,1106,803,1715,82,12,12,88,894,6940,7226,336,49,119,104,207,159,266,65,29,2,4
2023-03-16,3967,5697,8365,741,267,200,91,1903,1013,2078,489,70,7,272,1147,899,1811,141,6,15,73,1002,7704,7910,475,74,80,167,198,176,294,68,11,1,0
2023-03-17,4633,5066,8324,847,314,164,50,2456,1183,2820,550,56,30,183,1783,1350,2836,160,7,55,75,1281,8264,8954,360,26,68,137,230,153,281,60,30,12,0
2023-03-18,10029,12012,20133,1163,354,130,261,5376,2587,6888,630,95,21,329,5378,3079,8174,232,16,7,28,3131,11000,13086,605,62,130,248,1785,890,2384,235,45,4,7
2023-03-19,9510,12008,19274,1161,555,148,380,4685,2265,5835,721,109,39,246,3679,2323,5633,228,37,13,91,2611,6664,8372,629,78,15,181,1324,596,1575,278,64,0,3
2023-03-20,5487,5644,8824,1398,424,327,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,123,209,112,67,4,2
2023-03-21,0,0,0,0,0,0,0,3818,1896,4079,1204,88,15,328,1948,1442,3004,276,20,39,51,1831,9421,10331,578,81,113,149,0,0,0,0,0,0,0
2023-03-22,5238,6765,10064,1028,380,285,246,3067,1461,3540,674,39,21,254,1784,1427,2984,164,9,11,43,1682,9357,10200,426,74,188,151,200,181,304,61,13,1,2
2023-03-23,4468,5286,7970,1384,185,112,103,2801,1353,3274,521,57,37,265,1570,1229,2548,140,6,4,101,1581,8489,9313,465,28,44,220,209,138,248,71,19,5,4
2023-03-24,5852,5731,9865,1083,200,402,33,3788,2039,4689,842,54,18,224,2449,1997,4134,216,11,24,61,1844,9226,10274,502,43,122,129,276,215,361,88,30,6,6
2023-03-25,11482,13967,23237,1542,416,172,82,9539,5285,13526,683,90,27,498,7660,4681,12035,205,18,4,79,3897,10968,13891,705,50,13,206,1799,836,2279,307,28,0,21
2023-03-26,11310,12603,21278,1672,440,139,384,10194,8207,17221,834,71,35,240,7216,4863,11737,239,12,3,88,3510,7205,9802,638,40,31,204,1600,760,1970,306,74,1,9
2023-03-27,6529,6805,11168,1498,366,252,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,253,420,147,60,20,1
2023-03-28,0,0,0,0,0,0,0,6543,4462,8758,1515,152,66,514,3380,2865,5801,312,32,22,78,2450,10059,11303,757,132,76,241,0,0,0,0,0,0,0
2023-03-29,0,32251,18623,4493,2377,2588,4170,1115,21032,18719,1964,681,654,129,0,13833,13833,0,0,0,0,0,20940,19660,752,81,59,388,0,2293,2293,0,0,0,0
2023-03-30,6112,8889,13324,1052,280,202,143,6271,4493,9471,710,91,38,454,6355,3455,9481,307,5,3,14,3453,11336,13866,636,64,76,147,304,325,522,76,19,7,5
2023-03-31,7384,10735,15586,1638,226,431,238,6497,5079,10159,892,56,7,462,5323,4201,9162,275,14,22,51,5066,11897,15829,747,52,78,257,311,229,388,111,24,9,8
2023-04-01,13720,16379,27490,1665,284,520,140,11583,7938,18170,735,71,123,422,10923,7088,17531,339,11,17,113,8224,12811,19906,781,54,99,195,2185,1118,2864,400,17,3,19
2023-04-02,12375,15571,25126,2058,273,294,195,10725,9211,18327,1184,28,42,355,8803,5930,14235,307,6,65,120,6903,9049,14761,775,81,92,243,1535,749,1818,413,36,4,13
2023-04-03,8532,14678,19799,2545,268,333,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,197,348,172,38,12,2
2023-04-04,0,0,0,0,0,0,0,5721,4124,6935,2295,54,106,455,3113,2802,5056,511,8,98,242,3355,10418,12362,986,46,227,152,0,0,0,0,0,0,0
2023-04-05,4666,3339,7249,530,39,84,103,1354,501,1255,353,15,23,209,436,385,634,106,5,46,30,620,2555,2658,315,11,101,90,179,48,102,113,4,8,0
2023-04-06,8157,7373,13154,1467,68,520,321,3016,1411,2815,672,35,139,766,1065,1070,1735,305,5,27,63,1158,4873,4948,807,7,13,256,270,91,150,185,20,6,0
2023-04-07,11889,16699,24689,3182,145,227,345,4664,2991,5624,1218,50,10,753,2604,2414,4318,486,18,99,97,2506,10495,11512,1127,27,94,241,351,222,376,163,18,12,4
2023-04-08,15480,16426,28488,2281,165,735,237,7279,5057,10588,1145,37,44,522,6203,4407,9922,438,3,57,190,4373,9118,12049,1043,44,124,231,2135,985,2549,481,53,5,32
2023-04-09,14019,13308,24424,2048,127,200,528,6349,3157,7574,1072,54,41,765,4580,3193,7250,460,4,18,41,3603,7664,9576,1135,103,133,320,1695,917,2143,416,22,1,30
2023-04-10,7526,10940,15714,2181,86,232,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,205,374,207,16,7,4
2023-04-11,0,0,0,0,0,0,0,2610,2632,3665,782,23,14,758,930,644,1293,243,2,24,12,1095,4941,5250,574,17,137,58,0,0,0,0,0,0,0
2023-04-12,9812,12618,19271,2100,158,473,428,3717,3577,5215,1059,55,49,916,1666,1579,2706,494,4,23,18,1456,8289,8672,735,16,59,263,339,263,365,195,23,4,15
2023-04-13,8312,11010,17345,1552,98,128,199,3198,2183,3697,746,17,66,855,1549,1336,2426,438,0,2,19,1448,7857,8292,830,35,18,130,313,391,506,178,7,9,4
2023-04-14,9357,11607,18209,1798,128,467,362,3811,2166,4283,864,24,16,790,2061,1620,3205,343,6,18,109,2229,9735,10659,856,57,132,260,352,167,346,129,15,12,17
2023-04-15,10943,9254,17837,1578,195,467,120,5125,2155,6094,735,19,55,377,3536,1991,5310,173,2,2,40,2685,6947,8642,713,43,30,204,1308,584,1616,233,18,5,20
2023-04-16,12767,12314,22405,1767,229,186,494,5146,2476,5764,864,79,19,896,2746,1907,4168,459,2,4,20,2655,6006,7076,899,258,93,335,1313,662,1504,415,43,8,5
2023-04-17,6611,9456,13348,2303,114,190,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,226,440,172,15,4,2
2023-04-18,0,0,0,0,0,0,0,3205,2863,4392,1201,42,53,380,1277,1158,2085,285,11,5,49,1729,6561,7243,721,53,52,221,0,0,0,0,0,0,0
2023-04-19,8151,10568,16864,1252,131,318,154,3864,2648,4738,1088,26,12,648,1925,1603,3141,337,4,8,38,2332,10389,11766,770,45,44,96,335,251,387,159,28,3,9
2023-04-20,8285,10506,16959,1099,119,345,269,3412,1751,3510,1122,14,11,506,1331,1247,2309,247,1,4,17,1688,9349,10146,676,54,21,140,308,259,416,83,12,14,42
2023-04-21,8531,10290,16451,1624,135,175,436,3809,2101,4323,976,26,23,562,1982,1536,3169,286,7,12,44,2491,10390,12091,560,52,50,128,295,211,374,99,28,2,3
2023-04-22,14047,14053,25080,2064,251,479,226,6276,2662,7446,897,39,28,528,4727,2812,7147,344,6,5,37,4112,9751,12784,779,39,18,243,1767,772,2148,282,34,3,72
2023-04-23,12460,12628,23078,1310,207,161,332,5572,2597,6400,1227,44,10,488,3011,1799,4351,368,5,25,61,2901,7356,9219,747,60,6,225,1413,634,1641,345,15,5,41
2023-04-24,6483,12645,15949,2036,128,704,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,191,333,164,30,7,6
2023-04-25,0,0,0,0,0,0,0,3065,2108,3437,973,31,26,706,1066,969,1610,333,3,42,47,1114,5215,5438,594,51,64,182,0,0,0,0,0,0,0
2023-04-26,0,34721,26245,4821,873,758,2024,1455,6364,5136,2215,129,104,235,0,2366,2366,0,0,0,0,0,12320,10971,963,48,55,283,0,1955,1955,0,0,0,0
2023-04-27,5838,11148,15252,1199,73,136,326,3662,2186,4316,1082,29,27,394,1744,1373,2687,363,3,20,44,1950,11450,12404,789,44,48,115,248,380,500,92,11,18,7
2023-04-28,6492,16700,21419,1317,85,309,62,4116,2492,4876,1218,31,24,459,1961,2104,3643,301,5,17,99,2310,10888,7750,689,22,76,4661,972,479,1076,355,10,1,9
2023-04-29,7675,7076,12823,934,143,706,145,3537,1840,4577,396,18,30,356,2227,1619,3629,183,3,13,18,2255,5713,5632,584,31,101,1620,914,325,1040,155,22,6,16
2023-04-30,14787,18085,29056,2240,346,1129,101,6928,3681,8378,1514,67,59,591,4018,2340,5823,399,22,32,82,3874,8287,8414,973,66,95,2613,2303,1066,2807,463,55,13,31
2023-05-01,12468,19807,28517,2278,399,582,499,4099,1766,4632,900,72,36,225,1723,1133,2539,236,9,0,72,1442,2596,3751,195,18,32,42,2481,1226,3213,381,82,5,26
2023-05-02,3058,2950,4904,699,109,254,42,4488,3545,5221,2069,101,85,557,1760,2395,3672,301,10,28,144,1983,10503,11036,979,108,88,275,575,309,564,223,38,9,50
2023-05-03,9644,18495,25261,1642,587,286,363,3957,2434,4357,1486,112,11,425,1755,2068,3343,357,22,10,91,2162,9679,10956,590,92,57,146,716,395,715,226,88,2,80
2023-05-04,8484,13511,18631,1790,982,546,46,3800,3658,5598,1029,277,15,539,1360,2448,3370,344,26,7,61,1713,9302,10202,583,107,42,81,814,439,792,230,160,5,66
2023-05-05,5838,7037,10840,597,440,227,771,2432,1081,2679,408,146,7,273,885,654,1389,86,13,33,18,1066,3146,3698,333,46,78,57,625,344,743,137,68,6,15
2023-05-06,7858,5948,12472,701,277,181,175,2479,1092,2890,413,38,14,216,1541,2647,4039,134,3,5,7,1860,3625,4850,436,17,84,98,762,313,864,132,61,0,18
2023-05-07,12375,14297,23972,1787,294,549,70,5048,2622,5840,1542,44,26,218,2473,1571,3538,398,14,29,65,3023,6858,8500,872,66,115,328,0,8168,8168,0,0,0,0
2023-05-08,5661,10379,13377,1737,162,138,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,422,557,169,23,11,17
2023-05-09,0,0,0,0,0,0,0,4459,2942,5263,1690,25,18,405,1798,2528,3806,431,12,8,69,2047,10026,7032,810,58,97,4076,0,0,0,0,0,0,0
2023-05-10,7607,13766,19666,1268,188,163,88,3034,2349,4227,854,26,13,263,1424,1515,2672,154,2,43,68,1739,10094,11138,549,35,11,100,342,208,418,100,24,1,7
2023-05-11,7864,11363,17865,1022,102,137,101,2970,2027,3930,736,40,26,265,1402,1811,2926,241,6,24,16,1776,10334,11505,463,19,47,76,277,218,338,105,22,9,21
2023-05-12,8712,14989,22135,861,199,350,156,3483,3072,5425,767,67,2,294,1650,3292,4742,165,4,10,21,2107,10645,11748,674,60,90,180,459,333,576,158,34,17,7
2023-05-13,13877,16097,27510,1439,271,561,193,5598,2799,7043,928,73,29,324,4070,2259,6010,235,9,15,60,3760,10206,12909,760,72,50,175,1673,872,2180,253,58,0,54
2023-05-14,11461,12411,22391,1033,277,144,27,4695,2275,5527,1112,60,30,241,2444,1685,3865,185,4,6,69,2886,6976,8742,787,60,97,176,1336,683,1706,244,29,4,36
2023-05-15,5245,13411,16405,1389,158,378,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,145,323,144,31,6,7
2023-05-16,0,0,0,0,0,0,0,4100,3050,4833,1831,156,28,302,1248,1722,2645,224,17,10,74,1423,8897,9572,565,49,30,104,0,0,0,0,0,0,0
2023-05-17,8150,15574,21710,1571,218,131,94,3087,1753,3423,1180,47,11,179,1104,1510,2341,211,6,8,48,1469,9309,10163,455,17,5,138,252,151,256,117,21,0,9
2023-05-18,7133,10436,15061,1080,171,277,980,2909,1800,3430,994,47,34,204,1018,1210,1938,249,6,0,35,1491,7292,7999,583,44,31,126,252,165,284,98,24,5,6
2023-05-19,8804,11935,18786,1351,217,158,227,3681,2359,4604,1044,33,15,344,1663,2163,3480,259,8,2,77,1829,10829,11918,559,65,35,81,316,320,468,117,42,8,1
2023-05-20,13288,13766,23497,2769,384,266,138,5145,2358,5861,1107,103,43,389,3414,2059,5171,223,9,3,67,3587,9505,12197,696,64,26,109,1515,940,2008,361,59,5,22
2023-05-21,11495,13369,22989,1141,237,234,263,4620,2273,5370,977,66,11,469,2394,1777,3868,257,16,21,9,2550,6619,8237,628,66,20,218,1146,712,1511,274,46,12,15
