ÀÏÀÚ,°æº¹±Ã(À¯·á),°æº¹±Ã(¹«·á),°æº¹±Ã(³»±¹ÀÎ),°æº¹±Ã(¿µ¾î±Ç),°æº¹±Ã(ÀÏ¾î±Ç),°æº¹±Ã(Áß¾î±Ç),°æº¹±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢´ö±Ã(À¯·á),Ã¢´ö±Ã(¹«·á),Ã¢´ö±Ã(³»±¹ÀÎ),Ã¢´ö±Ã(¿µ¾î±Ç),Ã¢´ö±Ã(ÀÏ¾î±Ç),Ã¢´ö±Ã(Áß¾î±Ç),Ã¢´ö±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢°æ±Ã(À¯·á),Ã¢°æ±Ã(¹«·á),Ã¢°æ±Ã(³»±¹ÀÎ),Ã¢°æ±Ã(¿µ¾î±Ç),Ã¢°æ±Ã(ÀÏ¾î±Ç),Ã¢°æ±Ã(Áß¾î±Ç),Ã¢°æ±Ã(±âÅ¸¿Ü±¹ÀÎ),´ö¼ö±Ã(À¯·á),´ö¼ö±Ã(¹«·á),´ö¼ö±Ã(³»±¹ÀÎ),´ö¼ö±Ã(¿µ¾î±Ç),´ö¼ö±Ã(ÀÏ¾î±Ç),´ö¼ö±Ã(Áß¾î±Ç),´ö¼ö±Ã(±âÅ¸¿Ü±¹ÀÎ),Á¾¹¦(À¯·á),Á¾¹¦(¹«·á),Á¾¹¦(³»±¹ÀÎ),Á¾¹¦(¿µ¾î±Ç),Á¾¹¦(ÀÏ¾î±Ç),Á¾¹¦(Áß¾î±Ç),Á¾¹¦(±âÅ¸¿Ü±¹ÀÎ)
2024-05-01,13619,21520,23203,5822,1719,2533,1862,5531,3384,6501,1735,206,86,387,3141,2970,5420,567,34,25,65,3551,11228,13274,1015,192,127,171,2370,1212,3103,379,79,8,13
2024-05-02,10153,11255,12743,3820,1520,3108,217,3850,2676,4144,1558,156,124,544,1624,2225,3300,479,11,5,54,2650,11301,12328,1049,192,154,228,909,373,809,291,67,20,95
2024-05-03,8992,13946,14040,3058,1845,2741,1254,3954,3097,4652,1886,217,85,211,1990,1996,3333,595,13,29,16,2963,10813,12204,1031,219,65,257,1030,478,936,411,108,35,18
2024-05-04,15575,17680,27368,2569,1535,1691,92,6436,3424,6706,2048,450,119,537,4398,2915,6530,663,30,10,80,5944,10969,15396,962,218,101,236,2226,1415,2868,454,293,3,23
2024-05-05,4485,5699,6515,1943,370,474,882,2362,1298,2737,539,156,13,215,753,910,1510,135,6,6,6,1379,2978,3817,353,81,19,87,0,4905,4905,0,0,0,0
2024-05-06,6565,6851,6268,3485,785,1450,1428,2535,1140,2750,704,84,22,115,740,644,1194,181,2,3,4,1371,3830,4380,593,38,33,157,798,416,799,265,97,5,48
2024-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-08,10803,20380,20607,5801,1271,2017,1487,3808,2729,4149,1779,61,24,524,1579,1958,2860,611,14,9,43,2532,12967,13960,1130,117,103,189,411,330,477,186,25,12,41
2024-05-09,9939,12674,16330,3785,1163,1274,61,3769,2326,4059,1373,99,48,516,1592,2422,3463,523,0,1,27,2506,11744,13072,857,85,90,146,353,216,379,120,43,7,20
2024-05-10,10264,15596,21636,2796,306,402,720,3796,5561,7456,1541,72,19,269,1734,2012,3177,550,3,9,7,3072,12035,13914,872,77,99,145,479,296,557,122,55,9,32
2024-05-11,11088,8659,13283,3089,359,1625,1391,3411,1667,3682,1064,68,41,223,1257,1074,2019,294,8,0,10,2402,6183,7492,709,139,57,188,968,463,1096,229,88,4,14
2024-05-12,14524,14733,19156,4846,1475,2138,1642,5402,2605,5615,1940,148,70,234,2797,1813,3943,595,24,0,48,4749,9727,12913,1013,144,119,287,1827,943,2219,418,60,32,41
2024-05-13,7574,10570,10019,3812,1341,1672,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,237,443,145,54,2,9
2024-05-14,0,0,0,0,0,0,0,4649,4181,6318,2048,134,136,194,1856,3180,4379,509,24,5,119,3462,12749,14316,983,207,371,334,0,0,0,0,0,0,0
2024-05-15,2610,22246,17794,2776,1242,2969,75,1148,4625,4015,893,374,359,132,0,3004,2468,0,0,0,536,0,9073,7918,704,98,72,281,0,1617,1617,0,0,0,0
2024-05-16,3220,31052,20641,3574,3229,3544,3284,1334,6605,5305,1803,376,304,151,0,5819,4635,0,0,0,1184,0,18348,16751,1153,111,86,247,0,1988,1988,0,0,0,0
2024-05-17,0,30634,18632,3800,1735,3238,3229,1373,9919,6703,2806,1147,493,143,0,6810,5667,0,0,0,1143,0,19496,18104,998,91,116,187,0,2516,2516,0,0,0,0
2024-05-18,0,50579,34751,5222,1570,3958,5078,1426,9448,8197,1810,462,245,160,0,12319,10675,0,0,0,1644,0,24260,22480,1210,80,111,379,0,4670,4670,0,0,0,0
2024-05-19,0,40029,24076,3026,2010,5365,5552,1396,8414,7284,1808,330,226,162,0,9372,7654,0,0,0,1718,0,16545,14817,1117,126,104,381,0,5120,5120,0,0,0,0
2024-05-20,7522,11856,14402,3045,477,703,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,155,385,150,28,22,35
2024-05-21,0,0,0,0,0,0,0,4188,2892,4556,1749,232,64,479,1476,1278,2053,578,17,20,86,2704,10191,11344,937,163,198,253,0,0,0,0,0,0,0
2024-05-22,11476,17777,16947,6336,1450,2635,1885,3169,2390,3998,1044,208,34,275,1203,1941,2642,454,13,21,14,2383,10434,11789,753,90,38,147,489,464,713,126,78,10,26
2024-05-23,10097,14219,15731,3326,1514,2148,1597,3472,1864,3761,1069,99,60,347,303,154,372,67,0,14,4,2252,11300,12621,723,49,31,128,487,252,563,83,58,11,24
2024-05-24,11555,16392,17508,4160,2031,2129,2119,3513,2524,4353,1047,239,19,379,1456,1841,2865,382,20,14,16,4837,14372,17874,832,161,117,225,430,236,472,106,71,6,11
2024-05-25,16317,13011,24182,2714,632,704,1096,5071,3015,6364,1269,170,110,173,3354,2192,5017,423,21,37,48,6323,16435,21522,761,143,151,181,1888,987,2412,359,67,12,25
2024-05-26,11121,8753,16989,1872,370,405,238,3524,1446,3438,994,162,42,334,1202,1041,1937,264,9,11,22,2184,4662,5963,586,116,61,120,1018,561,1230,197,79,3,70
2024-05-27,8410,12069,15318,2764,499,1082,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,234,501,199,43,20,13
2024-05-28,0,0,0,0,0,0,0,3022,2699,2840,2040,121,12,708,1797,1772,2781,701,5,65,17,3105,11677,13224,831,110,292,325,0,0,0,0,0,0,0
2024-05-29,3299,47261,31381,5384,2136,5617,6042,1091,8076,6561,1457,654,343,152,0,6554,5261,0,0,0,1293,0,19402,17912,993,60,85,352,0,3769,3769,0,0,0,0
2024-05-30,10317,12743,19332,2059,294,509,866,3063,1592,3130,1023,116,50,336,1129,1711,2488,323,9,13,7,2446,11654,12914,736,111,95,244,435,205,445,109,62,11,13
2024-05-31,10363,9533,16471,2087,430,470,438,3176,1573,3376,918,83,15,357,1361,1076,1979,407,20,24,7,2732,10740,12288,766,127,143,148,491,197,507,95,49,36,1
2024-06-01,15356,15493,26071,2722,513,725,818,4742,2251,5462,942,146,20,423,2878,2148,4576,399,19,17,15,4906,6172,10169,544,60,84,221,1965,1071,2674,214,115,14,19
2024-06-02,13016,10957,19227,3552,485,388,321,4090,1757,4474,1075,113,57,128,1995,1363,2940,353,13,7,45,3539,6336,8644,832,114,85,200,1452,608,1727,270,51,7,5
2024-06-03,6101,12524,14179,2604,363,1033,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,157,318,110,69,24,4
2024-06-04,0,0,0,0,0,0,0,3902,2488,4233,1553,59,81,464,1365,1393,2212,481,20,5,40,2408,8876,10211,741,29,59,244,0,0,0,0,0,0,0
2024-06-05,6789,9400,7137,5316,549,1668,1519,2711,1122,2342,1208,80,50,153,969,967,1571,271,12,18,64,1974,9208,10287,647,77,31,140,269,151,311,68,28,10,3
2024-06-06,12679,14834,19639,3949,1307,2236,382,4730,2866,6131,1057,98,48,262,2860,2172,4587,388,18,6,33,4736,9418,13144,672,126,33,179,1582,773,2059,250,26,11,9
2024-06-07,10726,13242,20339,1857,509,1131,132,3821,1938,4428,783,165,42,341,1927,1557,3134,311,15,3,21,3433,10089,12455,665,182,109,111,699,479,1020,103,47,6,2
2024-06-08,10110,8244,15412,1624,360,773,185,3571,1389,3945,614,147,47,207,2211,1343,3219,238,15,44,38,3848,8076,10809,632,139,124,220,1588,752,2031,175,56,14,64
2024-06-09,11086,12797,18225,3216,564,1253,625,3840,1483,3640,1302,127,58,196,1870,1355,2740,387,21,16,61,3317,5014,7275,690,108,86,172,1142,604,1382,180,121,16,47
2024-06-10,6664,9020,11461,2458,364,659,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,145,317,106,75,2,9
2024-06-11,0,0,0,0,0,0,0,3416,2366,3576,1687,217,89,213,1034,894,1465,367,14,3,79,1839,6975,7732,658,128,56,240,0,0,0,0,0,0,0
2024-06-12,6817,10469,8444,3380,1486,2262,1714,2425,1312,2348,943,146,12,288,798,836,1286,294,8,10,36,2011,7205,8242,596,166,130,82,256,142,252,100,36,8,2
2024-06-13,6156,7653,10005,2491,342,578,393,2382,885,2181,862,64,54,106,864,608,1114,293,20,3,42,1597,5861,6618,561,123,43,113,329,131,218,94,139,7,2
2024-06-14,7072,9162,12380,2240,691,573,350,2655,1229,2454,1111,159,20,140,981,834,1458,267,26,44,20,2083,6959,8152,576,120,83,111,256,131,220,91,61,5,10
2024-06-15,10532,9978,15485,2667,622,1265,471,3752,1640,3934,1167,100,57,134,1911,1209,2808,263,11,1,37,3904,6682,9429,743,103,58,253,1175,819,1640,167,108,22,57
2024-06-16,9056,10131,15302,2504,508,507,366,3545,2348,4207,1355,110,48,173,1395,1149,2077,379,26,6,56,2912,4544,6307,756,105,104,184,969,456,1106,177,76,22,44
2024-06-17,7419,10862,14091,2568,494,607,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,120,227,102,33,5,3
2024-06-18,0,0,0,0,0,0,0,3625,1858,3067,1283,139,65,929,1069,790,1306,507,10,18,18,2064,5574,6466,723,100,39,310,0,0,0,0,0,0,0
2024-06-19,6818,10111,12902,2689,485,580,273,1983,1059,1726,1009,59,10,238,628,608,887,299,11,1,38,1590,4920,5682,536,111,75,106,314,133,234,119,79,7,8
2024-06-20,6567,7044,10149,2145,381,661,275,1882,935,1648,738,65,29,337,639,548,906,246,3,2,30,1415,4888,5349,558,128,43,225,358,152,261,135,107,3,4
2024-06-21,6500,7137,9572,2241,597,807,420,2879,824,2321,868,160,21,333,785,592,1043,277,31,17,9,1994,4963,6061,576,75,154,91,405,144,280,165,60,16,28
2024-06-22,7236,5500,9425,1613,501,986,211,2231,900,2202,481,115,24,309,1133,799,1669,229,15,11,8,2612,4577,6467,469,93,58,102,697,248,729,138,75,1,2
2024-06-23,10159,10658,15637,3169,610,916,485,3349,1521,3068,1221,111,37,433,1395,932,1804,481,16,21,5,2531,4621,6011,763,126,56,196,896,464,980,296,52,10,22
2024-06-24,7597,8364,6637,4784,993,2164,1383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,142,292,134,47,14,0
2024-06-25,0,0,0,0,0,0,0,3624,2314,3152,1971,279,94,442,1206,1059,1661,543,14,9,38,2413,8251,9285,842,189,66,282,0,0,0,0,0,0,0
2024-06-26,0,25110,11941,3564,1870,4259,3476,785,4702,3202,1257,534,387,107,0,4512,3310,0,0,0,1202,0,12618,11152,853,92,116,405,0,2490,2490,0,0,0,0
2024-06-27,6870,8373,7422,3918,388,2075,1440,1907,1166,1813,775,78,23,384,810,691,1139,337,4,13,8,3515,5765,8321,713,101,56,89,231,78,170,84,49,6,0
2024-06-28,7223,9049,6786,2960,318,731,5477,2087,1102,1756,1229,67,32,105,892,653,1159,349,27,7,3,2135,5273,6208,601,56,198,345,272,137,232,108,51,11,7
2024-06-29,9740,10904,9873,5965,1004,2337,1465,3157,1534,3203,1202,103,18,165,1248,881,1721,330,13,6,59,2963,5718,7632,668,102,85,194,1038,455,1157,246,63,7,20
2024-06-30,6744,6841,9924,1945,329,806,581,2399,1045,2079,1120,119,40,86,1051,682,1354,326,7,2,44,1965,3642,4534,691,126,84,172,771,329,802,213,54,13,18
2024-07-01,6285,7557,9509,2104,278,1311,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,113,203,129,36,20,6
2024-07-02,0,0,0,0,0,0,0,1080,412,631,562,37,52,210,265,244,367,137,0,4,1,864,1753,2004,263,39,184,127,0,0,0,0,0,0,0
2024-07-03,8555,9899,7012,5163,382,3255,2642,2450,1198,1816,1266,105,87,374,943,749,1218,456,8,1,9,8088,8018,10411,5346,86,173,90,249,135,228,87,45,4,20
2024-07-04,5864,7051,9385,1851,216,1076,387,1931,892,1407,1086,69,89,172,608,571,772,372,11,15,9,1619,5679,6346,655,59,102,136,206,98,161,95,35,12,1
2024-07-05,6504,7489,10575,1933,388,876,221,2026,2145,2915,1020,86,68,82,842,729,1204,310,24,8,25,1717,7534,8166,718,82,70,215,298,133,242,127,38,22,2
2024-07-06,7281,7814,11462,1996,387,848,402,2474,933,2310,777,81,46,193,1051,853,1552,269,31,41,11,2504,5710,6849,788,171,114,292,944,420,945,257,137,16,9
2024-07-07,7961,11433,14947,2641,402,961,443,2714,1251,2656,1046,102,78,83,1125,928,1668,332,13,19,21,2130,4546,5413,716,156,138,253,841,513,984,287,64,10,9
2024-07-08,5604,3757,6788,1077,261,693,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,107,156,107,39,7,1
2024-07-09,0,0,0,0,0,0,0,2683,1417,2026,1785,86,103,100,841,654,912,464,25,23,71,1855,6483,6882,841,62,215,338,0,0,0,0,0,0,0
2024-07-10,6629,6836,6009,4758,320,904,1474,1735,946,1419,1031,73,40,118,623,494,710,354,11,5,37,1634,5781,6529,664,46,30,146,358,172,268,189,68,1,4
2024-07-11,5892,6834,9181,1992,277,901,375,1894,806,1558,916,67,38,121,699,580,939,229,9,10,92,1494,5831,6446,616,62,94,107,365,208,387,132,37,5,12
2024-07-12,6195,6885,8667,2487,427,914,585,1744,893,1479,936,82,66,74,817,556,1029,242,29,31,42,2212,8384,9653,619,100,58,166,405,221,409,179,14,9,15
2024-07-13,8461,9217,12030,3646,608,1066,328,2515,1171,2566,847,119,48,106,1367,1013,2009,287,26,6,52,3988,5185,8090,739,142,80,122,796,439,939,202,76,11,7
2024-07-14,7478,7735,9162,2680,878,873,1620,2505,861,2025,735,201,20,385,1057,702,1396,315,28,12,8,2744,3903,5556,622,207,103,159,752,308,709,190,137,4,20
2024-07-15,16471,6981,14261,1800,507,1234,5650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,136,247,158,73,8,36
2024-07-16,0,0,0,0,0,0,0,2486,1187,1708,1290,105,141,429,712,659,857,457,26,25,6,1787,5004,5550,739,66,218,218,0,0,0,0,0,0,0
2024-07-17,5304,4658,6709,1635,147,1130,341,940,545,751,462,53,29,190,407,215,367,245,4,1,5,1278,3670,4411,353,56,35,93,251,92,170,138,24,4,7
2024-07-18,3079,2274,3487,968,144,556,198,611,200,431,204,68,20,88,305,134,295,123,2,9,10,813,1808,2194,264,39,65,59,104,48,78,44,28,2,0
2024-07-19,7625,8830,11206,2588,318,1762,581,1215,765,1167,729,44,18,22,875,579,980,423,11,22,18,2537,5621,7236,650,77,78,117,216,91,187,83,27,8,2
2024-07-20,7483,7336,7533,3377,418,2105,1386,2324,991,2232,604,106,82,291,1008,686,1367,280,9,19,19,3613,5141,7621,685,127,116,205,855,387,957,181,51,19,34
2024-07-21,7011,7499,10644,2136,371,1022,337,2256,996,2036,911,169,47,89,910,646,1173,346,13,7,17,3161,3819,6042,638,76,79,145,867,352,907,217,71,6,18
2024-07-22,12532,4527,13707,1395,265,743,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,159,307,117,44,10,5
2024-07-23,0,0,0,0,0,0,0,2396,1020,1703,935,98,192,488,732,565,863,407,5,10,12,2127,4965,5893,578,103,216,302,0,0,0,0,0,0,0
2024-07-24,7055,7573,7237,2977,1329,2482,603,1450,788,1165,662,84,108,219,621,477,805,264,13,5,11,2271,5009,6430,573,52,63,162,324,169,292,145,43,6,7
2024-07-25,5638,5314,7470,1561,293,1297,331,1228,610,1139,465,43,85,106,597,457,755,295,2,0,2,2001,4396,5554,544,94,85,120,274,124,228,128,28,8,6
2024-07-26,4669,5409,3871,2614,325,1910,1358,1358,510,972,681,57,93,65,554,346,604,240,10,11,35,2158,4049,5450,493,80,52,132,282,128,256,103,37,10,4
2024-07-27,7142,7059,9855,2437,509,1045,355,1915,719,1677,615,90,68,184,773,521,1000,257,8,11,18,3691,3853,6693,586,77,26,162,519,280,605,136,37,11,10
2024-07-28,8612,8077,12203,2044,490,1421,531,2607,939,2146,1093,139,85,83,1196,822,1571,349,14,32,52,3589,4172,6903,588,52,57,161,771,410,870,210,75,19,7
2024-07-29,9008,9584,13644,2079,593,1828,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657,270,668,205,39,4,11
2024-07-30,0,0,0,0,0,0,0,3360,1632,3072,1573,124,124,99,1291,987,1757,441,32,20,28,4069,5884,8819,709,93,100,232,0,0,0,0,0,0,0
2024-07-31,0,22925,10704,3077,1124,4241,3779,783,3624,2303,1393,355,232,124,0,2816,1850,0,0,0,966,0,13879,12724,717,79,101,258,0,1555,1555,0,0,0,0
2024-08-01,7200,6512,10065,1943,261,1008,435,2128,975,1938,888,58,98,121,955,645,1321,215,14,22,28,3846,5918,8897,543,76,106,142,508,248,530,171,20,13,22
2024-08-02,7174,6696,10269,1983,349,857,412,2081,859,1995,753,80,17,95,954,648,1335,239,14,7,7,3923,6179,9259,588,58,95,102,511,279,513,173,82,11,11
2024-08-03,7827,6577,8590,2988,395,1979,452,2190,694,1789,880,65,35,115,1005,617,1286,292,9,22,13,6153,4728,9954,649,81,47,150,532,284,563,184,53,15,1
2024-08-04,5916,5185,7626,1703,449,976,347,1806,611,1116,844,112,54,291,722,402,799,298,9,8,10,4228,3168,6501,602,77,65,151,440,226,407,200,46,6,7
2024-08-05,5990,5622,7698,2200,438,993,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,183,348,211,44,7,7
2024-08-06,0,0,0,0,0,0,0,2779,1070,1901,1231,144,221,352,991,659,1049,539,24,14,24,1911,4171,4840,714,132,44,352,0,0,0,0,0,0,0
2024-08-07,7025,6423,9074,1829,499,1567,479,1507,592,1029,676,121,3,270,656,393,696,312,28,1,12,1311,3577,4015,550,121,53,149,365,111,225,167,74,2,8
2024-08-08,5838,5617,7612,1933,505,1161,244,1764,682,1125,1036,129,73,83,879,528,1001,348,18,30,10,1332,4121,4619,587,72,103,72,408,167,302,195,64,3,11
2024-08-09,6043,6026,8007,1950,557,1179,376,1871,703,1293,902,132,54,193,686,440,766,274,45,17,24,1660,4234,5071,546,54,67,156,414,138,214,263,46,3,26
2024-08-10,7834,8346,9339,3254,589,2690,308,2051,553,1260,909,101,58,276,1111,625,1196,462,25,20,33,3035,4032,5370,884,139,111,563,650,222,489,284,83,8,8
2024-08-11,7203,6489,9385,1898,971,1087,351,2454,1065,1788,1177,283,83,188,1005,538,991,411,46,19,76,1780,2791,3525,624,169,76,177,610,246,454,228,142,7,25
2024-08-12,7883,6677,9278,2230,1021,1886,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,144,223,269,173,13,19
2024-08-13,0,0,0,0,0,0,0,3174,1354,1820,1664,376,264,404,892,564,799,585,42,7,23,1623,3883,4060,730,274,246,196,0,0,0,0,0,0,0
2024-08-14,7449,9041,7324,4095,992,1226,2853,1828,784,1069,1112,193,39,199,661,298,524,351,31,32,21,1223,3435,3709,609,112,111,117,422,115,225,181,123,2,6
2024-08-15,8334,8058,8105,4132,757,1241,2157,2537,872,1804,994,218,91,302,1167,756,1412,430,34,13,34,2011,4796,5673,727,150,77,180,716,329,677,289,73,6,0
2024-08-16,6636,5948,8156,1904,984,1055,485,2104,888,1594,927,207,25,239,874,544,948,382,39,11,38,1645,3949,4541,645,147,57,204,508,150,326,209,103,9,11
2024-08-17,7675,6468,9243,2505,738,1356,301,2370,894,1730,1136,190,97,111,1130,589,1183,474,27,18,17,2055,3791,4549,760,179,59,299,705,299,557,346,87,12,2
2024-08-18,6635,6593,8766,2392,574,1257,239,2227,863,1419,1295,162,73,141,848,496,925,344,23,13,39,1570,2605,3138,701,111,83,142,539,218,415,255,73,5,9
2024-08-19,5268,7221,8699,1789,624,1152,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,106,160,222,44,1,1
2024-08-20,0,0,0,0,0,0,0,2838,1305,1728,1693,335,197,190,852,567,811,522,30,20,36,1474,3074,3341,714,101,54,338,0,0,0,0,0,0,0
2024-08-21,5166,4879,7036,1330,435,809,435,1270,477,642,808,82,97,118,455,256,384,274,15,12,26,1108,2761,3096,462,102,65,144,354,103,127,207,108,7,8
2024-08-22,6921,5669,8205,1932,702,1350,401,1784,523,921,1121,112,49,104,620,349,560,329,14,16,50,1085,3433,3587,534,146,106,145,367,131,193,199,83,2,21
2024-08-23,7131,7313,7302,3052,637,2106,1347,2011,655,1177,1129,175,71,114,710,490,777,357,24,14,28,1337,5035,5162,784,154,59,213,442,155,258,233,92,2,12
2024-08-24,8316,7430,10616,2344,648,1621,517,2670,1000,1972,1221,192,139,146,1214,677,1411,383,23,25,49,1883,3982,4793,636,176,70,190,742,296,693,225,93,4,23
2024-08-25,7682,7257,10245,2307,690,1274,423,2572,2038,2860,1088,159,95,408,916,621,1093,387,16,13,28,1765,3049,3604,772,137,72,229,613,302,572,254,52,33,4
2024-08-26,6958,6623,9145,2259,688,1136,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,160,281,250,61,12,23
2024-08-27,0,0,0,0,0,0,0,3277,1453,2409,1372,218,169,562,1190,768,1231,625,42,47,13,1897,5579,6049,768,149,211,299,0,0,0,0,0,0,0
2024-08-28,0,27010,10615,4648,2659,5330,3758,733,3867,2028,1472,518,471,111,0,3747,2406,0,0,0,1341,0,8666,7332,792,162,87,293,0,1493,1493,0,0,0,0
2024-08-29,5688,6050,8209,1730,401,1120,278,1849,664,1176,988,98,113,138,666,443,750,320,16,18,5,1347,4487,4810,614,146,132,132,370,132,227,182,79,1,13
2024-08-30,5303,5106,7022,1849,405,851,282,1678,579,1062,834,114,64,183,729,628,989,315,28,0,25,1594,5254,5850,639,137,102,120,389,171,285,196,52,11,16
2024-08-31,7291,7067,10279,2124,502,1056,397,2819,991,2380,1044,99,35,252,1388,910,1910,340,18,4,26,2603,5380,6830,764,111,77,201,942,385,997,221,79,12,18
2024-09-01,7305,5738,9405,2393,506,542,197,2785,791,1907,1215,145,28,281,1193,688,1377,454,25,1,24,2102,3912,4765,814,122,92,221,688,290,656,244,40,12,26
2024-09-02,6383,6941,9689,2391,422,565,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,86,146,152,40,16,20
2024-09-03,0,0,0,0,0,0,0,3785,1569,2551,1895,278,201,429,1218,741,1213,650,57,18,21,2039,6095,6395,1077,179,203,280,0,0,0,0,0,0,0
2024-09-04,7179,12251,15554,2309,700,623,244,2504,743,1522,1281,298,27,119,828,907,1279,394,18,19,25,1363,5090,5306,735,162,69,181,457,89,161,106,257,14,8
2024-09-05,5218,7147,7710,2579,407,567,1102,1952,948,1463,1040,171,92,134,649,532,834,299,18,15,15,1035,3750,3806,720,140,23,96,266,45,110,87,107,4,3
2024-09-06,6164,7733,10705,1848,588,521,235,2394,982,1825,1164,260,57,70,910,993,1495,376,22,9,1,1490,5329,5723,778,121,59,138,370,158,311,105,85,13,14
2024-09-07,9854,8734,13375,2780,777,1389,267,3833,1231,3248,1389,175,120,132,1975,1104,2564,420,27,8,60,3220,6881,8705,911,204,93,188,1301,574,1364,347,134,14,16
2024-09-08,8790,8374,11075,3416,732,599,1342,3681,1084,2961,1296,268,43,197,1370,826,1677,444,46,13,16,2300,3681,4896,711,137,58,179,958,409,940,304,89,15,19
2024-09-09,6693,7640,10969,2115,617,417,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,137,300,204,74,18,16
2024-09-10,0,0,0,0,0,0,0,3517,1818,2651,2136,268,92,188,1002,919,1267,524,57,24,49,1639,4681,4915,795,143,266,201,0,0,0,0,0,0,0
2024-09-11,8482,9469,14354,2163,694,394,346,2078,706,1371,1004,185,2,222,640,737,1036,280,24,7,30,929,4487,4611,506,126,42,131,380,81,203,208,34,5,11
2024-09-12,6446,5739,10099,1286,244,299,257,1011,730,1092,537,34,27,51,514,407,742,157,6,8,8,982,4671,4936,480,66,56,115,301,124,193,177,46,4,5
2024-09-13,7102,4536,9188,1457,204,627,162,1414,372,870,704,108,24,80,572,623,955,214,3,10,13,945,3586,3847,481,76,52,75,174,69,112,109,13,7,2
2024-09-14,3300,30311,19593,3866,2192,3549,4411,1109,6041,3924,1793,760,471,202,0,5517,3886,0,0,0,1631,0,10367,7522,1401,168,352,924,0,2406,1725,422,184,15,60
2024-09-15,3300,56491,34068,6482,3948,6937,8356,1178,7219,5052,2190,648,346,161,0,9551,7120,0,0,0,2431,0,10084,7704,1231,294,293,562,0,2952,2237,443,193,16,63
2024-09-16,0,102612,55615,15923,6705,14749,9620,1085,12670,9121,2517,1192,798,127,0,12513,9749,0,0,0,2764,0,11838,9153,1319,279,191,896,0,4389,3368,632,276,23,90
2024-09-17,0,62255,35749,6804,3943,7052,8707,1200,13527,9694,3124,935,799,175,0,14332,11173,0,0,0,3159,0,13853,10637,2119,154,294,649,0,4597,3728,538,235,19,77
2024-09-18,3300,39117,26013,5745,1761,3907,4991,1115,9408,7636,1516,792,441,138,0,7998,6293,0,0,0,1705,0,9681,8095,1113,64,84,325,0,2731,2179,342,149,12,49
2024-09-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-20,7381,5876,8908,2274,396,566,1113,1703,596,995,668,148,70,418,475,857,1081,230,11,8,2,1077,3313,3773,424,21,51,121,255,98,193,139,17,3,1
2024-09-21,11228,7556,15508,1750,593,704,229,3259,1544,3466,891,129,39,278,2010,1420,3028,353,23,7,19,3350,7145,9002,790,221,161,321,1406,498,1561,260,59,8,16
2024-09-22,14751,14013,23695,2827,1148,748,346,4588,1944,4464,1283,361,139,285,2469,1784,3708,464,42,20,19,4106,7206,9851,804,240,206,211,1701,723,1890,356,156,19,3
2024-09-23,7971,10422,10400,3107,809,1469,2608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,199,345,123,96,14,9
2024-09-24,0,0,0,0,0,0,0,2784,2811,3743,1099,378,243,132,2051,1585,2700,791,62,16,67,2986,10111,11421,877,236,200,363,0,0,0,0,0,0,0
2024-09-25,3300,36424,24903,3713,1816,4740,4552,1063,7972,5899,1621,774,586,155,0,10677,8029,0,0,0,2648,0,16022,14574,786,109,170,383,0,3205,3205,0,0,0,0
