ÀÏÀÚ,°æº¹±Ã(À¯·á),°æº¹±Ã(¹«·á),°æº¹±Ã(³»±¹ÀÎ),°æº¹±Ã(¿µ¾î±Ç),°æº¹±Ã(ÀÏ¾î±Ç),°æº¹±Ã(Áß¾î±Ç),°æº¹±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢´ö±Ã(À¯·á),Ã¢´ö±Ã(¹«·á),Ã¢´ö±Ã(³»±¹ÀÎ),Ã¢´ö±Ã(¿µ¾î±Ç),Ã¢´ö±Ã(ÀÏ¾î±Ç),Ã¢´ö±Ã(Áß¾î±Ç),Ã¢´ö±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢°æ±Ã(À¯·á),Ã¢°æ±Ã(¹«·á),Ã¢°æ±Ã(³»±¹ÀÎ),Ã¢°æ±Ã(¿µ¾î±Ç),Ã¢°æ±Ã(ÀÏ¾î±Ç),Ã¢°æ±Ã(Áß¾î±Ç),Ã¢°æ±Ã(±âÅ¸¿Ü±¹ÀÎ),´ö¼ö±Ã(À¯·á),´ö¼ö±Ã(¹«·á),´ö¼ö±Ã(³»±¹ÀÎ),´ö¼ö±Ã(¿µ¾î±Ç),´ö¼ö±Ã(ÀÏ¾î±Ç),´ö¼ö±Ã(Áß¾î±Ç),´ö¼ö±Ã(±âÅ¸¿Ü±¹ÀÎ),Á¾¹¦(À¯·á),Á¾¹¦(¹«·á),Á¾¹¦(³»±¹ÀÎ),Á¾¹¦(¿µ¾î±Ç),Á¾¹¦(ÀÏ¾î±Ç),Á¾¹¦(Áß¾î±Ç),Á¾¹¦(±âÅ¸¿Ü±¹ÀÎ)
2024-09-26,11239,17006,24190,2312,549,625,569,3075,1104,2430,1177,142,125,305,1217,1175,1964,366,22,8,32,2216,7906,8907,825,150,52,188,382,212,406,120,57,7,4
2024-09-27,11597,10381,17479,2837,593,652,417,3211,1915,3382,997,289,36,422,1526,1744,2889,328,34,7,12,2979,9142,10581,982,222,89,247,441,217,425,148,75,6,4
2024-09-28,15632,12256,22914,2781,786,865,542,4959,2392,5515,1271,151,45,369,3233,2462,5110,518,31,12,24,6361,12068,16628,1116,268,102,315,1741,964,2236,385,69,9,6
2024-09-29,13956,11780,20874,2571,804,1102,385,4599,2128,4574,1669,188,109,187,2462,2185,4013,511,42,16,65,6595,7925,13057,891,154,87,331,1439,653,1682,311,70,11,18
2024-09-30,8685,13707,17865,2801,439,942,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,284,597,180,37,11,7
2024-10-01,0,0,0,0,0,0,0,5899,3512,6896,2032,116,208,159,2956,3205,5490,541,14,37,79,7026,12215,17857,933,76,159,216,1496,685,1922,225,13,9,12
2024-10-02,13752,15377,23697,2676,606,2005,145,4092,2729,4577,1708,113,79,344,1722,2137,3276,543,17,5,18,3941,8618,11309,865,69,115,201,0,0,0,0,0,0,0
2024-10-03,21626,22537,33272,5727,1304,3473,387,6691,3864,8555,1445,125,70,360,4305,3850,7625,415,21,25,69,11050,19439,28783,1104,170,137,295,2599,1292,3459,367,42,7,16
2024-10-04,15477,18569,21940,6433,510,4612,551,4859,2478,5420,1568,122,66,161,2529,2165,4185,439,16,16,38,6582,13587,18697,990,151,157,174,793,494,1046,182,50,8,1
2024-10-05,17421,15720,28387,2500,490,1204,560,5933,3062,6924,1344,222,116,389,3864,3088,6398,459,23,15,57,8580,13643,20609,967,212,94,341,2144,1122,2780,378,70,21,17
2024-10-06,13005,11621,19384,2526,577,1438,701,4168,1957,4187,1444,119,51,324,1976,1773,3272,374,18,28,57,5334,6795,10653,858,182,187,249,1064,610,1340,241,64,9,20
2024-10-07,7066,9606,12869,2419,343,784,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,215,392,254,38,18,6
2024-10-08,0,0,0,0,0,0,0,5276,5428,7772,2270,145,94,423,2124,2341,3664,686,28,51,36,4315,13509,15969,1027,116,214,498,0,0,0,0,0,0,0
2024-10-09,14861,19787,29778,3287,513,538,532,6634,3832,8313,1586,140,46,381,4860,4127,8378,521,38,12,38,8804,14623,21804,950,192,128,353,2744,1846,4077,437,63,9,4
2024-10-10,10849,14143,21585,2192,300,705,210,3486,3264,4879,1050,84,76,661,2484,2510,4528,437,8,21,0,3617,10073,12307,832,172,123,256,975,988,1516,252,48,78,69
2024-10-11,11488,22419,29965,2389,558,479,516,4005,2893,5151,1439,83,17,208,2017,3078,4588,421,43,21,22,4130,12736,15585,810,178,154,139,991,555,1174,238,88,22,24
2024-10-12,17519,19799,26905,4354,2803,2715,541,5979,3485,7499,1269,174,41,481,5011,3755,8089,523,70,38,46,8529,14739,21476,991,243,114,444,2504,1420,3473,322,116,3,10
2024-10-13,15670,17871,27679,2893,1314,1004,651,5641,3526,6636,1336,476,176,543,3614,3316,6195,621,83,18,13,6618,9947,14868,971,328,114,284,1931,1320,2731,365,119,17,19
2024-10-14,8624,16089,19975,2912,862,651,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,288,471,173,75,5,3
2024-10-15,0,0,0,0,0,0,0,5285,3306,5574,1521,399,42,1055,1788,2202,3265,649,24,44,8,3489,10918,12316,1248,307,152,384,0,0,0,0,0,0,0
2024-10-16,13308,23321,24151,6757,1522,2420,1779,4177,2376,4456,1186,249,23,639,1707,2048,3212,516,7,12,8,3688,12035,14273,899,213,167,171,565,245,506,201,92,6,5
2024-10-17,12535,18790,26424,2993,485,577,846,4267,2393,4365,1296,164,181,654,1706,2181,3346,499,22,1,19,3933,11973,14384,967,222,158,175,458,244,506,147,32,0,17
2024-10-18,8183,9129,11522,3188,285,901,1416,2363,1130,2430,581,158,9,315,809,924,1541,170,13,4,5,2197,3701,5281,339,89,38,151,278,50,200,45,79,2,2
2024-10-19,18606,20700,25060,7148,968,2622,3508,7016,4019,8626,1629,293,189,298,4587,3827,7554,749,47,56,8,8256,14500,20946,972,237,111,490,2422,1481,3347,418,131,2,5
2024-10-20,17038,18541,30343,3208,691,637,700,6609,3206,7436,1861,175,131,212,3565,3245,6042,648,35,17,68,7096,11009,16356,968,253,81,447,2158,1446,3024,395,147,7,31
2024-10-21,10020,14125,11828,6036,850,1812,3619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,230,430,223,121,13,59
2024-10-22,0,0,0,0,0,0,0,3877,1742,3321,1297,304,245,452,437,1107,1112,328,34,40,30,1763,4596,5381,563,93,54,268,0,0,0,0,0,0,0
2024-10-23,14039,19803,24317,4924,1836,1537,1228,4930,2664,4939,1827,152,35,641,2141,2856,4110,789,31,31,36,3082,11279,12452,1036,252,239,382,614,552,803,278,67,6,12
2024-10-24,13076,19032,27317,2551,677,954,609,5165,2927,5555,1737,116,151,533,2336,2243,3903,578,28,24,46,3452,13565,15325,1034,242,235,181,486,343,580,182,48,6,13
2024-10-25,13722,19969,29062,2545,597,988,499,5668,3444,6643,1458,172,200,639,2886,3553,5786,525,36,11,81,4431,12314,14911,1025,231,183,395,906,327,920,156,137,8,12
2024-10-26,19967,23934,34525,5361,589,797,2629,8678,5064,11339,1552,164,120,567,6459,5137,10809,612,43,53,79,8726,17286,24036,1122,225,253,376,2753,1591,3815,411,96,2,20
2024-10-27,16449,17623,29372,2667,521,839,673,6596,3454,7611,1397,194,74,774,3894,3079,6177,700,48,34,14,3308,7947,9851,660,197,256,291,1873,1357,2739,403,58,3,27
2024-10-28,10567,15129,16677,5292,555,646,2526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,273,563,195,90,8,15
2024-10-29,0,0,0,0,0,0,0,6362,4288,7372,2189,166,319,604,2726,3185,5005,693,28,21,164,3980,12490,14141,1274,219,495,341,0,0,0,0,0,0,0
2024-10-30,0,46230,27751,4889,2368,4153,7069,1485,16387,13011,2239,1209,1121,292,0,21496,16748,0,0,0,4748,0,26954,24709,1337,149,378,381,0,5696,5696,0,0,0,0
2024-10-31,10082,16987,22908,2498,423,739,501,5429,3756,6912,1860,84,91,238,3023,3405,5604,627,31,21,145,4360,13025,15991,835,126,244,189,422,308,512,156,54,3,5
2024-11-01,8262,14285,13344,4312,523,1579,2789,5377,2892,6150,1389,99,37,594,3193,3208,5842,437,19,12,91,4642,11967,14788,880,143,333,465,483,335,601,144,55,11,7
2024-11-02,15250,16690,27248,2567,709,623,793,9989,7026,14529,1749,240,179,318,8976,7477,15664,657,53,26,53,10187,12297,21363,572,105,268,176,3944,2609,5983,499,62,3,6
2024-11-03,14039,17438,20680,4289,3194,1852,1462,9154,5652,12282,1797,344,88,295,7464,5884,12482,730,86,19,31,7950,13659,19709,873,348,296,383,2524,1521,3436,430,154,8,17
2024-11-04,9376,13862,18072,3305,817,427,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,254,488,203,135,10,2
2024-11-05,0,0,0,0,0,0,0,6854,5993,9843,2443,208,153,200,3635,4897,7596,881,23,21,11,4558,13626,16181,1122,246,339,296,0,0,0,0,0,0,0
2024-11-06,9173,14688,19324,2760,655,617,505,5328,3252,6454,1744,109,81,192,2748,3031,5202,478,36,13,50,3770,12395,14788,793,129,154,301,433,238,430,129,100,5,7
2024-11-07,7751,15100,16655,3011,457,522,2206,5202,4050,7169,1408,139,139,397,2818,2593,4868,504,20,16,3,3465,12219,14451,689,132,65,347,402,244,442,116,72,8,8
2024-11-08,8823,14226,19456,2209,586,511,287,5711,5079,8589,1667,243,128,163,3456,2854,5692,507,39,18,54,4643,13971,16641,937,300,298,438,544,297,656,111,56,8,10
2024-11-09,14625,23864,34246,2585,569,696,393,9541,9448,17037,1243,173,108,428,8616,6966,15081,433,44,8,16,7434,14778,20879,671,200,151,311,2943,2104,4609,359,59,6,14
2024-11-10,12708,15809,24943,2042,575,527,430,8633,9652,15981,1578,307,60,359,7355,6008,12659,540,61,58,45,8067,12467,18916,920,263,142,293,2363,1433,3289,407,90,7,3
2024-11-11,8842,14158,12458,4565,730,2655,2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,348,748,140,66,30,16
2024-11-12,0,0,0,0,0,0,0,0,177,177,0,0,0,0,2867,3135,5399,559,10,4,30,5146,13537,17053,826,219,124,461,0,0,0,0,0,0,0
2024-11-13,8166,13393,12104,3210,1458,1461,3326,5074,4522,7560,1157,242,46,591,3095,3373,5855,537,57,7,12,4464,13305,16550,632,129,230,228,537,396,688,138,94,10,3
2024-11-14,6686,9652,13156,2001,370,526,285,3866,4078,6414,1176,69,70,215,2072,2292,3937,362,14,10,41,3204,9651,11701,646,177,219,112,377,268,481,127,31,6,0
2024-11-15,9174,12707,17919,2436,466,712,348,5107,3594,6660,1103,205,48,685,3257,3266,5983,466,52,10,12,5323,14243,17695,913,315,306,337,638,320,734,139,77,7,1
2024-11-16,11712,15174,22738,1994,691,981,482,6662,5294,10319,932,156,74,475,5833,3946,9220,458,36,18,47,6221,12302,16900,705,255,261,402,2369,1405,3384,300,65,8,17
2024-11-17,11316,12923,16146,3042,1907,1712,1432,6007,4671,8779,939,244,48,668,5061,3882,8225,600,75,27,16,5407,10601,14552,744,218,168,326,2030,1198,2774,360,82,5,7
2024-11-18,6885,7619,10216,2528,661,624,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,193,453,114,91,21,10
2024-11-19,6394,0,6394,0,0,0,0,4486,4083,6360,1320,136,69,684,2286,2232,3849,628,31,9,1,3386,10338,12107,713,166,406,332,0,0,0,0,0,0,0
2024-11-20,5818,11200,8794,3009,1464,1364,2387,3344,3301,5008,1216,145,23,253,1428,1968,2964,371,26,6,29,2548,9680,11172,607,156,41,252,452,191,439,109,86,5,4
2024-11-21,5606,7975,10615,1623,445,707,191,3303,2532,4346,650,112,74,653,1682,1876,3182,318,21,15,22,2726,10920,12793,478,129,38,208,413,216,491,81,39,15,3
2024-11-22,11114,9919,15571,2014,505,918,2025,3520,6178,8282,1090,160,17,149,1715,1978,3279,337,46,16,15,6665,10751,14637,575,217,164,1823,421,233,459,106,66,12,11
2024-11-23,11440,14708,21718,2495,777,765,393,5971,6976,10959,1264,138,94,492,4352,3996,7740,508,52,42,6,5942,13705,18421,617,245,114,250,2359,1317,3065,345,220,16,30
2024-11-24,9732,11248,16851,2383,726,655,365,4785,3222,6316,1211,130,43,307,3693,3114,6266,433,68,30,10,4837,8510,12441,494,148,79,185,2021,1144,2697,301,136,13,18
2024-11-25,6994,10249,13163,1981,697,812,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,288,522,114,56,5,2
2024-11-26,0,0,0,0,0,0,0,2663,2115,2942,1250,95,34,457,709,905,1310,261,23,7,13,1334,4453,5057,383,116,72,159,0,0,0,0,0,0,0
2024-11-27,1024,29009,12902,3836,2263,3630,7402,617,6247,4705,1621,325,152,61,0,4414,3145,0,0,0,1269,1880,1939,3571,110,44,19,75,0,0,0,0,0,0,0
2024-11-28,5887,4530,7092,2367,234,268,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3219,2752,216,127,19,105,0,0,0,0,0,0,0
2024-11-29,6085,7681,9909,2315,385,737,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5088,4642,220,73,35,118,0,0,0,0,0,0,0
2024-11-30,8680,9679,10254,3604,572,475,3454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8038,7425,249,158,40,166,0,0,0,0,0,0,0
2024-12-01,7732,7942,11956,2351,489,565,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5288,4873,207,58,2,148,0,0,0,0,0,0,0
2024-12-02,4696,7925,6617,2996,301,669,2038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-03,0,0,0,0,0,0,0,1642,3460,3893,1109,52,20,28,1069,1265,1685,426,25,10,188,1604,6564,7125,658,110,77,198,0,0,0,0,0,0,0
2024-12-04,4635,5847,7352,1651,444,584,451,793,1384,1577,456,22,8,114,630,742,1044,288,10,2,28,1020,6691,7030,376,127,71,107,194,124,181,86,46,4,1
2024-12-05,4179,5743,4186,2340,467,1534,1395,757,1407,1674,411,50,13,16,656,862,1225,186,14,9,84,940,7089,7413,331,81,56,148,233,169,300,70,20,10,2
2024-12-06,4693,5240,7254,1300,282,669,428,931,1793,2085,450,98,84,7,657,716,1112,206,11,6,38,986,6006,6507,268,80,49,88,200,132,212,75,33,8,4
2024-12-07,5619,6040,6646,2581,422,777,1233,1404,1982,2780,506,44,41,15,1373,1023,1993,290,51,14,48,1821,5561,6677,318,152,62,173,807,597,1154,189,50,5,6
2024-12-08,5169,5876,8287,1385,278,686,409,1352,1684,2318,461,116,29,112,1146,864,1572,340,52,15,31,1490,4050,4777,326,155,91,191,760,382,907,144,64,7,20
2024-12-09,4250,6452,7701,1621,308,503,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,103,188,76,70,21,0
2024-12-10,0,0,0,0,0,0,0,1329,2760,3089,846,90,57,7,880,1116,1544,396,20,28,8,1485,7122,7907,363,109,45,183,0,0,0,0,0,0,0
2024-12-11,4803,6329,7954,1558,320,964,336,659,1589,1818,276,59,31,64,571,834,1135,235,15,18,2,1146,7980,8446,338,105,135,102,245,198,288,63,67,15,10
2024-12-12,3639,6090,5367,2269,278,414,1401,929,1395,1814,378,39,17,76,403,676,922,142,8,3,4,849,6745,7146,236,101,34,77,129,258,337,24,19,5,2
2024-12-13,4157,5705,7404,1297,282,451,428,1165,1984,2443,500,58,18,130,504,1040,1346,185,6,7,0,1140,6564,6888,302,119,201,194,211,108,189,39,79,9,3
2024-12-14,5196,6008,8485,1509,336,599,275,1943,1828,2930,434,87,37,283,930,971,1657,214,18,11,1,881,5707,5906,273,134,53,222,866,527,1154,147,71,6,15
2024-12-15,6010,7805,7914,3207,416,632,1646,1769,1993,2885,630,125,75,47,1041,1040,1765,196,28,32,60,1654,4041,4857,409,167,91,171,691,483,954,113,51,11,45
2024-12-16,3912,6352,4291,2494,315,1543,1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,115,222,69,23,8,5
2024-12-17,0,0,0,0,0,0,0,1917,3678,4167,834,81,180,333,693,856,1191,283,28,32,15,1227,7129,7529,395,126,86,220,0,0,0,0,0,0,0
2024-12-18,5333,5554,7569,1700,259,712,647,1019,1845,2222,561,13,6,62,405,647,856,151,7,14,24,1012,5009,5450,313,91,47,120,121,47,110,34,19,3,2
2024-12-19,4130,5848,7349,1400,124,509,596,1078,1538,1963,476,22,67,88,445,653,900,167,10,16,5,950,5004,5366,302,44,51,191,173,100,188,52,19,10,4
2024-12-20,4463,5876,7944,1452,171,530,242,1258,1662,2304,474,39,35,68,491,674,986,154,5,6,14,1275,6394,6992,349,75,115,138,218,129,276,40,29,1,1
2024-12-21,5891,6964,9673,1866,224,628,464,2094,2392,3713,563,15,30,165,1035,875,1659,236,10,5,0,1752,5876,6901,358,80,79,210,802,470,1064,142,54,9,3
2024-12-22,6322,7325,9611,2406,236,704,690,1795,1682,2531,642,95,18,191,719,642,1010,312,21,13,5,1751,3659,4609,505,63,79,154,642,298,706,191,33,0,10
2024-12-23,5945,7402,9779,2325,169,707,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,162,337,99,28,14,8
2024-12-24,0,0,0,0,0,0,0,2629,2993,3614,1784,17,35,172,831,1037,1394,360,12,19,83,1796,6820,7638,534,52,65,327,0,0,0,0,0,0,0
2024-12-25,0,34364,16810,3531,1537,5249,7237,598,7356,5125,2097,470,210,52,0,4593,3520,0,0,0,1073,0,15361,13805,799,90,175,492,0,2345,2345,0,0,0,0
2024-12-26,5879,7405,7968,2986,1211,636,483,1452,1968,2506,758,32,24,100,605,1172,1437,326,6,8,0,1223,5236,5626,465,68,86,214,242,110,248,69,21,13,1
2024-12-27,6171,7177,7226,3353,417,642,1710,1607,2288,2740,661,105,51,338,603,995,1286,245,30,8,29,1264,5697,6135,531,91,55,149,300,113,241,114,51,3,4
2024-12-28,7022,8404,7584,3350,892,1931,1669,2226,2577,3542,930,89,32,210,1165,1603,2357,333,37,20,21,1654,8613,9380,485,140,82,180,903,591,1144,229,91,7,23
2024-12-29,8155,8656,12321,2249,712,829,700,2550,2106,3215,1265,102,12,62,1009,1384,2023,297,48,12,13,1889,6875,7581,606,164,101,312,1033,563,1199,205,165,14,13
2024-12-30,8078,9222,12371,2475,804,820,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,279,511,122,113,9,1
2024-12-31,0,0,0,0,0,0,0,3036,3096,4215,1627,105,77,108,1062,1255,1770,426,52,39,30,2189,6523,7558,533,147,32,442,0,0,0,0,0,0,0
