ÀÏÀÚ,°æº¹±Ã(À¯·á),°æº¹±Ã(¹«·á),°æº¹±Ã(³»±¹ÀÎ),°æº¹±Ã(¿µ¾î±Ç),°æº¹±Ã(ÀÏº»¾î±Ç),°æº¹±Ã(Áß±¹¾î±Ç),°æº¹±Ã(±âÅ¸¿Ü±¹ÀÎ),´ö¼ö±Ã(À¯·á),´ö¼ö±Ã(¹«·á),´ö¼ö±Ã(³»±¹ÀÎ),´ö¼ö±Ã(¿µ¾î±Ç),´ö¼ö±Ã(ÀÏº»¾î±Ç),´ö¼ö±Ã(Áß±¹¾î±Ç),´ö¼ö±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢°æ±Ã(À¯·á),Ã¢°æ±Ã(¹«·á),Ã¢°æ±Ã(³»±¹ÀÎ),Ã¢°æ±Ã(¿µ¾î±Ç),Ã¢°æ±Ã(ÀÏº»¾î±Ç),Ã¢°æ±Ã(Áß±¹¾î±Ç),Ã¢°æ±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢´ö±Ã(À¯·á),Ã¢´ö±Ã(¹«·á),Ã¢´ö±Ã(³»±¹ÀÎ),Ã¢´ö±Ã(¿µ¾î±Ç),Ã¢´ö±Ã(ÀÏº»¾î±Ç),Ã¢´ö±Ã(Áß±¹¾î±Ç),Ã¢´ö±Ã(±âÅ¸¿Ü±¹ÀÎ)
2022-01-20,880,1196,2040,21,0,3,12,935,3957,4862,19,0,4,7,513,531,1034,10,0,0,0,732,513,1212,27,1,0,5
2022-01-21,753,920,1652,14,0,3,4,1057,3943,4970,30,0,0,0,422,495,912,1,0,2,2,586,412,986,6,1,0,5
2022-01-22,2202,2070,4170,44,0,0,58,2298,4634,6870,50,2,0,10,1008,752,1749,7,0,0,4,1185,665,1827,11,0,0,12
2022-01-23,2420,2240,4579,46,0,10,25,1669,3388,4983,44,0,0,30,1035,805,1822,16,0,0,2,1199,704,1864,31,0,0,8
2022-01-24,787,1001,1756,29,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-25,0,4,4,0,0,0,0,796,2846,3621,14,1,0,6,215,272,482,0,0,0,5,482,331,807,6,0,0,0
2022-01-26,0,3223,3141,44,4,20,14,0,6629,6611,17,0,0,1,0,1898,1869,0,0,0,29,252,1994,2183,63,0,0,0
2022-01-27,498,780,1255,22,1,0,0,745,3978,4696,26,0,0,1,284,409,683,10,0,0,0,489,296,766,7,0,0,12
2022-01-28,515,718,1202,27,0,3,1,1270,3374,4613,25,1,0,5,299,400,695,4,0,0,0,444,319,753,7,0,0,3
2022-01-29,1855,1703,3491,42,1,6,18,1656,2651,4258,24,0,0,25,671,486,1139,12,1,0,5,967,443,1377,23,0,0,10
2022-01-30,3517,2428,5784,135,1,7,18,2060,2776,4735,37,6,0,58,1103,709,1793,17,0,0,2,1282,668,1887,32,2,0,29
2022-01-31,5109,3705,8534,147,7,10,116,2165,2088,4214,21,0,0,18,1039,656,1679,15,1,0,0,1576,772,2268,53,0,6,21
2022-02-01,6493,4093,10430,117,0,0,39,3241,3265,6369,59,5,7,66,2997,1521,4474,38,0,0,6,3435,1794,5075,146,0,0,8
2022-02-02,3474,3139,6513,70,2,10,18,2319,2858,5133,41,0,2,1,1495,1066,2550,6,3,0,2,1753,1013,2714,22,0,0,30
2022-02-03,0,156,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-04,559,920,1463,11,0,5,0,977,3148,4110,12,0,0,3,310,336,638,8,0,0,0,520,360,868,7,0,0,5
2022-02-05,998,1112,2076,24,2,1,7,1521,2552,4039,16,0,0,18,500,352,838,14,0,0,0,839,389,1180,33,0,0,15
2022-02-06,1207,1214,2361,47,0,10,3,1229,2048,3218,47,1,0,11,585,550,1114,16,0,0,5,726,456,1164,8,1,0,9
2022-02-07,427,619,1025,16,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-08,0,100,100,0,0,0,0,940,4698,5613,14,0,0,11,394,563,942,5,0,2,8,586,562,1135,3,0,0,10
2022-02-09,546,938,1456,24,0,2,2,973,4812,5765,14,0,0,6,371,455,821,2,0,3,0,432,387,809,10,0,0,0
2022-02-10,587,1185,1750,17,2,2,1,2160,4681,6813,19,0,0,9,385,449,825,8,0,0,1,468,361,820,1,0,0,8
2022-02-11,678,1264,1921,19,0,2,0,1154,4860,5991,15,1,3,4,399,477,873,1,0,0,2,476,379,844,9,0,0,2
2022-02-12,2208,2319,4457,56,1,11,2,2675,5661,8247,70,1,2,16,1251,817,2043,21,0,0,4,1386,720,2042,41,1,0,22
2022-02-13,2158,2203,4324,31,4,2,0,1860,3258,5067,29,1,3,18,987,799,1771,15,0,0,0,1144,710,1815,21,0,0,18
2022-02-14,626,918,1534,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-15,0,75,75,0,0,0,0,915,2971,3856,23,0,4,3,336,394,714,16,0,0,0,475,389,809,41,0,0,14
2022-02-16,378,652,1021,9,0,0,0,796,3445,4227,12,0,0,2,218,257,464,10,0,1,0,308,219,506,8,0,0,13
2022-02-17,395,775,1151,16,0,2,1,770,3096,3826,33,0,0,7,248,351,592,6,0,0,1,274,234,491,5,0,0,12
2022-02-18,624,1071,1675,19,0,0,1,1116,4975,6043,39,1,2,6,397,444,818,17,0,0,6,476,349,810,7,0,0,8
2022-02-19,1663,1549,3153,51,3,0,5,2120,3778,5806,79,0,0,13,685,527,1191,14,1,0,6,1020,630,1606,21,0,6,17
2022-02-20,1224,1344,2499,53,0,3,13,1559,2248,3726,59,1,6,15,552,470,1006,16,0,0,0,732,495,1182,23,1,0,21
2022-02-21,621,715,1298,34,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-22,0,82,82,0,0,0,0,1353,3348,4652,47,0,0,2,334,424,736,7,0,0,15,471,362,779,50,0,0,4
2022-02-23,0,2756,2482,202,3,21,48,0,5542,5489,45,1,0,7,0,1201,1168,0,0,0,33,151,1548,1620,79,0,0,0
2022-02-24,534,1034,1536,26,0,1,5,1182,4083,5213,50,0,0,2,352,444,776,13,0,0,7,371,337,674,29,3,0,2
2022-02-25,906,1285,2131,56,4,0,0,2659,5245,7812,76,0,3,13,416,523,909,14,0,1,15,542,420,927,21,0,0,14
2022-02-26,1566,1718,3237,47,0,0,0,2512,3550,5991,65,0,0,6,621,426,1020,21,0,0,6,987,461,1421,23,0,0,4
2022-02-27,2929,3292,6091,96,0,3,31,2660,3631,6154,127,1,0,9,1385,921,2252,35,0,0,19,1611,755,2298,64,0,0,4
2022-02-28,1441,1577,2941,68,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01,2141,2361,4389,61,0,0,52,3837,4429,8190,68,0,1,7,917,758,1657,12,0,2,4,1301,775,2040,21,0,1,14
2022-03-02,0,115,115,0,0,0,0,623,2929,3517,28,0,3,4,393,499,877,14,0,0,1,379,403,765,7,0,4,6
2022-03-03,611,865,1445,27,0,4,0,392,4447,4806,27,2,1,3,421,511,915,14,0,2,1,425,372,782,9,0,2,4
2022-03-04,520,810,1285,40,2,1,2,361,4186,4494,48,0,3,2,293,336,618,3,0,0,8,386,265,629,14,0,0,8
2022-03-05,1940,1669,3455,135,3,2,14,784,2821,3487,98,0,2,18,772,660,1405,27,0,0,0,1065,612,1599,65,0,0,13
2022-03-06,2133,1737,3747,97,9,3,14,716,3190,3757,111,0,1,37,871,793,1635,26,0,2,1,1233,684,1884,10,0,0,23
2022-03-07,528,630,1122,30,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08,0,116,116,0,0,0,0,483,4981,5413,39,0,1,11,496,527,1011,7,0,4,1,661,375,1005,14,0,2,15
2022-03-09,3046,2974,5926,63,6,7,18,1131,3689,4736,79,0,0,5,1522,1125,2621,15,0,0,11,1790,1076,2812,25,0,2,27
2022-03-10,576,824,1388,7,0,2,3,529,4544,5036,34,0,0,3,433,392,810,10,0,0,5,478,303,737,22,4,0,18
2022-03-11,805,1210,1962,34,2,1,16,568,4991,5504,38,0,1,16,588,514,1084,13,0,0,5,564,432,941,44,1,1,9
2022-03-12,3260,3092,6198,130,7,11,6,1333,4316,5536,74,0,5,34,1580,928,2487,15,1,0,5,1848,932,2714,34,2,0,30
2022-03-13,1081,902,1919,52,2,8,2,471,1601,1995,60,0,0,17,529,378,896,9,0,0,2,795,368,1143,11,0,0,9
2022-03-14,346,256,590,5,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15,0,140,140,0,0,0,0,1441,5199,6603,20,0,0,17,627,607,1214,8,0,2,10,698,472,1125,20,0,2,23
2022-03-16,832,1064,1870,22,0,4,0,498,5291,5759,25,0,0,5,565,547,1095,13,0,2,2,594,400,985,2,0,0,7
2022-03-17,501,776,1261,16,0,0,0,318,5246,5539,20,0,0,5,470,467,919,7,1,0,10,510,347,828,19,1,0,9
2022-03-18,509,820,1266,59,1,0,3,348,3599,3873,68,0,0,6,357,368,708,7,0,2,8,491,243,704,22,2,0,6
2022-03-19,1031,967,1911,53,4,2,28,554,2095,2594,45,0,0,10,548,373,905,10,2,0,4,811,399,1163,38,0,6,3
2022-03-20,2660,2701,5223,123,2,1,12,1030,3052,3958,85,0,0,39,1333,975,2257,33,1,0,17,1872,984,2758,68,0,2,28
2022-03-21,738,794,1506,21,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22,0,81,81,0,0,0,0,737,5477,6177,32,1,0,4,938,963,1882,15,1,0,3,1822,1252,3023,21,2,0,28
2022-03-23,488,1131,1587,22,0,4,6,325,3812,4110,20,0,4,3,545,603,1143,5,0,0,0,1792,1001,2765,19,0,0,9
2022-03-24,612,1035,1607,38,0,1,1,356,4706,5009,44,0,0,9,730,819,1536,13,0,0,0,2962,1880,4803,26,0,0,13
2022-03-25,964,1168,2039,80,3,1,9,1018,4995,5957,48,1,0,7,696,718,1399,15,0,0,0,1165,771,1903,21,0,0,12
2022-03-26,2518,2607,5009,111,2,3,0,1290,4219,5473,26,5,0,5,1552,922,2431,41,0,0,2,2147,1005,3089,51,0,0,12
2022-03-27,4294,4516,8664,122,3,17,4,1893,4729,6419,139,2,3,59,2491,1766,4199,55,1,1,1,3682,2142,5697,52,1,0,74
2022-03-28,1287,1223,2453,39,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29,0,150,150,0,0,0,0,1090,6302,7285,100,1,0,6,1479,1333,2792,12,0,0,8,2161,1475,3562,56,0,0,18
2022-03-30,0,3711,3581,74,4,12,40,0,8841,8813,7,1,0,20,0,3668,3641,0,0,0,27,366,4840,5129,72,0,2,3
2022-03-31,1074,1310,2367,16,1,0,0,1903,5746,7586,35,0,0,28,1183,1143,2296,27,0,0,3,1987,1211,3112,44,0,1,41
2022-04-01,3046,2780,5754,61,2,4,5,1900,6739,8535,77,4,7,16,2155,2078,4196,22,1,9,5,3250,2698,5851,57,1,3,36
2022-04-02,8325,6642,14753,197,7,7,3,3515,7085,10360,212,2,3,23,5742,3433,9100,69,0,0,6,8399,4870,12995,189,2,7,76
2022-04-03,7718,6510,13637,542,5,11,33,3359,5658,8833,150,0,5,29,5771,3297,9001,49,0,4,14,8554,5394,13769,81,0,3,95
2022-04-04,2076,1948,3947,71,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05,0,107,107,0,0,0,0,1944,7788,9635,85,0,3,9,3101,2714,5738,52,0,2,23,4547,3401,7796,107,0,1,44
2022-04-06,3252,2628,5748,118,1,2,11,2280,7864,10049,77,0,1,17,3041,2515,5467,45,0,0,44,4037,3407,7283,125,0,2,34
2022-04-07,3023,2433,5324,106,5,12,9,2702,8416,10994,98,2,1,23,2926,2284,5149,42,0,0,19,3581,2583,5981,68,0,2,113
2022-04-08,4151,4302,8149,193,13,58,40,4143,9136,13149,110,0,4,16,4128,3005,7036,54,0,0,43,4702,4016,8515,145,1,6,51
2022-04-09,10542,9442,19241,648,15,23,57,6905,8397,15006,249,2,4,41,7697,3922,11502,63,0,2,52,8156,4748,12561,315,0,0,28
2022-04-10,8935,11293,19228,343,4,37,616,5738,6963,12429,226,0,2,44,6603,3709,10158,99,3,5,47,7056,5204,11963,248,0,0,49
2022-04-11,2742,2749,5256,211,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12,0,163,163,0,0,0,0,2262,7095,9208,116,0,9,24,2299,1834,4048,38,0,0,47,2426,1932,4185,151,0,0,22
2022-04-13,2080,1100,3058,74,0,6,42,655,4587,5132,92,0,1,17,564,557,1103,12,0,0,6,1082,573,1548,60,0,1,46
2022-04-14,2483,1934,4261,128,1,8,19,940,5388,6196,80,0,5,47,985,847,1793,11,0,1,27,1305,735,1930,87,0,2,21
2022-04-15,3368,2860,5990,159,9,9,61,1973,7680,9479,147,0,3,24,1828,1440,3207,51,0,3,7,2096,1440,3352,140,1,2,41
2022-04-16,8797,7894,16371,239,10,19,52,4437,8233,12346,255,0,6,63,4452,2627,6972,56,0,0,51,4522,2523,6797,203,0,0,45
2022-04-17,7097,6379,13015,357,0,13,91,2872,6238,8844,193,8,2,63,3309,2258,5495,41,0,0,31,3609,2028,5427,166,9,3,32
2022-04-18,1923,1651,3379,171,2,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-19,0,154,154,0,0,0,0,1959,7540,9297,128,0,8,66,1516,1288,2721,72,0,0,11,2105,1264,3127,118,3,0,121
2022-04-20,3012,1986,4855,117,8,13,5,1325,6649,7827,131,1,4,11,1253,1021,2211,40,0,0,23,1898,994,2726,121,0,0,45
2022-04-21,2800,2457,5038,185,10,15,9,1311,7379,8582,93,2,2,11,1207,1097,2270,31,0,0,3,1928,1040,2760,127,0,7,74
2022-04-22,2579,1896,4326,101,5,4,39,1148,4511,5539,109,0,2,9,881,709,1550,24,0,0,16,1655,689,2234,70,0,0,40
2022-04-23,7860,7174,14566,365,28,20,55,3863,7475,11067,235,0,0,36,3879,2510,6290,76,0,3,20,4212,2093,6083,147,0,0,75
2022-04-24,6260,4601,10482,272,12,13,82,2567,4251,6623,122,0,0,73,2641,1842,4405,73,2,0,3,3073,1614,4472,105,0,1,109
2022-04-25,1535,1789,3184,116,0,0,24,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-26,0,155,155,0,0,0,0,1192,6023,7065,118,2,4,26,1059,1034,2024,60,0,0,9,1845,940,2593,154,0,0,38
2022-04-27,1245,2097,3195,97,2,4,44,0,12309,12233,71,1,0,4,0,4840,4720,0,0,0,120,811,5361,5786,311,10,10,55
2022-04-28,3084,2779,5627,209,2,2,23,1315,7214,8388,116,0,3,22,1178,984,2131,16,0,0,15,1812,758,2399,109,0,0,62
2022-04-29,2935,3677,6440,133,10,14,15,1953,6522,8314,123,0,2,36,974,1002,1944,29,0,0,3,1657,835,2233,169,0,0,90
2022-04-30,7370,8013,14986,355,16,10,16,3006,8175,10880,250,0,4,47,2656,1876,4467,55,0,1,9,3753,2035,5533,165,0,0,90
2022-05-01,8087,6749,14408,369,7,16,36,2236,5747,7700,246,2,5,30,2363,1728,4000,61,0,0,30,3492,1944,4983,349,1,2,101
2022-05-02,2156,2167,3954,327,3,8,31,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-03,0,150,150,0,0,0,0,1393,8665,9865,167,0,0,26,1245,1308,2473,51,0,0,29,2218,1684,3485,282,0,2,133
2022-05-04,4619,6056,10416,202,12,10,35,2212,8686,10701,165,5,6,21,1201,1608,2739,39,0,4,27,1923,1439,3035,206,2,0,119
2022-05-05,2608,40549,41698,905,30,218,306,0,18960,18600,288,4,6,62,0,9423,8894,0,0,0,529,897,10607,10759,674,6,0,65
2022-05-06,8583,9948,18113,346,8,20,44,2767,9526,12120,138,0,2,33,2271,2177,4373,36,0,0,39,3218,2391,5367,151,1,0,90
2022-05-07,9144,8678,17289,357,28,35,113,3307,7319,10264,282,2,8,70,2698,1935,4544,68,0,0,21,3649,2102,5405,312,1,1,32
2022-05-08,6394,5088,11202,219,5,19,37,1377,3942,5083,190,0,3,43,1267,989,2200,37,0,0,19,2497,1417,3586,285,0,10,33
2022-05-09,1841,2146,3838,133,0,1,15,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-10,0,9985,9537,339,6,43,60,0,10133,9962,154,0,3,14,0,2989,2795,0,0,0,194,735,3162,3408,418,12,15,44
2022-05-11,0,14224,13495,487,6,50,186,1984,7889,9722,128,0,2,21,1017,938,1910,28,0,2,15,1792,789,2343,186,0,2,50
2022-05-12,0,13993,13187,552,13,66,175,1317,7411,8571,129,4,0,24,946,1157,2051,41,0,0,11,1592,1130,2519,101,0,3,99
2022-05-13,0,18936,18255,528,23,36,94,1502,8712,10019,147,0,4,44,1254,1987,3185,49,0,0,7,2004,2829,4628,192,0,2,11
2022-05-14,0,33964,32875,514,23,190,362,3597,9193,12513,228,1,1,47,3262,2316,5474,74,0,2,28,4009,2449,6097,233,0,1,127
2022-05-15,0,35657,34039,911,42,229,436,2765,7160,9550,293,0,6,76,2508,1804,4186,74,0,6,46,3725,2107,5496,272,5,1,58
2022-05-16,0,18214,17468,622,12,42,70,461,2891,3317,34,0,1,0,396,326,692,30,0,0,0,1040,383,1298,83,0,0,42
2022-05-17,0,17016,16359,423,17,94,123,1391,7268,8453,172,0,6,28,999,1050,1990,49,0,4,6,1841,1083,2589,293,0,4,38
2022-05-18,0,18793,17929,539,28,118,179,1118,7784,8653,226,1,0,22,980,692,1627,43,0,0,2,1648,915,2331,155,1,2,74
2022-05-19,0,21732,20542,701,31,187,271,1149,7844,8798,176,0,0,19,939,1117,2022,31,0,2,1,1819,1245,2777,181,0,8,98
2022-05-20,0,23922,22760,768,31,143,220,2674,7788,10225,198,0,1,38,1394,1148,2461,58,0,1,22,2089,931,2709,250,0,2,59
2022-05-21,0,40370,38124,1157,107,321,661,4179,9223,13072,288,0,2,40,3231,2095,5195,105,1,2,23,3806,1868,5301,276,1,0,96
2022-05-22,0,29612,28323,964,22,94,209,3039,5982,8694,257,1,8,61,2664,1907,4449,102,0,0,20,3278,1662,4617,203,0,3,117
2022-05-23,2698,4669,7192,147,0,6,22,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-24,0,1541,1537,0,0,0,4,1178,7125,8083,162,1,3,54,903,762,1586,75,0,0,4,1994,954,2515,246,1,0,186
2022-05-25,2581,14541,16056,705,15,83,263,0,10395,10204,182,0,2,7,0,2654,2534,0,0,0,120,692,3723,3921,425,0,24,45
2022-05-26,5095,5704,10668,108,5,4,14,1752,7507,9058,182,0,2,17,866,799,1620,34,0,0,11,1596,732,2121,144,0,0,63
2022-05-27,5391,8735,13784,261,17,19,45,1552,7964,9284,146,0,0,86,1247,1074,2267,52,0,0,2,1995,983,2754,175,2,0,47
2022-05-28,9492,11337,20127,501,31,37,133,3268,7293,10251,280,0,1,29,2663,1823,4346,91,0,3,46,3243,1467,4371,233,1,0,105
2022-05-29,8708,9753,17890,404,18,40,109,2319,4682,6643,269,2,0,87,1788,1350,3059,72,0,2,5,2906,1429,3926,286,1,2,120
2022-05-30,2504,4756,7120,120,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-31,0,1096,1094,0,0,0,2,1371,7464,8659,148,0,0,28,1086,1339,2325,49,0,0,51,2222,1415,3137,353,0,0,147
2022-06-01,5951,9263,14822,324,1,31,36,2068,5683,7552,154,1,8,36,1842,1353,3117,33,0,0,45,2922,1412,4016,251,1,0,66
2022-06-02,2779,5107,7662,147,0,7,70,1761,5782,7396,121,0,4,22,805,655,1402,36,0,0,22,1625,623,2010,137,0,0,101
2022-06-03,2656,5434,7701,302,8,17,62,1333,6332,7483,159,2,1,20,866,957,1759,53,0,0,11,1603,722,2036,237,0,0,52
2022-06-04,9590,10809,19940,377,15,11,56,3707,7922,11268,308,0,5,48,3055,1857,4789,73,0,8,42,3542,1510,4631,326,7,4,84
2022-06-05,12176,13886,25510,331,3,21,197,3584,7819,11041,290,7,5,60,3291,1898,5093,83,0,0,13,4220,1900,5741,271,3,3,102
2022-06-06,6987,7962,14699,201,3,11,35,1591,4803,6162,208,0,0,24,1407,883,2235,31,0,2,22,2573,1050,3438,144,0,0,41
2022-06-07,0,1010,1003,0,0,0,7,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-08,3134,6133,8988,243,0,4,32,1482,6522,7774,212,2,2,14,868,739,1489,59,0,3,56,1678,855,2160,265,0,5,103
2022-06-09,2328,4965,7183,91,1,9,9,921,5153,5881,172,2,2,17,609,622,1177,39,0,3,12,1167,629,1574,141,0,0,81
2022-06-10,2783,3930,6448,217,6,7,35,2045,5905,7779,155,0,0,16,899,827,1640,76,0,2,8,1597,902,2182,271,0,0,46
2022-06-11,6663,8573,14805,364,11,16,40,2950,6667,9271,298,3,0,45,2185,1545,3649,55,1,0,25,2814,1177,3637,290,2,1,61
2022-06-12,6075,7662,13220,383,3,1,130,2105,4678,6490,264,0,6,23,1401,927,2230,38,0,1,59,2396,953,2930,290,2,7,120
2022-06-13,2810,3652,6172,269,2,0,19,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-14,0,0,0,0,0,0,0,957,5970,6705,201,2,2,17,818,874,1607,85,0,0,0,1917,1276,2701,275,2,0,215
2022-06-15,2193,3771,5646,236,2,5,75,657,3187,3714,124,0,0,6,383,485,822,31,0,1,14,1087,407,1247,156,0,0,91
2022-06-16,3188,5198,7849,470,4,21,42,1274,5867,6878,201,0,1,61,779,764,1457,77,0,0,9,1437,728,1847,179,0,0,139
2022-06-17,2905,3589,6063,298,1,6,126,1828,6118,7694,225,0,3,24,903,682,1521,61,0,2,1,1751,736,2074,260,0,0,153
2022-06-18,7136,8016,14440,549,10,28,125,3230,7195,10017,358,0,10,40,2121,1221,3205,93,0,2,42,2785,1040,3444,288,0,5,88
2022-06-19,6430,6739,12576,412,15,36,130,2734,5218,7639,277,1,0,35,1425,896,2202,93,0,2,24,2491,965,3062,237,0,3,154
2022-06-20,3332,3606,6543,338,2,9,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-21,0,0,0,0,0,0,0,1713,4219,5724,186,2,2,18,702,692,1277,87,0,0,30,1691,975,2137,297,2,0,230
2022-06-22,2925,3360,5727,369,2,37,150,1734,4805,6312,185,1,3,38,711,564,1196,70,0,0,9,1356,573,1473,355,0,0,101
2022-06-23,1301,2605,3646,190,3,1,66,613,2647,3169,77,0,2,12,272,193,433,19,0,0,13,753,313,876,102,0,1,87
2022-06-24,3051,4266,6944,289,8,10,66,1880,6448,8075,222,0,0,31,877,593,1346,120,0,3,1,1381,620,1554,253,4,0,190
2022-06-25,5671,5773,11090,296,9,24,25,3574,5752,8977,290,0,12,47,1547,1132,2593,67,0,2,17,2390,989,2885,354,4,0,136
2022-06-26,5166,4899,9532,398,7,13,115,2155,3963,5789,278,4,8,39,876,649,1442,59,0,2,22,1847,782,2252,202,5,0,170
2022-06-27,2029,2182,3811,334,2,11,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-28,0,0,0,0,0,0,0,1100,4347,5182,229,0,3,33,415,475,781,66,0,0,43,1099,445,1166,263,0,0,115
