ÀÏÀÚ,°æº¹±Ã(À¯·á),°æº¹±Ã(¹«·á),°æº¹±Ã(³»±¹ÀÎ),°æº¹±Ã(¿µ¾î±Ç),°æº¹±Ã(ÀÏº»¾î±Ç),°æº¹±Ã(Áß±¹¾î±Ç),°æº¹±Ã(±âÅ¸¿Ü±¹ÀÎ),´ö¼ö±Ã(À¯·á),´ö¼ö±Ã(¹«·á),´ö¼ö±Ã(³»±¹ÀÎ),´ö¼ö±Ã(¿µ¾î±Ç),´ö¼ö±Ã(ÀÏº»¾î±Ç),´ö¼ö±Ã(Áß±¹¾î±Ç),´ö¼ö±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢°æ±Ã(À¯·á),Ã¢°æ±Ã(¹«·á),Ã¢°æ±Ã(³»±¹ÀÎ),Ã¢°æ±Ã(¿µ¾î±Ç),Ã¢°æ±Ã(ÀÏº»¾î±Ç),Ã¢°æ±Ã(Áß±¹¾î±Ç),Ã¢°æ±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢´ö±Ã(À¯·á),Ã¢´ö±Ã(¹«·á),Ã¢´ö±Ã(³»±¹ÀÎ),Ã¢´ö±Ã(¿µ¾î±Ç),Ã¢´ö±Ã(ÀÏº»¾î±Ç),Ã¢´ö±Ã(Áß±¹¾î±Ç),Ã¢´ö±Ã(±âÅ¸¿Ü±¹ÀÎ)
2022-06-29,0,6093,4926,790,37,168,172,0,5041,4741,264,2,7,27,0,1065,973,0,0,0,92,231,1714,1620,308,0,0,17
2022-06-30,882,831,1636,70,0,0,7,400,1549,1862,82,0,3,2,1325,90,1394,12,0,0,9,341,172,411,68,0,0,34
2022-07-01,2713,2423,4628,464,3,22,19,1705,4761,6182,262,0,4,18,623,450,961,84,0,0,28,1009,398,1048,269,0,0,90
2022-07-02,3990,4535,8030,398,12,20,65,2637,4448,6750,262,2,12,59,1310,867,2052,82,4,1,38,1933,773,2284,198,0,2,222
2022-07-03,3858,3710,7191,306,6,10,55,1964,2579,4290,216,6,4,27,618,466,992,63,0,0,29,1499,486,1568,245,3,0,169
2022-07-04,1842,2266,3904,176,1,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-05,0,0,0,0,0,0,0,2013,3505,5237,250,4,2,25,438,320,628,97,0,0,33,1054,427,949,394,3,0,135
2022-07-06,1868,2012,3540,319,0,5,16,1066,3241,4072,173,0,2,60,302,261,491,49,0,1,22,708,304,609,212,0,0,191
2022-07-07,1879,1767,3100,454,8,12,72,893,3495,4132,201,0,1,54,329,322,594,43,0,0,14,672,238,708,178,0,1,23
2022-07-08,2123,2839,4592,308,4,6,52,1488,4552,5737,240,0,1,62,596,474,977,59,2,7,25,862,383,974,170,0,0,101
2022-07-09,4841,4395,8492,548,9,39,148,2931,4457,6971,318,0,10,89,1218,791,1900,86,0,2,21,1830,649,2049,282,2,6,140
2022-07-10,4016,3994,7515,386,6,19,84,1896,2350,3942,246,0,3,55,627,532,1052,73,1,4,29,1207,622,1431,302,6,0,90
2022-07-11,1914,1971,3458,275,1,16,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-12,0,0,0,0,0,0,0,1560,5548,6735,337,0,2,34,701,568,1075,126,1,5,62,1528,735,1626,488,3,6,140
2022-07-13,895,1236,2042,72,0,7,10,2369,1285,3592,53,0,2,7,83,130,204,8,0,0,1,315,121,378,29,0,0,29
2022-07-14,2599,2912,5022,426,0,8,55,1460,5341,6486,261,0,1,53,546,529,944,122,0,2,7,1063,485,1135,332,1,2,78
2022-07-15,2646,2354,4201,598,4,18,179,2571,4308,6519,283,0,0,77,621,463,976,75,0,0,33,1037,452,1101,316,0,0,72
2022-07-16,4106,3890,7248,537,21,26,164,2106,4595,6378,257,3,0,63,1003,763,1621,50,0,2,93,1765,741,2206,252,1,2,45
2022-07-17,4865,4723,8963,394,29,31,171,2623,3609,5783,370,0,4,75,963,680,1483,139,0,0,21,1706,750,2061,312,3,3,77
2022-07-18,2003,2407,4006,337,7,10,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-19,0,0,0,0,0,0,0,1639,4295,5577,249,2,8,98,609,430,874,87,0,0,78,1372,644,1405,485,6,4,116
2022-07-20,2193,2721,4419,404,5,17,69,1628,4659,6058,189,0,6,34,548,464,907,56,0,0,49,896,475,1066,213,0,1,91
2022-07-21,2187,2537,4341,366,1,5,11,1563,5547,6826,214,0,25,45,714,592,1235,34,0,0,37,1161,514,1357,212,8,1,97
2022-07-22,2347,2613,4415,457,8,26,54,2048,4622,6352,283,0,0,35,916,831,1642,40,0,2,63,1376,780,1778,311,1,0,66
2022-07-23,4895,5034,9370,489,11,21,38,2846,5101,7472,355,1,8,111,1492,1057,2437,97,1,0,14,2502,1141,3209,288,0,7,139
2022-07-24,4662,4244,8512,293,13,16,72,2963,4031,6617,299,0,3,75,1392,1090,2368,72,0,1,41,2442,922,2895,385,5,0,79
2022-07-25,3544,3226,6233,455,5,25,52,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-26,0,0,0,0,0,0,0,2138,3642,5444,234,1,3,98,809,733,1407,105,0,2,28,1831,797,1983,505,0,8,132
2022-07-27,0,8682,6948,1006,24,209,495,0,9365,8983,336,0,0,46,0,2513,2264,0,0,0,249,556,3142,3072,519,20,29,58
2022-07-28,2308,2989,5029,231,2,10,25,2281,4004,5977,239,7,3,59,814,750,1438,95,4,0,27,1401,514,1563,235,4,1,112
2022-07-29,3777,2199,5565,322,2,6,81,3286,3542,6571,203,4,1,49,835,721,1487,57,3,0,9,1264,515,1489,201,0,0,89
2022-07-30,3811,3089,6417,409,12,4,58,3143,3399,6188,291,1,0,62,1177,792,1870,70,0,0,29,1854,728,2078,344,2,2,156
2022-07-31,4227,3034,6784,369,10,13,85,2259,2585,4575,192,3,0,74,944,651,1533,52,0,0,10,4729,529,4955,206,8,0,89
2022-08-01,5303,3711,8719,253,9,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-02,0,0,0,0,0,0,0,2729,4442,6847,284,2,1,37,1077,670,1603,128,0,4,12,2403,790,2491,434,1,5,262
2022-08-03,4211,3240,7000,410,1,11,29,2928,4836,7448,266,1,5,44,741,782,1443,61,0,0,19,1569,538,1787,269,0,6,45
2022-08-04,3359,2958,5956,338,5,8,10,3321,4622,7649,243,2,12,37,824,638,1350,70,0,1,41,1529,642,1751,304,2,0,114
2022-08-05,2665,2291,4518,191,4,11,232,3398,4618,7707,245,6,3,55,808,613,1334,66,0,0,21,1359,466,1426,239,3,0,157
2022-08-06,4315,4031,7779,451,3,30,83,4052,4731,8399,288,1,3,92,1112,686,1695,62,2,0,39,1636,555,1809,243,6,0,133
2022-08-07,4348,4403,8438,269,12,31,1,4043,3831,7466,320,3,8,77,940,630,1460,93,1,0,16,1683,545,1664,415,0,0,149
2022-08-08,1643,1214,2657,154,13,3,30,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-09,0,0,0,0,0,0,0,415,1202,1422,177,1,2,15,212,159,324,39,0,0,8,711,182,536,208,0,0,149
2022-08-10,3034,3249,5296,654,33,9,291,1155,5592,6310,375,3,6,53,702,616,1208,87,0,5,18,1296,628,1408,364,6,8,138
2022-08-11,2207,2258,4132,299,26,8,0,1054,4739,5319,419,0,0,55,667,552,1152,60,1,0,6,1064,530,1253,208,3,9,121
2022-08-12,3126,3011,5220,820,27,21,49,1577,4717,5873,370,4,3,44,974,737,1581,82,1,0,47,1722,708,1842,452,9,5,122
2022-08-13,3682,3055,6096,517,34,36,54,1847,4433,5867,332,0,8,73,1233,676,1815,82,0,3,9,1875,632,2155,266,4,4,78
2022-08-14,6462,5639,11539,451,26,53,32,2200,3969,5744,372,2,6,45,1525,883,2285,99,8,3,13,2618,887,2985,350,6,2,162
2022-08-15,5139,6371,10713,636,18,37,106,893,4299,4917,242,0,2,31,728,516,1167,60,0,0,17,1908,775,2478,159,0,3,43
2022-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-17,2983,3102,5531,516,26,12,0,1343,4255,5188,344,5,4,57,810,646,1287,135,2,3,29,1851,606,1678,497,4,4,274
2022-08-18,3043,3904,6069,732,60,18,68,2439,4963,7052,289,7,13,41,860,796,1532,70,2,0,52,1681,682,1844,423,7,5,84
2022-08-19,1746,2117,3485,282,6,90,0,719,3096,3556,215,1,15,28,501,396,814,58,0,0,25,915,431,1105,197,0,2,42
2022-08-20,4513,4173,7880,741,43,11,11,2330,4429,6214,455,11,8,71,1671,1166,2704,85,3,2,43,2267,849,2599,391,4,3,119
2022-08-21,4968,4364,8558,606,57,37,74,1639,3157,4341,363,5,12,75,1248,863,1962,133,0,3,13,2224,930,2706,246,1,1,200
2022-08-22,2804,2656,4908,484,37,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-23,0,0,0,0,0,0,0,1266,4986,5833,349,2,10,58,918,949,1650,153,3,0,61,1721,947,2001,499,8,2,158
2022-08-24,3071,3452,5818,645,24,15,21,1403,5543,6567,306,1,10,62,894,811,1569,63,0,7,66,1357,757,1729,285,6,0,94
2022-08-25,2052,2367,3973,369,18,15,44,802,3314,3794,269,5,0,48,606,570,1051,103,2,0,20,1090,458,1174,261,8,0,105
2022-08-26,3405,3476,6414,426,21,13,7,1571,5844,6997,312,21,6,79,1146,802,1766,142,0,0,40,1679,861,2154,248,2,0,136
2022-08-27,7861,8159,15194,683,43,49,51,3832,6976,10144,546,6,15,97,3322,1875,4966,135,2,0,94,3756,1642,4767,469,4,4,154
2022-08-28,7059,7732,13999,630,46,47,69,2816,5391,7680,437,8,11,71,2384,1463,3650,98,5,0,94,3152,1362,4002,447,14,5,46
2022-08-29,2760,3453,5904,266,13,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-30,0,0,0,0,0,0,0,323,2113,2329,103,3,0,1,356,379,665,24,2,0,44,877,326,998,161,1,2,41
2022-08-31,0,11136,9036,1299,88,290,423,0,8112,7581,455,0,14,62,0,3772,3374,0,0,0,398,562,4448,4040,863,39,41,27
2022-09-01,5041,4115,8777,336,29,9,5,1778,5386,6818,302,4,3,37,878,751,1511,101,3,9,5,1423,700,1666,256,7,2,192
2022-09-02,5443,5262,10076,442,33,38,116,1723,5934,7176,418,3,6,54,1061,776,1712,103,0,8,14,1765,727,2038,367,4,2,81
2022-09-03,9442,7971,16329,887,58,36,103,3789,6726,9913,519,5,8,70,2756,1549,4040,198,0,3,64,3500,1378,4186,331,11,12,338
2022-09-04,4628,2159,6427,339,10,5,6,795,1851,2264,299,5,1,77,557,330,814,57,0,2,14,1182,476,1334,240,0,0,84
2022-09-05,527,1205,1509,166,7,21,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-06,0,0,0,0,0,0,0,1517,5918,6601,685,8,36,105,1340,693,1699,168,0,7,159,1343,669,1365,441,3,0,203
2022-09-07,5278,4182,8619,702,13,31,95,1585,6387,7466,428,4,2,72,835,740,1453,84,0,2,36,1811,1053,2061,573,3,0,227
2022-09-08,5062,3957,7988,833,39,22,137,2074,5605,7235,375,1,10,58,1136,714,1736,88,2,0,24,1788,531,1760,418,0,4,137
2022-09-09,2668,32463,29903,2422,253,778,1775,0,12480,11323,858,8,22,269,0,16987,15929,0,0,0,1058,1019,8435,8069,1008,116,141,120
2022-09-10,2700,68299,60330,4009,630,1891,4139,0,18593,17496,656,6,9,426,0,19016,17767,0,0,0,1249,1057,20509,19082,1979,272,129,104
2022-09-11,2699,69906,64221,3378,477,1271,3258,0,17371,16351,755,19,19,227,0,17455,16313,0,0,0,1142,987,17915,17338,1327,38,90,109
2022-09-12,2610,47714,45977,1978,208,745,1416,0,12767,12178,449,8,12,120,0,11365,10767,0,0,0,598,921,13325,13265,781,43,90,67
2022-09-13,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-14,4928,6070,10463,492,17,8,18,1301,6652,7499,395,3,11,45,895,812,1587,77,0,0,43,1720,797,1918,325,5,2,267
2022-09-15,5191,6455,11230,359,29,9,19,1231,6280,7081,368,9,9,44,965,1164,1974,109,0,0,46,1760,865,1991,450,1,1,182
2022-09-16,4980,5406,9914,420,26,11,15,1218,7483,8303,342,4,12,40,851,797,1539,87,1,0,21,1467,1093,2102,326,5,2,125
2022-09-17,9069,9187,17291,823,56,40,46,3605,7247,10232,530,7,6,77,2555,1700,4126,119,0,2,8,3053,1485,3994,386,9,18,131
2022-09-18,8843,7759,15512,734,62,42,252,2332,4433,6251,424,9,14,67,1905,1363,3122,124,0,2,20,2867,1396,3483,458,17,0,305
2022-09-19,3566,5191,8181,486,26,28,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-20,0,0,0,0,0,0,0,1964,8163,9481,555,4,15,72,1305,1601,2701,131,0,0,74,2819,1946,3770,529,28,2,436
2022-09-21,6709,9096,15174,555,21,7,48,1675,7780,9009,403,3,11,29,1222,1233,2234,141,1,0,79,2243,1709,3320,448,8,1,175
2022-09-22,6265,8527,14157,526,39,19,51,1763,7676,8926,460,4,14,35,1124,1189,2155,130,0,1,27,2201,1289,2894,397,11,6,182
2022-09-23,6383,9866,15574,599,36,15,25,2655,7693,9925,358,5,5,55,1352,1723,2937,105,0,0,33,2173,1575,3315,327,5,0,101
2022-09-24,12711,13958,25416,874,69,49,261,6462,14214,20008,516,14,11,127,3649,2323,5778,153,4,0,37,4542,2036,5783,405,15,5,370
2022-09-25,11448,11026,21583,755,53,46,37,3534,7238,10233,412,2,13,112,2757,1792,4333,151,2,0,63,3777,1646,4747,372,8,5,291
2022-09-26,4070,6927,10254,553,19,28,143,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-27,0,0,0,0,0,0,0,2098,9136,10658,514,2,8,52,2723,1644,4143,192,0,0,32,3053,2299,4328,554,13,6,451
2022-09-28,2617,23541,23195,1811,107,321,724,0,15959,15428,442,4,9,76,0,4092,3728,0,0,0,364,832,5891,5728,887,19,28,61
2022-09-29,5998,7837,13194,522,32,17,70,1643,7644,8745,480,0,4,58,1123,936,1926,114,0,1,18,2261,1527,3174,432,1,2,179
2022-09-30,6240,8126,13323,743,34,51,215,2249,9168,10963,381,7,1,65,1553,1530,2942,108,4,4,25,2097,1353,2793,525,8,0,124
2022-10-01,14021,14496,27309,962,50,49,147,5829,10771,15766,715,5,17,97,4616,2623,7043,108,5,0,83,4766,2742,6699,512,14,2,281
2022-10-02,15695,15016,29919,675,52,58,7,3839,7968,11117,527,5,15,143,3358,1842,5061,100,2,1,36,4875,2050,6031,767,2,9,116
2022-10-03,5440,3481,8325,504,11,23,58,778,3379,3898,231,0,4,24,557,315,824,33,0,0,15,1572,493,1812,180,0,10,63
2022-10-04,4229,2452,6226,389,21,8,37,1430,3961,4997,359,2,7,26,931,583,1311,147,2,4,50,2081,1271,2519,683,3,4,143
2022-10-05,6927,12127,18325,660,10,32,27,1950,8998,10375,502,7,16,48,1495,1128,2462,102,1,0,58,2308,2049,3750,368,15,7,217
2022-10-06,6236,9944,15016,1002,41,22,99,1714,8932,10126,454,4,20,42,1236,1097,2169,97,0,0,67,2326,1326,2902,554,11,6,179
2022-10-07,7161,12153,18665,554,51,28,16,2424,9985,11828,476,8,12,85,2090,1627,3490,161,3,3,60,2892,1620,3604,638,13,2,255
2022-10-08,16781,19535,34814,1238,123,40,101,6080,13594,18817,690,11,13,143,5846,3195,8789,132,0,6,114,5810,2528,7461,663,7,3,204
2022-10-09,10005,7030,16304,548,125,24,34,2247,3543,5294,372,9,17,98,1516,1139,2568,68,0,1,18,2961,1263,3739,331,4,1,149
2022-10-10,7252,9388,15694,802,38,17,89,1333,4600,5450,392,4,17,70,1212,817,1936,87,0,3,3,3043,1181,3681,246,5,1,291
2022-10-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-12,8150,14648,21428,1090,86,40,154,2049,9634,11016,531,3,26,107,1423,1759,2968,168,4,2,40,3044,3279,5178,687,9,3,446
2022-10-13,7372,13130,19692,649,82,28,51,2233,8518,10241,426,6,36,42,1546,2299,3666,117,5,3,54,2908,2188,4003,530,13,14,536
2022-10-14,7474,13854,19984,1011,116,53,164,2348,10484,12252,459,12,3,106,1916,2848,4494,211,0,2,57,2168,2596,4148,325,14,0,277
2022-10-15,14207,15514,28178,1086,196,38,223,5636,12069,16857,663,26,27,132,4917,2567,7178,282,9,7,8,3878,2277,5704,212,8,16,215
2022-10-16,12609,13369,24812,938,170,35,23,3659,8557,11410,642,14,45,105,3249,1824,4797,209,5,0,62,4787,2216,5910,754,13,10,316
2022-10-17,6312,8836,13766,1189,60,29,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-18,0,0,0,0,0,0,0,2443,10907,12593,607,9,9,132,1769,1994,3476,182,1,7,97,4554,5048,8022,710,8,1,861
2022-10-19,8419,13458,20657,1037,75,65,43,2185,9879,11488,504,16,21,35,1658,1830,3315,159,0,2,12,3589,2138,4700,670,7,6,344
2022-10-20,8158,16531,23468,1009,73,40,99,2570,10055,11961,552,11,18,83,1928,2045,3719,189,3,4,58,3820,2950,5833,650,5,4,278
2022-10-21,9184,16301,22912,2331,87,41,114,3352,8988,11636,566,12,45,81,2326,4080,6222,171,2,0,11,4595,3692,7111,653,10,12,501
2022-10-22,14874,16513,29693,1445,87,47,115,5729,17262,22192,614,23,25,137,6299,3154,9251,176,12,0,14,8052,3147,9880,679,17,25,598
2022-10-23,15422,13652,27692,1005,96,66,215,5973,10686,15660,740,26,37,196,5259,2646,7649,221,0,0,35,7609,3498,9632,794,19,14,648
2022-10-24,6139,10121,15402,748,71,10,29,41,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-25,0,0,0,0,0,0,0,3403,12035,14611,659,9,12,147,2963,2116,4761,178,2,10,128,5655,3679,7362,1482,14,18,458
2022-10-26,2617,35539,34078,2163,171,459,1285,0,22020,21150,597,0,16,257,0,10234,9649,0,0,0,585,1631,12762,12493,1545,75,59,221
2022-10-27,8560,13358,20821,789,70,38,200,3456,11406,14125,603,15,35,84,3070,2983,5884,106,0,3,60,5509,3264,7200,1037,44,39,453
2022-10-28,10100,14577,23150,1218,95,63,151,4983,14250,18504,509,22,53,145,3694,4097,7513,223,0,5,50,5683,3265,7703,1048,6,12,179
2022-10-29,17541,17002,33064,1162,153,64,100,9515,18561,27213,668,30,32,133,9097,3356,12259,114,4,4,72,10320,4791,13710,1207,22,25,147
2022-10-30,15251,15145,29131,929,77,60,199,7216,12151,18669,568,18,36,76,7779,3215,10707,160,2,5,120,8958,4890,12559,889,24,3,373
2022-10-31,6409,8104,13839,614,41,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-01,0,0,0,0,0,0,0,3997,12043,15249,605,19,13,154,3557,3080,6302,233,4,24,74,5594,3798,7692,1118,10,35,537
2022-11-02,7936,13041,20161,673,71,41,31,3662,10736,13707,566,7,33,85,3546,2771,6061,152,0,2,102,5333,2847,6781,835,30,20,514
2022-11-03,7703,10243,16863,837,98,39,109,2832,10142,12433,414,14,34,79,2884,2038,4712,151,2,3,54,4486,3225,6491,557,24,46,593
2022-11-04,8238,11887,19164,681,94,27,159,3600,10312,13172,551,35,73,81,3379,2194,5280,276,1,1,15,4966,3096,6833,711,45,6,467
2022-11-05,14424,14484,27303,1136,164,76,229,8353,14820,22490,496,26,52,109,8765,3012,11520,133,4,6,114,9208,5722,13696,969,25,48,192
2022-11-06,13712,13425,25942,928,81,104,82,7171,11493,17844,594,12,59,155,7815,3843,11465,131,1,4,57,8703,4449,11809,800,25,23,495
2022-11-07,5092,6819,11008,614,27,30,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08,0,0,0,0,0,0,0,3536,11656,14292,614,21,70,195,3502,2590,5816,255,2,3,16,5477,4014,8137,996,4,50,304
2022-11-09,5425,9343,13801,514,20,27,406,2716,10837,12931,482,8,45,87,2489,2177,4451,197,5,4,9,4214,3681,6907,525,16,13,434
2022-11-10,4515,7510,11266,603,23,26,107,2792,10651,12873,411,31,20,108,2513,1900,4217,173,0,4,19,4260,2361,5734,583,3,9,292
2022-11-11,5793,8576,13292,937,55,43,42,4185,11807,15333,465,20,61,113,3220,2570,5586,179,9,9,7,4811,2963,6753,682,25,22,292
2022-11-12,7114,7664,14001,592,63,35,87,3479,7881,10919,315,3,14,109,3723,2061,5642,138,1,0,3,5529,2570,7331,490,16,17,245
2022-11-13,8175,8533,15613,777,69,63,186,4508,9697,13449,581,11,25,139,3853,2103,5696,229,3,0,28,5582,2929,7487,684,37,14,289
2022-11-14,4573,6340,9934,720,40,35,184,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-15,0,0,0,0,0,0,0,2515,9127,10979,435,7,44,177,1887,1763,3400,134,0,0,116,3537,2246,4663,808,6,85,221
2022-11-16,4209,6312,9501,871,38,66,45,2246,9248,11035,363,11,36,49,1959,1344,3049,169,5,4,76,3200,1696,3899,704,2,53,238
2022-11-17,4375,6852,10723,462,23,16,3,2280,10247,11999,349,22,29,128,2027,1465,3356,94,0,2,40,3145,1452,3775,524,9,31,258
2022-11-18,4871,6230,10200,703,53,65,80,2913,10422,12785,412,8,7,123,2128,1492,3359,115,10,6,130,3452,1743,4385,469,29,15,297
2022-11-19,9015,10480,17966,1119,121,56,233,5129,12169,16636,473,14,38,137,5273,2634,7637,145,11,12,102,6030,2752,7915,506,36,38,287
2022-11-20,8723,9482,17146,741,76,88,154,4592,9155,13020,467,34,64,162,4506,2333,6572,196,8,2,61,5404,2567,7063,500,21,17,370
2022-11-21,5778,5315,10232,714,89,40,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-22,0,0,0,0,0,0,0,1518,9435,10404,358,24,40,127,1281,1009,2072,142,14,10,52,3076,1215,3436,639,19,27,170
2022-11-23,3989,6075,9416,557,45,35,11,1731,9039,10310,339,17,29,75,1319,1046,2169,87,5,3,101,2449,1809,3584,483,15,2,174
2022-11-24,3809,6302,9321,542,74,45,129,1764,9778,11059,366,7,15,95,1409,881,2121,117,3,0,49,2636,1031,2928,474,23,16,226
2022-11-25,4798,6025,9609,863,74,30,247,2527,10502,12383,481,12,14,139,1472,1035,2297,139,5,8,58,2690,1083,3087,455,10,11,210
2022-11-26,7304,8223,13933,1127,113,94,260,3241,9329,11936,440,24,27,143,2676,1611,4028,206,7,14,32,3975,1804,5056,529,20,31,143
2022-11-27,6876,7735,13361,777,109,89,275,2794,6876,9106,345,4,31,184,1967,1218,2968,126,8,10,73,3304,1305,4009,493,17,10,80
2022-11-28,2754,3575,5726,520,25,30,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-29,0,0,0,0,0,0,0,1277,6322,7013,368,8,78,132,796,481,1114,107,1,3,52,2327,923,2440,397,18,18,377
2022-11-30,0,9524,7276,1035,97,194,922,0,5835,5406,276,6,13,134,1468,36,1380,0,0,0,124,429,2643,2358,473,75,110,56
2022-12-01,2134,3221,4706,541,40,14,54,699,3980,4352,223,9,19,76,421,327,662,61,2,0,23,1039,312,1037,192,14,2,106
2022-12-02,3194,4927,7103,782,43,79,114,1011,5284,5808,302,14,83,88,438,331,651,90,1,5,22,1321,437,1330,295,25,15,93
2022-12-03,5666,5463,9746,1007,128,58,190,2159,7027,8597,376,31,36,146,1183,795,1807,126,1,6,38,2530,955,2891,370,24,35,165
2022-12-04,4742,4424,8440,567,57,54,48,1210,3435,4206,264,12,41,122,688,514,1061,129,0,2,10,1809,606,2003,281,19,18,94
2022-12-05,2950,3661,6014,314,39,7,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-06,0,0,0,0,0,0,0,1037,4919,5429,274,22,10,221,591,618,1070,97,4,9,29,1543,1117,1993,475,14,25,153
2022-12-07,3082,4304,6360,896,41,60,29,839,5577,6083,217,2,31,83,484,446,827,77,0,8,18,1224,655,1447,268,12,4,148
2022-12-08,3105,5698,8128,467,26,85,97,928,7044,7596,203,6,38,129,521,532,939,58,2,19,35,1268,598,1497,244,9,22,94
2022-12-09,3326,3764,6270,626,49,99,46,1066,6924,7629,267,16,41,37,619,490,1021,72,0,8,8,1364,657,1668,213,12,1,127
2022-12-10,6404,6529,11365,1117,143,82,226,2335,7956,9719,334,36,59,143,1264,770,1934,92,0,5,3,2533,1002,2994,243,30,4,264
2022-12-11,6524,5855,11022,858,157,163,179,1880,5018,6414,340,13,30,101,1120,737,1686,101,10,9,51,2596,918,2851,271,18,12,362
2022-12-12,3309,5781,8114,820,57,47,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-13,0,0,0,0,0,0,0,899,5641,5995,356,21,10,158,511,707,1056,62,0,0,100,1556,996,1909,426,21,19,177
2022-12-14,2585,3071,4797,590,49,175,45,629,3202,3570,132,1,11,117,237,501,637,57,2,0,42,834,264,677,200,12,0,209
2022-12-15,2646,3071,5076,444,18,15,164,875,3588,4177,174,20,36,56,526,558,975,26,0,8,75,1132,474,1238,235,10,9,114
2022-12-16,3257,3861,5607,1046,72,234,159,947,3994,4570,233,10,80,48,576,482,943,51,3,9,52,1280,578,1579,157,1,18,103
2022-12-17,5213,4717,8605,717,138,68,402,1444,4255,5174,277,19,56,173,787,483,1151,66,3,11,39,2053,645,2258,329,13,14,84
2022-12-18,4308,3209,6414,882,50,100,71,923,2516,3008,274,10,8,139,482,271,635,36,6,19,57,1415,425,1409,292,20,1,118
2022-12-19,3412,2903,5241,878,58,45,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-20,0,0,0,0,0,0,0,1035,5230,5506,415,25,91,228,677,604,1058,150,6,19,48,1964,1229,2191,505,12,19,466
2022-12-21,4401,4367,8065,616,28,52,7,1292,4567,5372,283,10,57,137,916,711,1512,78,3,0,34,2095,901,2327,508,3,7,151
2022-12-22,3362,2316,4496,893,50,58,181,651,3231,3543,188,1,15,135,391,287,543,94,3,19,19,1228,471,1262,249,12,2,174
2022-12-23,2410,2271,3841,732,23,65,20,700,2125,2569,138,0,23,95,144,298,384,41,0,5,12,787,224,521,304,5,2,179
2022-12-24,4791,3512,6984,925,41,202,151,1203,4066,4762,315,3,55,134,719,420,953,121,0,22,43,1748,545,1649,226,6,34,378
2022-12-25,5557,4636,8658,1071,75,103,286,1349,4162,4920,339,12,59,181,764,533,1121,128,0,7,41,1658,634,1686,427,23,15,141
2022-12-26,5265,4334,7558,1785,126,73,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-27,0,0,0,0,0,0,0,1454,6421,6897,504,46,121,307,878,860,1485,214,1,2,36,2775,1423,2589,471,47,47,1044
2022-12-28,0,17209,9951,3189,633,896,2540,0,7531,6907,326,23,22,253,0,1981,1555,0,0,0,426,514,4246,2913,1200,217,331,99
2022-12-29,4909,4571,8197,1040,123,96,24,1141,5436,6036,340,27,62,112,660,436,898,172,7,9,10,1810,630,1631,423,10,23,353
2022-12-30,4801,4456,8453,551,79,124,50,1250,5822,6482,378,24,42,146,771,659,1270,142,5,8,5,1854,665,1725,488,34,13,259
