ÀÏÀÚ,°æº¹±Ã(À¯·á),°æº¹±Ã(¹«·á),°æº¹±Ã(³»±¹ÀÎ),°æº¹±Ã(¿µ¾î±Ç),°æº¹±Ã(ÀÏ¾î±Ç),°æº¹±Ã(Áß¾î±Ç),°æº¹±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢´ö±Ã(À¯·á),Ã¢´ö±Ã(¹«·á),Ã¢´ö±Ã(³»±¹ÀÎ),Ã¢´ö±Ã(¿µ¾î±Ç),Ã¢´ö±Ã(ÀÏ¾î±Ç),Ã¢´ö±Ã(Áß¾î±Ç),Ã¢´ö±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢°æ±Ã(À¯·á),Ã¢°æ±Ã(¹«·á),Ã¢°æ±Ã(³»±¹ÀÎ),Ã¢°æ±Ã(¿µ¾î±Ç),Ã¢°æ±Ã(ÀÏ¾î±Ç),Ã¢°æ±Ã(Áß¾î±Ç),Ã¢°æ±Ã(±âÅ¸¿Ü±¹ÀÎ),´ö¼ö±Ã(À¯·á),´ö¼ö±Ã(¹«·á),´ö¼ö±Ã(³»±¹ÀÎ),´ö¼ö±Ã(¿µ¾î±Ç),´ö¼ö±Ã(ÀÏ¾î±Ç),´ö¼ö±Ã(Áß¾î±Ç),´ö¼ö±Ã(±âÅ¸¿Ü±¹ÀÎ),Á¾¹¦(À¯·á),Á¾¹¦(¹«·á),Á¾¹¦(³»±¹ÀÎ),Á¾¹¦(¿µ¾î±Ç),Á¾¹¦(ÀÏ¾î±Ç),Á¾¹¦(Áß¾î±Ç),Á¾¹¦(±âÅ¸¿Ü±¹ÀÎ)
2025-09-14,14701,12586,16275,4238,2124,2661,1989,4107,1891,3818,1552,259,25,344,2594,2153,4107,396,130,12,102,3524,6678,8805,858,167,106,266,1963,1233,2490,472,187,15,32
2025-09-15,9044,11719,10866,8167,678,725,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,232,483,186,178,5,16
2025-09-16,0,0,0,0,0,0,0,3569,2453,3282,1398,222,56,1064,1004,873,1334,455,47,20,21,1571,7603,7683,881,160,118,332,0,0,0,0,0,0,0
2025-09-17,8979,7477,9719,3659,427,867,1784,1710,641,1132,742,57,9,411,693,387,809,240,11,4,16,1342,5483,5893,549,93,99,191,434,330,511,183,60,8,2
2025-09-18,12757,11115,14172,4951,786,2257,1706,3423,1735,2807,1935,99,49,268,1694,1251,2372,420,35,13,105,2524,8728,9855,885,165,165,182,554,325,606,206,58,4,5
2025-09-19,10753,7704,9683,4164,1303,1552,1755,2633,1218,2131,1433,86,20,181,1195,715,1583,247,44,5,31,1512,5078,5592,622,134,64,178,452,228,456,139,75,3,7
2025-09-20,15408,14985,19057,4787,1662,2274,2613,4562,2676,5251,1363,151,52,421,4549,3469,7394,540,62,11,11,4678,11294,14362,1063,186,100,261,2643,1623,3500,497,234,9,26
2025-09-21,16384,15382,17593,7466,2098,1938,2671,4812,2126,4567,1560,311,42,458,3711,2851,5796,558,77,30,101,3965,8274,10944,866,164,76,189,2384,1249,2944,486,159,7,37
2025-09-22,9808,12513,11471,5407,1802,3149,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,292,547,262,91,18,9
2025-09-23,0,0,0,0,0,0,0,5265,3234,5147,2911,198,57,186,2152,1583,2957,515,85,24,154,3439,9830,11002,1142,203,465,457,0,0,0,0,0,0,0
2025-09-24,3026,18169,10251,3750,1059,4261,1874,663,5647,3970,1371,491,348,130,0,2793,2105,688,0,0,0,0,8482,7563,612,77,103,127,0,2121,1507,0,0,0,614
2025-09-25,13829,10979,14411,5494,717,2570,1616,3561,1589,2851,1459,167,67,606,1767,1518,2733,397,43,21,91,2284,11756,12657,916,140,121,206,519,220,502,159,58,17,3
2025-09-26,11983,9404,14409,4550,540,550,1338,3507,1768,3339,1667,85,30,154,2460,1988,3961,337,40,12,98,2633,8993,10549,749,107,50,171,617,280,621,166,78,19,13
2025-09-27,15040,12024,17359,4473,678,1675,2879,4487,2193,4581,1632,135,89,243,4301,3224,7001,401,65,4,54,4484,10178,13389,837,156,66,214,2401,1602,3462,453,68,8,12
2025-09-28,9284,5641,11448,2420,336,499,222,2748,1440,2759,1115,99,19,196,2152,1759,3455,321,50,14,71,2355,3276,4795,417,107,95,217,1232,768,1650,257,85,2,6
2025-09-29,8410,12154,9892,4635,1474,2175,2388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,252,570,220,93,6,12
2025-09-30,0,0,0,0,0,0,0,4132,5192,6714,1754,121,119,616,1917,2263,3404,648,28,17,83,2056,10304,11038,855,120,118,229,0,0,0,0,0,0,0
2025-10-01,6589,6213,7733,2456,164,1090,1359,2665,1452,2686,948,52,32,399,1465,2040,3165,281,10,6,43,2493,8899,10378,656,95,96,167,533,232,550,165,25,3,22
2025-10-02,6772,7230,6594,3940,59,1570,1839,2805,1900,3092,1110,12,70,421,1738,2259,3581,333,9,28,46,1969,10402,11439,693,44,81,114,464,199,416,217,5,20,5
2025-10-03,0,41317,21516,7709,1410,6810,3872,1194,16450,12449,3251,1042,785,117,0,13346,10809,2537,0,0,0,0,18253,14546,1080,37,52,2538,0,9062,7279,0,0,0,1783
2025-10-04,0,67265,36817,9544,2862,9404,8638,1202,19559,14932,3515,1156,962,196,0,20682,16846,3836,0,0,0,0,21647,18884,1898,115,191,559,0,10058,8097,0,0,0,1961
2025-10-05,0,65993,31936,10607,3299,11502,8649,1188,13932,12411,2511,3,2,193,0,15822,12430,3392,0,0,0,0,13470,11178,1523,72,207,490,0,6908,5619,0,0,0,1289
2025-10-06,0,62486,31756,7254,3001,8892,11583,1090,17401,14312,2602,853,580,144,0,13400,9461,3939,0,0,0,0,14649,11434,1434,72,254,1455,0,11726,9129,0,0,0,2597
2025-10-07,0,49155,28314,6444,2113,6147,6137,1171,35087,26948,6196,1434,1447,233,0,22843,17520,5323,0,0,0,0,25234,21866,1614,107,430,1217,0,15674,13887,0,0,0,1787
2025-10-08,0,126362,69443,17779,6248,16359,16533,1225,55283,46464,6622,1529,1704,189,0,58122,46972,11150,0,0,0,0,49985,46570,1923,221,177,1094,0,35524,32769,0,0,0,2755
2025-10-09,0,98771,66427,12495,3469,10532,5848,1191,43702,37549,4214,1161,1786,183,0,44822,35506,9316,0,0,0,0,33267,30433,1728,40,110,956,0,31131,28643,0,0,0,2488
2025-10-10,4660,4317,6608,1584,105,393,287,2554,1835,3529,604,9,22,225,1016,983,1862,107,23,3,4,1432,2236,3422,169,13,53,11,905,660,1352,187,8,5,13
2025-10-11,7629,7562,11003,3082,410,318,378,3681,2637,4942,806,98,84,388,3154,2759,5468,364,22,14,45,3455,9089,11156,968,111,120,189,2201,1690,3498,302,52,22,17
2025-10-12,8452,8603,11976,2044,520,1216,1299,3796,2834,5186,902,169,21,352,3327,3876,6709,412,39,17,26,3089,8660,10610,687,159,96,197,2026,1680,3333,274,78,7,14
2025-10-13,3236,3733,3265,1430,373,697,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,49,152,65,18,2,2
2025-10-14,0,0,0,0,0,0,0,3931,3366,4603,2027,166,38,463,1460,1342,2188,461,73,10,70,1947,8836,9552,813,151,71,196,0,0,0,0,0,0,0
2025-10-15,8330,14206,14707,5906,646,955,322,3247,2211,3636,1549,82,16,175,1308,1532,2438,306,27,6,63,2296,12301,13450,724,156,40,227,500,277,552,170,33,17,5
2025-10-16,8071,12352,12895,3855,445,1661,1567,3562,2625,4064,1594,120,61,348,1758,1664,2949,397,39,8,29,2227,12870,13825,816,179,108,169,571,313,589,144,125,11,15
2025-10-17,9281,14642,11762,3264,2317,2765,3815,3944,2783,4641,1151,245,66,624,1958,2142,3531,444,32,33,60,3164,11197,13070,878,203,81,129,777,332,805,173,108,8,15
2025-10-18,13928,13173,16653,8033,783,712,920,5454,3629,6778,1300,218,110,677,5043,3791,8215,547,44,15,13,5248,12747,16168,1112,165,197,353,2435,1528,3289,436,163,10,65
2025-10-19,13943,15459,16665,4398,1723,3529,3087,5727,4940,8140,2064,191,58,214,4322,3682,7285,543,65,8,103,4440,12021,14839,1018,184,129,291,2544,1705,3548,506,146,19,30
2025-10-20,10552,14083,11344,8604,2190,546,1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,280,592,259,73,8,6
2025-10-21,0,0,0,0,0,0,0,6140,6270,8636,3230,196,81,267,2865,2762,4155,1182,55,48,187,2975,10713,11431,1174,158,446,479,0,0,0,0,0,0,0
2025-10-22,13268,20903,17033,10126,750,2592,3670,4321,4320,6111,1738,229,43,520,2464,2541,4243,588,53,48,73,3037,14331,15647,1101,213,217,190,775,392,705,264,165,13,20
2025-10-23,9889,16686,16311,5382,1596,1688,1598,4462,3518,5312,1788,178,146,556,2479,2765,4345,700,73,24,102,2884,11804,12883,1216,194,214,181,678,378,704,251,81,15,5
2025-10-24,12153,15376,13391,7672,823,3604,2039,4603,3515,5675,1787,142,92,422,3141,3434,5870,630,35,10,30,4054,14556,16713,1152,205,103,437,809,580,1070,181,123,4,11
2025-10-25,16832,15694,21648,4724,673,3786,1695,7001,4756,9201,1932,148,210,266,7262,5807,12240,691,83,22,33,7393,17808,23207,1123,237,284,350,3467,2420,5179,545,119,17,27
2025-10-26,11603,14178,14965,4215,1456,2580,2565,5123,4258,7024,1471,181,136,569,3622,3376,6226,602,59,48,63,4070,9318,12062,848,167,125,186,1959,1332,2704,458,92,14,23
2025-10-27,11089,18768,17743,5970,1534,3297,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,329,645,246,78,10,13
2025-10-28,0,0,0,0,0,0,0,6334,7235,9715,2643,198,187,826,2742,3298,4858,841,67,52,222,3621,13355,14553,1256,236,649,282,0,0,0,0,0,0,0
2025-10-29,40,58056,31724,9191,2574,8235,6372,1204,15467,10296,3842,1171,1153,209,0,13578,10425,3153,0,0,0,0,23243,20978,1230,180,425,430,0,7181,5837,0,0,0,1344
2025-10-30,40,37266,20706,5526,2021,5594,3459,1191,12992,8706,3102,1047,961,367,0,11592,8185,3407,0,0,0,0,22563,20176,1221,275,157,734,0,6922,5109,0,0,0,1813
2025-10-31,40,46136,22313,8244,2565,8057,4997,1202,15026,10060,3452,1219,1261,236,0,14742,6838,7904,0,0,0,0,23599,21353,1123,332,171,620,0,5349,4369,0,0,0,980
2025-11-01,0,45543,24235,7642,2749,6596,4321,1110,29544,25112,2836,1168,1354,184,0,32171,26282,5889,0,0,0,0,34984,32441,1192,216,290,845,0,22827,19375,0,0,0,3452
2025-11-02,0,40066,22839,6948,1465,5420,3394,1086,19685,15754,2406,1156,1196,259,0,29687,23136,6551,0,0,0,0,33181,30783,1252,142,241,763,0,6173,4625,0,0,0,1548
2025-11-03,0,29223,16426,4092,1933,4223,2549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5523,4812,0,0,0,711
2025-11-04,0,0,0,0,0,0,0,1108,44344,26553,10796,4494,3425,184,0,19159,13404,5755,0,0,0,0,37056,34503,1351,554,128,520,0,0,0,0,0,0,0
2025-11-05,0,43347,23457,6026,2199,8243,3422,1095,24783,17204,5141,2211,1044,278,0,18113,13204,4909,0,0,0,0,34792,31819,1147,216,398,1212,0,4762,3364,0,0,0,1398
2025-11-06,0,31022,18641,4859,1256,3057,3209,1099,20490,13975,3806,1378,2180,250,0,16565,12405,4160,0,0,0,0,36027,33953,924,101,330,719,0,5610,4032,0,0,0,1578
2025-11-07,0,36947,19732,6431,2320,3317,5147,1100,18513,12915,3879,1476,1174,169,0,21526,15977,5549,0,0,0,0,22697,19969,1184,193,399,952,0,9956,8643,0,0,0,1313
2025-11-08,0,62517,27899,10773,4495,11933,7417,1119,43550,31705,7603,2919,2211,231,0,36877,28877,8000,0,0,0,0,66257,62035,1382,258,304,2278,0,12866,8012,0,0,0,4854
2025-11-09,0,54810,29377,8313,3418,6766,6936,1111,38254,27433,7448,2342,1974,168,0,34541,25903,8638,0,0,0,0,42187,38000,1642,323,422,1800,0,17189,14125,0,0,0,3064
2025-11-10,11716,14421,16321,4709,1529,2954,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33,0,0,0,0,961,493,1053,259,118,7,17
2025-11-11,0,0,0,0,0,0,0,6798,6027,9952,2166,200,161,346,3409,5838,8438,622,58,12,117,5828,14932,19097,1116,181,223,143,0,0,0,0,0,0,0
2025-11-12,12171,13631,20381,3847,582,562,430,5264,4991,8041,1374,260,110,470,2813,4439,6760,428,10,19,35,5544,16158,19992,1069,172,285,184,915,519,1119,207,91,7,10
2025-11-13,9366,10303,11834,3560,1337,1563,1375,5000,6161,9206,1358,95,127,375,2690,4346,6517,404,39,12,64,4981,13047,16489,828,300,132,279,897,644,1193,197,139,12,0
2025-11-14,10258,13099,14232,5611,546,834,2134,5526,5870,9494,1208,222,80,392,3082,4365,6997,372,32,40,6,6097,14868,19483,928,159,210,185,1010,535,1228,179,110,25,3
2025-11-15,15968,19429,24689,7436,609,841,1822,8678,7903,14557,1418,135,186,285,7161,9253,15890,354,61,22,87,10065,25647,34159,1065,187,113,188,4687,6223,10361,424,111,9,5
2025-11-16,13928,16593,25253,2533,683,1357,695,7643,6508,11961,1769,164,78,179,6374,7545,13339,439,51,45,45,8227,16743,23653,749,184,229,155,4201,3005,6682,447,56,8,13
2025-11-17,9005,9691,13614,3007,447,845,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,343,771,155,64,12,4
2025-11-18,0,0,0,0,0,0,0,4475,3243,5369,1950,114,121,164,1760,2784,3961,435,45,19,84,2994,8690,10403,727,156,242,156,0,0,0,0,0,0,0
2025-11-19,8284,7317,11252,2738,470,591,550,3633,2659,4524,1321,104,50,293,1526,2827,3960,346,10,9,28,2931,9741,11513,650,95,178,236,748,418,974,121,68,3,0
2025-11-20,7381,9462,10302,3221,1344,1664,312,3603,3046,4761,1293,128,137,330,1620,2423,3623,315,39,14,52,2968,11621,13563,685,130,74,137,728,514,990,142,61,34,15
2025-11-21,8336,9727,8484,4445,2163,907,2064,3603,3185,4849,1541,100,35,263,1742,2425,3767,340,18,16,26,3211,11744,13678,686,171,268,152,925,452,1106,177,81,8,5
2025-11-22,12906,15694,18349,3393,1895,2557,2406,5560,4053,7851,1369,171,88,134,4689,5685,9801,421,92,31,29,6517,16392,21283,824,293,313,196,4080,2867,6337,465,120,3,22
2025-11-23,10391,11369,13217,3470,1985,1586,1502,4795,3251,6222,1294,273,59,198,3191,3556,6254,387,77,12,17,4581,11533,14989,612,211,94,208,2993,2282,4705,401,132,5,32
2025-11-24,8216,11590,14799,3257,637,851,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,346,787,170,89,10,12
2025-11-25,0,0,0,0,0,0,0,3249,1933,3071,1772,77,31,231,924,1044,1576,271,43,7,71,1901,6917,7709,592,109,212,196,0,0,0,0,0,0,0
2025-11-26,0,49126,22254,8727,3279,9372,5494,1068,10283,6816,3191,537,641,166,0,10019,7343,2676,0,0,0,1890,15142,15398,739,166,168,561,0,5262,5262,0,0,0,0
2025-11-27,3385,3581,4141,1077,120,234,1394,1595,924,1749,525,52,34,159,470,505,827,132,10,2,4,1018,5708,6161,337,59,88,81,265,166,331,45,50,0,5
2025-11-28,8007,10009,13488,2808,475,786,459,3253,1597,2911,1507,135,54,243,1264,1302,2124,398,19,20,5,2068,8342,9356,598,143,121,192,682,346,841,120,46,14,7
2025-11-29,9913,11621,12244,3413,1688,1918,2271,4048,2132,4526,1269,109,50,226,2481,2310,4362,374,48,5,2,3841,10516,13373,497,171,91,225,2555,1798,3999,251,78,18,7
2025-11-30,8672,10245,12128,2157,1532,1648,1452,3732,2492,4655,1147,153,54,215,2157,2360,4094,355,45,6,17,3136,9410,11499,572,183,107,185,2251,1505,3467,215,58,7,9
2025-12-01,5394,7070,8367,2738,394,542,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,303,659,111,71,11,2
2025-12-02,0,0,0,0,0,0,0,2930,2499,2718,1654,812,97,148,689,744,1022,351,21,17,22,1224,6283,6650,449,71,169,168,0,0,0,0,0,0,0
2025-12-03,5082,6979,5823,2978,571,1468,1221,1294,831,1141,775,51,51,107,356,338,513,113,12,0,56,619,4117,4244,281,45,89,77,415,291,567,111,18,2,8
2025-12-04,4275,4965,6213,1776,467,395,389,1259,724,1078,650,75,61,119,423,426,602,167,14,11,55,916,5228,5672,339,37,35,61,212,135,230,59,45,5,8
2025-12-05,19000,4715,20672,1625,242,520,656,1886,1177,2142,604,94,36,187,635,526,983,128,12,5,33,1139,5135,5650,346,77,75,126,531,209,626,62,39,8,5
2025-12-06,6913,7620,6519,5020,513,593,1888,2834,1375,3035,711,209,69,185,1102,1107,1936,206,29,4,34,2038,6969,8301,415,75,108,108,1428,1000,2144,163,92,19,10
2025-12-07,8063,9813,9710,3038,1582,2228,1318,2907,1809,3365,938,150,71,192,1520,1629,2778,235,51,19,66,2278,6907,8161,434,151,224,215,1729,1493,2929,190,84,15,4
2025-12-08,5373,6689,7204,1796,256,1525,1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,215,422,78,46,9,4
2025-12-09,0,0,0,0,0,0,0,2295,1566,2308,1053,179,57,264,728,1274,1705,199,18,30,50,1543,7977,8818,374,52,130,146,0,0,0,0,0,0,0
2025-12-10,5383,6968,8592,2132,490,857,280,1494,1286,1864,624,104,14,174,565,679,1043,163,16,10,12,1224,7588,8302,298,45,71,96,398,255,526,100,16,8,3
2025-12-11,4610,6602,5277,4832,214,570,319,1176,1049,1523,508,53,66,75,467,572,858,138,8,5,30,1144,6885,7487,325,49,66,102,310,322,531,64,23,9,5
2025-12-12,5594,7820,6840,1655,1312,2174,1433,1489,1010,1740,595,73,38,53,593,694,1113,116,29,4,25,1416,7256,8016,387,61,88,120,395,325,644,51,14,9,2
2025-12-13,4663,5097,4401,3920,342,676,421,1495,952,1767,446,62,34,138,579,901,1363,75,22,2,18,1692,4949,6191,262,25,20,143,899,695,1444,79,46,7,18
2025-12-14,7412,8078,7343,3190,1527,1648,1782,2166,1725,2905,623,170,64,129,948,1145,1851,189,16,11,26,2093,6019,7504,343,39,56,170,1265,876,1887,150,88,7,9
2025-12-15,6055,10328,12988,1904,737,542,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,257,480,85,30,4,2
2025-12-16,0,0,0,0,0,0,0,1630,1200,1823,731,45,51,180,326,474,651,104,15,3,27,969,4179,4669,256,30,58,135,0,0,0,0,0,0,0
2025-12-17,6482,8709,8771,3161,1236,1866,157,1494,1079,1628,814,50,17,64,629,691,1039,243,18,7,13,1296,8534,9157,411,76,55,131,449,327,647,103,15,4,7
2025-12-18,5255,6960,6569,2598,881,1694,473,1589,1263,1941,698,35,77,101,575,686,1040,167,12,16,26,1138,8111,8612,386,66,58,127,454,394,734,81,31,1,1
2025-12-19,5809,7826,7322,5325,233,472,283,1492,1276,1944,637,29,34,124,650,962,1388,186,8,12,18,1654,8619,9522,384,91,98,178,456,277,625,80,20,4,4
2025-12-20,6435,8228,12010,1498,324,548,283,2106,1396,2588,574,83,74,183,1105,1170,2042,171,30,6,26,2471,8175,9958,366,111,79,132,1348,1071,2280,81,50,6,2
2025-12-21,7747,9505,9622,3383,1339,2473,435,2263,1213,2180,847,135,41,273,899,1205,1831,221,27,1,24,1929,5170,6423,424,29,53,170,1213,924,1844,192,89,2,10
2025-12-22,6412,8064,8573,3351,1708,576,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,217,542,80,21,10,6
2025-12-23,0,0,0,0,0,0,0,1956,1631,2122,943,82,65,375,402,482,635,234,3,5,7,942,3952,4354,304,48,68,120,0,0,0,0,0,0,0
2025-12-24,7333,9102,8860,3933,1178,2382,82,1760,1204,1604,1103,53,51,153,679,588,927,220,15,13,92,1611,7578,8227,522,66,95,279,425,259,527,129,9,18,1
2025-12-25,8174,9733,10176,3397,1153,1872,1309,2208,1364,2203,840,23,60,446,831,789,1280,298,8,11,23,2263,6388,7805,423,68,122,233,1053,732,1529,181,38,13,24
2025-12-26,5970,6035,7242,2586,1310,788,79,1199,1175,1267,925,53,31,98,353,377,579,125,6,6,14,1036,3850,4310,347,70,72,87,516,220,686,39,8,0,3
2025-12-27,8848,8908,13173,2634,461,1278,210,2514,1260,2191,1226,83,59,215,943,1052,1652,285,23,13,22,2172,6432,7707,516,75,56,250,1233,603,1598,183,42,6,7
2025-12-28,9383,8873,10983,5563,750,696,264,2743,1621,2505,1111,259,42,447,1127,982,1652,393,33,17,14,2306,5954,7094,609,128,114,315,1347,997,1949,229,112,26,28
2025-12-29,8385,8043,11627,2648,801,966,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,353,828,179,125,14,13
2025-12-30,0,0,0,0,0,0,0,3901,2188,2926,1949,392,91,731,913,738,1151,442,35,14,9,2036,7813,8672,743,182,136,116,0,0,0,0,0,0,0
2025-12-31,0,25409,10685,3702,2039,4535,4448,610,6380,3900,2121,447,390,132,0,4975,3457,1518,0,0,0,0,6790,5679,596,105,244,166,0,2558,1870,0,0,0,688
