ÀÏÀÚ,°æº¹±Ã(À¯·á),°æº¹±Ã(¹«·á),°æº¹±Ã(³»±¹ÀÎ),°æº¹±Ã(¿µ¾î±Ç),°æº¹±Ã(ÀÏ¾î±Ç),°æº¹±Ã(Áß¾î±Ç),°æº¹±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢´ö±Ã(À¯·á),Ã¢´ö±Ã(¹«·á),Ã¢´ö±Ã(³»±¹ÀÎ),Ã¢´ö±Ã(¿µ¾î±Ç),Ã¢´ö±Ã(ÀÏ¾î±Ç),Ã¢´ö±Ã(Áß¾î±Ç),Ã¢´ö±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢°æ±Ã(À¯·á),Ã¢°æ±Ã(¹«·á),Ã¢°æ±Ã(³»±¹ÀÎ),Ã¢°æ±Ã(¿µ¾î±Ç),Ã¢°æ±Ã(ÀÏ¾î±Ç),Ã¢°æ±Ã(Áß¾î±Ç),Ã¢°æ±Ã(±âÅ¸¿Ü±¹ÀÎ),´ö¼ö±Ã(À¯·á),´ö¼ö±Ã(¹«·á),´ö¼ö±Ã(³»±¹ÀÎ),´ö¼ö±Ã(¿µ¾î±Ç),´ö¼ö±Ã(ÀÏ¾î±Ç),´ö¼ö±Ã(Áß¾î±Ç),´ö¼ö±Ã(±âÅ¸¿Ü±¹ÀÎ),Á¾¹¦(À¯·á),Á¾¹¦(¹«·á),Á¾¹¦(³»±¹ÀÎ),Á¾¹¦(¿µ¾î±Ç),Á¾¹¦(ÀÏ¾î±Ç),Á¾¹¦(Áß¾î±Ç),Á¾¹¦(±âÅ¸¿Ü±¹ÀÎ)
2025-04-21,11377,17319,21215,6044,235,822,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,606,1014,324,38,26,12
2025-04-22,0,0,0,0,0,0,0,2285,2213,2691,1105,359,44,299,740,813,1171,284,10,10,78,1679,3335,3797,651,61,314,191,0,0,0,0,0,0,0
2025-04-23,11549,18902,23797,4899,312,893,550,4708,4020,5548,2361,98,65,656,2939,2298,4116,1056,12,13,40,3444,12281,14032,1365,72,92,164,820,466,926,265,64,20,11
2025-04-24,9134,15264,17492,5247,223,1035,401,4262,2595,4352,1729,60,57,659,2511,2381,4100,765,22,2,3,2840,11629,13050,1072,101,159,87,738,483,935,248,30,6,2
2025-04-25,9575,15314,15184,6937,260,1102,1406,4093,3120,5005,1747,116,42,303,2910,3064,5213,706,28,10,17,3261,11805,13412,1135,136,62,321,786,572,1089,206,37,17,9
2025-04-26,14925,19951,25789,5434,389,1842,1422,6473,4433,8852,1296,105,72,581,6623,5748,11575,726,27,21,22,5826,13615,17839,1047,144,101,310,4281,3073,6590,691,42,4,27
2025-04-27,12029,17433,17962,7289,584,464,3163,5170,4377,7327,1364,259,66,531,4412,4854,8366,760,95,25,20,3988,8732,11215,972,185,110,238,3155,2369,4836,582,85,8,13
2025-04-28,9071,17131,14570,6030,1531,1426,2645,2334,1314,2268,935,110,12,323,1019,1382,1983,382,28,8,0,1167,3136,3926,301,25,18,33,1563,1099,2071,481,90,10,10
2025-04-29,3268,3698,3924,2363,226,318,135,4390,4325,6290,1997,131,44,253,2706,3253,5109,681,40,4,125,3283,11276,13215,895,99,139,211,992,1074,1660,352,44,2,8
2025-04-30,0,45618,27342,3788,1151,5794,7543,1193,13932,10273,2614,762,1200,276,0,15946,12934,3012,0,0,0,50,20424,18911,1220,69,50,224,0,7056,6037,0,0,0,1019
2025-05-01,5444,10546,13401,1569,119,667,234,2155,1808,3180,383,32,36,332,1439,2308,3451,241,11,14,30,1752,9517,10297,663,105,77,127,945,703,1426,192,21,2,7
2025-05-02,15879,22212,19951,6688,1451,7148,2853,5506,6007,8680,1801,169,148,715,4148,4644,7783,868,52,60,29,3946,12738,15178,1071,101,138,196,2552,2154,3852,694,117,17,26
2025-05-03,13718,16892,24989,2884,479,1777,481,5055,3740,6756,1462,143,96,338,4673,4356,8268,635,71,19,36,3890,10169,12272,1113,152,141,381,2894,2252,4449,572,87,14,24
2025-05-04,21213,26814,41307,3244,921,2117,438,9561,10057,16605,2251,408,76,278,9764,10369,18881,960,161,64,67,7281,16702,22069,1057,291,221,345,0,44337,41423,0,0,0,2914
2025-05-05,13043,29181,28420,6172,1728,1825,4079,4713,7696,10870,1162,169,27,181,3244,7525,10235,370,91,13,60,3100,13167,14945,802,226,99,195,3454,3866,6657,505,140,5,13
2025-05-06,9239,11793,18733,1589,126,309,275,5362,5710,8812,1702,87,37,434,4146,5162,8373,769,44,40,82,4096,10009,12813,988,80,50,174,2785,2584,4823,447,57,11,31
2025-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-08,10913,14720,15571,7676,232,424,1730,3513,2865,4208,1707,33,20,410,1667,2525,3581,405,27,20,159,2186,10062,11254,777,74,44,99,517,333,620,184,25,3,18
2025-05-09,5565,5431,8951,1169,235,259,382,1528,1259,1970,619,34,2,162,617,697,1134,105,10,29,36,886,3856,4345,291,25,24,57,322,149,397,44,25,4,1
2025-05-10,10166,8223,13197,3003,239,533,1417,3077,2528,4524,780,83,23,195,2085,2404,4175,199,27,2,86,2224,5803,7340,472,51,29,135,1314,1087,2093,227,57,0,24
2025-05-11,15655,16951,26746,3696,382,1145,637,4811,5018,7736,1815,67,39,172,3712,3940,6957,513,41,36,105,3896,8677,11303,900,91,99,180,2598,1841,3854,459,112,5,9
2025-05-12,9097,15883,14562,6459,411,1490,2058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,41,0,0,0,0,633,346,665,203,60,13,38
2025-05-13,0,0,0,0,0,0,0,4549,5785,7336,2540,124,138,196,2337,3499,5017,564,45,33,177,3667,10743,11899,1138,157,350,866,0,0,0,0,0,0,0
2025-05-14,11023,19065,19900,5000,1380,1504,2304,3461,3851,5376,1411,100,26,399,1852,2533,3815,463,22,16,69,2687,9608,11084,744,80,146,241,622,449,842,151,66,8,4
2025-05-15,8489,14259,19199,2144,246,674,485,2769,2723,3989,1049,114,65,275,1579,2207,3297,335,34,11,109,1975,10264,11103,740,128,66,202,649,354,825,117,30,10,21
2025-05-16,8012,9132,14632,1660,161,344,347,2498,2006,3277,769,78,18,362,709,1296,1793,165,8,10,29,1321,4755,5481,412,75,49,59,506,223,545,73,105,4,2
2025-05-17,16395,18685,24774,6676,573,1670,1387,5277,6611,9991,1314,148,74,361,4117,4512,8043,517,46,15,8,4005,10016,12846,851,97,119,108,2691,2227,4410,463,36,9,0
2025-05-18,15542,16906,20956,6440,581,701,3770,4992,4014,7134,1302,118,80,372,3907,4239,7471,546,42,31,56,4287,8981,11948,922,90,66,242,2692,2457,4631,451,49,7,11
2025-05-19,7891,12253,15144,2928,425,1107,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,378,743,225,77,17,9
2025-05-20,0,0,0,0,0,0,0,4351,4097,5689,1706,125,146,782,1753,1953,2992,666,21,16,11,2702,8070,9424,844,141,208,155,0,0,0,0,0,0,0
2025-05-21,11095,17175,22705,4062,379,627,497,3113,3085,4253,1397,104,13,431,1348,1931,2748,498,13,13,7,2278,8679,9985,650,109,83,130,560,437,701,214,61,6,15
2025-05-22,10711,14840,20714,2869,348,1218,402,2948,2510,3762,1130,103,35,428,1212,1782,2555,285,36,12,106,1950,8183,9144,622,118,78,171,497,388,702,114,57,11,1
2025-05-23,11215,14677,15964,3823,630,2808,2667,3325,2845,4233,1185,177,22,553,1579,1880,3020,378,28,6,27,4360,11626,14982,677,106,46,175,657,387,797,171,67,9,0
2025-05-24,15675,17529,23113,6503,522,824,2242,4321,3170,5935,931,161,58,406,3691,3925,7128,401,54,11,22,5139,13322,17377,633,149,45,257,2776,1919,4068,506,92,10,19
2025-05-25,15076,15488,26382,2731,420,479,552,4562,4671,7363,1093,188,22,567,2996,3291,5703,492,40,10,42,3843,8393,11130,682,129,55,240,2214,1826,3505,408,95,6,26
2025-05-26,8168,14005,17034,3195,279,1118,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,492,794,157,78,7,14
2025-05-27,0,0,0,0,0,0,0,4269,4742,6325,1852,165,82,587,1838,1864,2984,668,33,17,0,2665,9309,10298,953,176,152,395,0,0,0,0,0,0,0
2025-05-28,2433,40043,23139,4278,1669,6678,6712,1117,15336,11143,3361,958,758,233,0,19622,14191,5431,0,0,0,0,17363,15946,980,135,95,207,0,4164,3492,0,0,0,672
2025-05-29,9491,13457,18932,2716,242,606,452,3135,2226,3609,1459,36,27,230,1406,1470,2426,385,17,16,32,1824,8632,9452,685,75,89,155,522,375,688,151,41,8,9
2025-05-30,10217,14821,20962,2451,276,975,374,3043,2410,3727,1147,115,35,429,1533,1925,2984,343,36,11,84,2513,8026,7325,624,58,112,2420,497,518,798,153,57,7,0
2025-05-31,15690,18698,22143,4800,2421,3419,1605,4509,3159,5787,1168,152,86,475,3748,3161,6317,520,43,9,20,3855,10157,12817,780,107,105,203,2524,1810,3826,395,81,5,27
2025-06-01,13754,16115,17717,5843,2002,2089,2218,3959,3428,5520,1311,134,41,381,2308,2758,4558,368,44,18,78,2957,5998,7902,718,132,70,133,1707,1026,2315,363,52,1,2
2025-06-02,7287,10749,13800,3065,313,635,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,263,562,178,75,21,13
2025-06-03,7618,9699,14505,1926,185,444,257,4762,4475,6782,2107,83,50,215,2632,2947,4871,601,18,32,57,3391,9296,11126,997,116,178,270,1943,1623,3256,277,17,7,9
2025-06-04,0,0,0,0,0,0,0,3829,5214,6532,2044,88,52,327,1368,2094,2868,533,15,34,12,2181,8880,9899,781,91,171,119,0,0,0,0,0,0,0
2025-06-05,11712,15300,21592,3525,253,1152,490,3016,2438,3614,1257,33,56,494,1401,1997,2945,422,9,8,14,1982,8056,9165,645,46,58,124,475,243,533,145,28,6,6
2025-06-06,18745,20955,27625,8630,402,615,2428,5362,4942,8430,1547,100,38,189,4579,4686,8662,465,33,26,79,5161,10483,14231,903,137,118,255,3068,2285,4883,387,62,4,17
2025-06-07,18480,20572,28802,6490,527,568,2665,4942,3899,7191,1092,151,30,377,3691,3858,7002,395,53,43,56,4561,10271,13287,992,148,85,320,2804,3127,5388,391,115,4,33
2025-06-08,13465,15943,19044,5147,1389,1524,2304,3743,2878,4817,1277,120,30,377,1823,2595,3807,516,25,16,54,2508,5023,6379,705,149,79,219,1519,1019,2088,340,84,4,22
2025-06-09,6982,10223,9868,5323,206,420,1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,52,0,0,0,0,404,203,381,162,46,10,8
2025-06-10,0,0,0,0,0,0,0,3746,5533,6941,1377,85,74,802,1304,2419,3118,451,19,48,87,2161,8821,9591,813,103,235,240,0,0,0,0,0,0,0
2025-06-11,12087,13442,14975,4543,480,2378,3153,2725,2100,3112,1157,108,18,430,1065,1582,2224,362,19,7,35,1797,7532,8445,572,74,29,209,400,274,444,160,55,5,10
2025-06-12,10598,11239,11826,4629,869,2077,2436,2729,2238,3224,1106,102,28,507,915,1156,1688,340,16,4,23,1816,7039,7738,703,171,96,147,437,170,387,154,55,9,2
2025-06-13,11207,10435,14317,3994,260,1650,1421,2576,2267,3363,1294,46,14,126,1031,1521,2206,268,15,3,60,1568,7653,8367,533,123,66,132,495,216,535,131,32,8,5
2025-06-14,13129,13569,16681,6418,824,1307,1468,5231,4292,7890,1226,69,34,304,3995,2289,5753,382,50,23,76,3400,7954,10117,726,162,78,271,1635,1479,2748,294,39,8,25
2025-06-15,11525,11021,15077,3628,549,1773,1519,3347,2073,3547,1094,137,25,617,1305,1420,2287,329,62,17,30,1981,4402,5499,525,134,64,161,1162,776,1537,284,88,6,23
2025-06-16,7507,10521,13617,3144,262,559,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,176,375,176,14,3,10
2025-06-17,0,0,0,0,0,0,0,4008,3051,4049,1592,179,166,1073,1363,1334,2012,572,42,22,49,2125,6994,7577,824,127,240,351,0,0,0,0,0,0,0
2025-06-18,10021,14119,11086,8194,510,2985,1365,2732,2264,3199,1217,102,48,430,1049,1174,1719,353,23,45,83,1819,6323,7178,523,128,134,179,453,213,433,139,69,12,13
2025-06-19,9227,11108,10777,4766,459,2593,1740,2548,1527,2362,1171,93,47,402,868,915,1377,304,33,11,58,1588,5307,6010,576,129,39,141,470,112,445,105,19,8,5
2025-06-20,4383,4443,5276,2669,163,398,320,1125,828,1326,350,66,17,194,359,328,545,103,6,8,25,836,2871,3094,255,45,66,247,263,108,245,113,13,0,0
2025-06-21,12135,12470,13779,5129,2699,2178,820,3721,2886,4687,1617,92,28,183,2485,2598,4568,383,32,46,54,3243,8330,10203,832,175,126,237,1967,1313,2795,449,27,7,2
2025-06-22,11232,15920,13034,5363,2054,3387,3314,3685,2515,4156,1556,132,50,306,2041,2480,3945,467,32,31,46,2666,5494,7136,635,133,129,127,1560,1044,2196,347,33,8,20
2025-06-23,9159,11100,11358,5039,405,1909,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,189,361,136,47,5,1
2025-06-24,0,0,0,0,0,0,0,3941,3699,4802,2107,111,82,538,1240,1995,2569,591,10,24,41,2704,8252,8649,951,129,449,778,0,0,0,0,0,0,0
2025-06-25,0,33761,16690,5143,2101,4818,5009,656,4984,3145,1528,487,377,103,0,7186,4620,2566,0,0,0,1888,8908,9451,771,124,163,287,0,2348,1756,0,0,0,592
2025-06-26,12155,18061,23115,4782,356,1153,810,2651,2012,2950,1145,88,58,422,1135,1715,2438,309,33,22,48,1635,9054,9559,720,128,80,202,342,265,435,93,56,17,6
2025-06-27,9357,13077,11759,4424,1816,2521,1914,2455,1867,2852,1073,50,38,309,1197,1526,2347,337,21,6,12,4795,8384,12191,542,100,65,281,430,243,500,105,54,9,5
2025-06-28,8927,13022,11848,6558,451,969,2123,2930,2688,4103,851,86,72,506,1798,2298,3688,306,24,9,69,2506,6623,8142,561,147,65,214,1418,870,1946,271,58,2,11
2025-06-29,8356,11006,14145,3013,406,1282,516,2822,2009,3137,1112,118,129,335,1330,2037,2897,303,29,18,120,2002,4456,5393,575,127,140,223,1169,1009,1675,402,75,7,19
2025-06-30,6905,10199,8039,4098,637,2499,1831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,274,461,178,46,2,11
2025-07-01,0,0,0,0,0,0,0,2726,3184,3514,2173,28,48,147,719,842,1109,355,15,8,74,1343,4660,4789,699,59,180,276,0,0,0,0,0,0,0
2025-07-02,10558,12148,12387,4304,1246,2904,1865,1727,1058,1327,1048,61,12,337,603,817,1132,250,3,7,28,1222,5270,5648,572,65,93,114,392,274,451,194,16,2,3
2025-07-03,7271,9449,9402,3818,261,2861,378,1955,1472,1864,1037,38,73,415,674,690,979,281,29,16,59,1204,5405,5772,610,60,62,105,375,269,413,202,18,3,8
2025-07-04,7220,11419,9807,4799,339,2162,1532,1847,1111,1594,974,55,51,284,890,777,1332,241,25,14,55,1457,5161,5684,621,50,89,174,446,278,527,170,25,0,2
2025-07-05,8679,8895,9628,3903,391,2272,1380,2798,1029,2256,994,113,51,413,1460,1386,2393,351,36,17,49,2529,5314,6893,606,100,112,132,1235,796,1649,298,73,4,7
2025-07-06,7983,9369,9221,4306,349,2015,1461,2366,1015,1842,1040,112,48,339,1023,1040,1658,322,29,19,35,1921,3539,4346,590,126,172,226,730,542,959,261,46,4,2
2025-07-07,15054,9590,15388,3645,1318,2502,1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,302,509,257,76,2,6
2025-07-08,0,0,0,0,0,0,0,2585,1460,2150,1182,60,70,583,587,473,601,348,19,38,54,1244,2884,2899,553,62,300,314,0,0,0,0,0,0,0
2025-07-09,7421,8462,6679,4870,251,2527,1556,1533,704,914,1115,42,39,127,477,398,528,269,7,38,33,741,2889,2918,436,72,62,142,347,203,302,212,28,3,5
2025-07-10,7186,8223,8254,3358,1038,2418,341,1326,643,821,689,35,42,382,512,498,720,239,5,18,28,851,2879,3020,476,29,110,95,256,172,246,161,18,3,0
2025-07-11,6853,8302,6296,4675,313,2253,1618,1544,591,832,806,71,38,388,616,446,710,269,21,35,27,1077,3007,3364,505,33,36,146,378,135,247,213,40,3,10
2025-07-12,9055,11967,10392,4842,1104,2519,2165,2428,978,1613,1157,106,36,494,1140,917,1569,384,35,23,46,1630,3727,4351,604,148,58,196,779,371,796,281,46,12,15
2025-07-13,8909,9530,10283,4023,458,2037,1638,2186,968,1616,814,106,100,518,889,843,1282,379,26,17,28,1431,2914,2183,478,80,135,1469,882,432,935,326,48,5,0
2025-07-14,8013,8854,9861,3605,296,2237,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,0,303,95,197,135,47,11,8
2025-07-15,0,0,0,0,0,0,0,3580,2361,2630,2289,133,90,799,1120,1328,1252,1025,35,48,88,2123,5928,5818,1088,107,424,614,0,0,0,0,0,0,0
2025-07-16,6723,7945,7542,3992,310,1279,1545,1549,747,1010,840,68,33,345,414,430,599,199,2,4,40,642,4185,4201,423,50,70,83,250,228,325,84,55,10,4
2025-07-17,5197,4560,4514,2995,139,1725,384,1510,889,1115,1002,21,23,238,482,383,562,233,4,28,38,694,4859,4806,527,46,103,71,403,343,504,204,24,8,6
2025-07-18,14507,5678,13729,2577,867,2013,999,1491,883,1146,661,70,90,407,553,564,841,199,7,33,37,1068,3780,3923,537,72,51,265,450,350,527,228,44,1,0
2025-07-19,7534,7220,7786,3345,424,1865,1334,2261,1153,1910,853,156,58,437,1130,1153,1827,350,50,23,33,1446,4577,5141,544,109,55,174,1191,782,1627,233,60,6,47
2025-07-20,8726,10798,9509,3833,948,3637,1597,2683,1176,1863,1464,208,38,286,1110,1159,1721,436,77,24,11,1631,3962,4379,646,176,242,150,1133,534,1166,358,112,3,28
2025-07-21,6910,7890,6169,4346,567,2426,1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,127,254,134,77,18,4
2025-07-22,0,0,0,0,0,0,0,3013,1602,2080,1575,176,110,674,894,1090,1447,408,24,27,78,1596,3861,3865,630,139,362,461,0,0,0,0,0,0,0
2025-07-23,7690,8823,7991,2665,411,3125,2321,1648,891,1102,1018,61,42,316,690,686,985,307,10,41,33,1006,3707,3916,463,101,126,107,446,282,445,183,74,8,18
2025-07-24,5326,6474,6219,2144,291,1899,1247,1541,812,1141,802,57,30,323,683,625,954,270,15,40,29,814,3876,3912,446,107,113,112,360,236,399,147,30,5,15
2025-07-25,4785,5191,4551,2778,333,910,1404,1216,525,719,633,72,11,306,557,504,798,201,9,16,37,860,3132,3316,370,60,54,192,368,171,312,174,36,8,9
2025-07-26,6233,6660,5432,2790,1011,2229,1431,1781,683,1138,933,76,41,276,1049,760,1425,279,21,23,61,1192,2759,3352,348,123,35,93,598,280,544,247,72,5,10
2025-07-27,6184,6869,5225,3552,363,2097,1816,2067,903,1484,1059,121,29,277,836,807,1275,254,21,23,70,1043,2160,2604,441,53,42,63,563,354,651,149,85,10,22
2025-07-28,6572,6035,5977,3351,486,2192,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,239,420,216,85,7,0
2025-07-29,0,0,0,0,0,0,0,3023,1675,2235,1619,138,88,618,994,754,1188,393,34,20,113,1420,3340,3767,535,66,147,245,0,0,0,0,0,0,0
2025-07-30,0,41248,14584,13017,399,9637,3611,658,4463,2423,1780,364,387,167,0,2320,1625,695,0,0,0,0,5796,4772,638,70,143,173,0,1532,836,0,0,0,696
2025-07-31,6329,7513,9299,2646,405,1044,448,1911,966,1429,1252,11,37,148,912,832,1429,231,8,19,57,1433,4178,4730,597,113,54,117,541,291,593,171,28,15,25
2025-08-01,6648,5778,6075,3197,509,1981,664,1925,1051,1535,1241,41,14,145,902,584,1211,216,7,10,42,2318,3668,5257,570,60,60,39,535,362,625,205,40,14,13
2025-08-02,7033,7797,6245,3470,1407,2273,1435,2261,1190,1925,1078,87,61,300,1275,960,1807,347,13,17,51,1665,3045,3755,532,110,134,179,865,466,981,264,53,12,21
2025-08-03,7552,5726,7155,3355,424,1218,1126,2570,971,1729,1036,123,61,592,994,833,1378,314,31,38,66,1427,2675,3134,691,62,114,101,911,567,1077,302,62,16,21
2025-08-04,6502,6045,6007,4613,590,1102,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,248,550,220,55,16,27
2025-08-05,0,0,0,0,0,0,0,3431,1681,2244,1742,202,91,833,1052,880,1338,463,39,24,68,1888,3864,4154,800,103,350,345,0,0,0,0,0,0,0
2025-08-06,5487,4530,4832,2758,355,1764,308,1375,759,971,666,69,20,408,587,552,812,198,17,75,37,778,2949,3103,459,63,62,40,229,148,233,72,52,10,10
2025-08-07,7888,7625,6372,4374,613,3055,1099,2510,917,1411,1293,120,66,537,863,681,1057,406,16,63,2,1467,4131,4715,573,116,65,129,453,162,409,145,44,5,12
2025-08-08,6753,8157,7640,3401,1514,2224,131,2107,1011,1526,1051,99,32,410,818,658,1114,288,20,26,28,1604,5192,5926,556,95,74,145,345,224,382,104,51,19,13
2025-08-09,8840,9101,9469,3688,1559,2018,1207,2991,1370,2560,1465,122,40,174,1811,1280,2596,390,57,27,21,2657,6166,7434,797,180,125,287,1489,794,1813,336,102,8,24
2025-08-10,9250,11395,8949,9175,1136,1151,234,3206,1492,2263,1618,240,55,522,1546,1269,2121,592,73,12,17,1889,3574,4314,645,184,97,223,1355,854,1565,439,171,11,23
2025-08-11,9018,10558,9901,3982,1215,2587,1891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,234,448,254,106,8,23
2025-08-12,0,0,0,0,0,0,0,4492,2220,3017,1698,621,115,1261,1471,1441,2131,625,72,68,16,2651,5909,6634,1029,288,395,214,0,0,0,0,0,0,0
2025-08-13,4617,3870,3472,3224,454,1126,211,1130,568,782,386,135,52,343,275,233,322,166,10,4,6,758,2732,2888,344,100,67,91,350,188,349,111,64,7,7
2025-08-14,7969,8164,5683,3903,1993,3138,1416,2428,822,1161,961,244,92,792,962,712,1229,351,48,29,17,1915,6592,7184,819,158,85,261,706,419,719,287,97,1,21
2025-08-15,10625,9560,10111,4247,1744,2426,1657,3930,1773,3475,1337,268,36,587,2168,1555,3228,423,42,14,16,4298,10722,13690,863,143,149,175,1731,1093,2183,431,175,5,30
2025-08-16,10871,10344,13540,3082,741,2514,1338,3598,1709,3221,1256,158,80,592,2138,1683,3299,403,47,54,18,3586,8262,10675,799,118,74,182,1514,865,1918,324,104,15,18
2025-08-17,8020,8977,8514,3413,1514,2358,1198,2998,1522,2515,1194,162,33,616,1205,1111,1829,407,32,35,13,2473,4227,5420,788,164,172,156,1096,689,1367,342,50,12,14
2025-08-18,6072,6442,5558,3065,570,2085,1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,309,506,200,68,9,16
2025-08-19,0,0,0,0,0,0,0,3610,2022,2669,2171,213,90,489,984,977,1369,491,33,48,20,1765,5466,5893,830,178,176,154,0,0,0,0,0,0,0
2025-08-20,6970,8451,5694,4210,725,2291,2501,2210,1397,1834,1113,181,26,453,761,644,943,335,23,57,47,1531,4759,5165,721,135,97,172,539,316,485,273,69,18,10
2025-08-21,7124,8396,6344,6052,580,2300,244,2088,862,1042,1365,142,81,320,653,668,922,234,31,42,92,1497,4606,5153,648,127,38,137,431,331,478,217,51,10,6
2025-08-22,6154,6396,4843,3160,721,2258,1568,2150,805,1237,1029,152,65,472,774,688,1018,341,45,19,39,1412,4557,4874,640,160,105,190,537,466,634,244,103,6,16
2025-08-23,8703,8838,8948,4461,648,2098,1386,2847,1606,2561,1154,181,73,484,1438,1154,2118,362,56,19,37,2564,6110,7432,734,174,100,234,1137,724,1419,329,79,0,34
2025-08-24,6638,7080,6077,3228,1147,2016,1250,2288,939,1582,1348,86,36,175,960,698,1201,320,30,26,81,1846,3346,4158,608,159,83,184,846,599,994,360,63,9,19
2025-08-25,6149,6408,5173,3193,558,2263,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,341,530,277,48,2,0
2025-08-26,0,0,0,0,0,0,0,3283,1786,2344,2301,148,45,231,881,833,1137,375,48,18,136,1592,5702,6047,699,149,254,145,0,0,0,0,0,0,0
2025-08-27,0,28361,11331,5813,2788,4908,3521,849,6287,2862,2659,860,615,140,0,5327,3499,1828,0,0,0,0,17554,16230,885,99,209,131,0,3014,3014,0,0,0,0
2025-08-28,6275,8381,5595,3876,1503,2393,1289,2096,947,1384,1176,100,43,340,796,832,1224,274,31,24,75,1440,4907,5341,664,90,94,158,525,424,592,228,100,5,24
2025-08-29,5475,6576,4920,3275,1448,2182,226,1976,749,1210,1102,132,39,242,656,538,874,221,28,7,64,1196,4867,5072,648,140,50,153,504,288,459,233,56,15,29
2025-08-30,6946,7210,6044,3473,1379,2018,1242,2742,1124,1924,1494,94,60,294,1482,1320,2406,258,24,12,102,2696,5833,7367,732,138,59,233,1121,756,1454,294,86,6,37
2025-08-31,6465,6375,6577,4908,422,564,369,2683,1103,1865,1402,75,16,428,961,1109,1632,331,28,17,62,1932,3612,4605,649,132,49,109,933,678,1184,327,56,12,32
2025-09-01,5198,5567,3986,3377,384,2796,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,114,204,124,56,4,14
2025-09-02,0,0,0,0,0,0,0,4505,2686,3464,2476,159,59,1033,1071,662,1045,631,23,16,18,2750,6811,7815,985,110,75,576,0,0,0,0,0,0,0
2025-09-03,10496,10620,11522,7515,682,683,714,2409,983,1351,1331,146,27,537,871,589,997,411,33,9,10,2117,5375,6653,598,89,35,117,390,266,399,168,71,10,8
2025-09-04,8332,5098,8212,3082,322,445,1369,2203,915,1530,1321,38,27,202,732,643,987,249,31,20,88,1631,6419,7033,697,112,73,135,309,117,237,107,61,13,8
2025-09-05,10095,10152,10153,4163,698,1600,3633,2615,1589,2294,1296,148,37,429,919,757,1245,321,21,18,71,2232,6457,7655,758,97,81,98,576,383,669,198,65,7,20
2025-09-06,8957,6285,8924,3118,446,2549,205,2774,1184,2541,831,103,54,429,1134,1073,1854,285,21,0,47,2753,4774,6576,621,123,70,137,1246,718,1492,398,32,0,42
2025-09-07,11988,8628,12914,4060,587,1651,1404,3904,1806,3465,1415,201,52,577,1930,2055,3332,569,44,16,24,3377,6887,8924,882,138,113,207,1584,1023,2094,390,97,8,18
2025-09-08,7037,8477,6078,5160,717,1577,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,238,424,185,127,14,38
2025-09-09,0,0,0,0,0,0,0,4264,2124,3126,2319,231,91,621,1488,1606,2336,676,46,17,19,2886,8975,10107,1153,134,77,390,0,0,0,0,0,0,0
2025-09-10,11997,11888,12383,5261,1926,2799,1516,2603,1211,1750,1628,134,21,281,1276,1191,1961,366,25,8,107,2823,7905,9549,756,122,119,182,410,195,365,167,56,9,8
2025-09-11,10143,9676,11704,4009,1551,1094,1461,2938,1175,1965,1498,156,88,406,1184,1010,1735,408,29,11,11,1686,8548,9173,743,118,64,136,381,251,388,142,77,9,16
2025-09-12,10595,9293,11395,3356,1692,1634,1811,2968,1473,2623,1087,139,37,555,1478,1113,2125,427,16,10,13,1903,9081,10012,634,118,113,107,535,251,509,141,95,39,2
2025-09-13,12635,12249,14264,3706,1751,4779,384,3571,1534,3391,899,241,32,542,3133,2321,4977,434,25,7,11,3601,8800,10946,888,250,105,212,1884,1240,2596,365,126,9,28
